totalLoanAmount,totalLoanNum,rate,financeAmount,houseNum,due,totalReturnNum,toBeReturnAmoun,occupationYear,carBuyDate,age,carEstimatePrice,personalIncome
-0.0911,-0.9254,1.5093,0.8729,0.4630,2.3038,-0.8763,-0.4213,-0.0374,0.9374,0.0402,0.9320,-0.5764
1.1956,2.3989,-0.1771,-0.0002,0.4630,-0.3025,2.3850,1.0278,-0.2614,-1.1948,0.0167,-0.3719,1.2316
0.5391,0.7367,-0.1771,0.0726,0.4630,-0.3025,0.9355,-0.4213,0.2447,-1.3221,0.0284,-0.0535,-0.0669
0.2371,0.0719,-0.1771,0.1453,0.4630,-0.3025,0.2108,-0.4213,0.9560,0.4033,-0.0068,-0.1111,0.9172
0.1190,2.0664,-0.1771,-0.5094,-2.1600,-0.3025,2.0226,0.3691,-0.6527,-1.1948,-0.0068,-0.7761,0.0525
-0.6820,-1.2578,-0.1771,-0.5822,0.4630,-0.3025,-1.2387,-0.4213,-0.8399,0.9374,-0.0772,-0.4371,-0.3406
-0.6754,-1.2578,-0.1771,-0.5458,0.4630,-0.3025,-1.2387,-0.4213,-1.2511,1.4701,-0.0772,0.0844,0.7600
-0.0452,-0.5930,-0.1771,0.3636,0.4630,-0.3025,-0.5139,-0.4213,-0.0208,-1.7289,0.0519,0.2148,-0.1834
-0.6951,-1.2578,-0.1771,-0.6549,0.4630,-0.3025,-1.2387,-0.4213,-1.0453,-1.1948,0.0049,-0.8609,-0.4978
-0.5901,-0.9254,-0.1771,-0.5094,0.4630,-0.3025,-0.8763,-0.4213,-0.1470,0.4033,-0.1125,-0.6327,-0.7336
0.4078,-0.2605,-0.1771,0.6546,0.4630,-0.3025,-0.1516,-0.4213,1.4615,0.9374,0.0519,0.7364,1.5461
-0.6426,-1.2578,-0.1771,-0.3639,0.4630,-0.3025,-1.2387,-0.4213,-0.0911,0.4033,-0.1007,-0.2415,-0.5764
0.7098,2.0664,-0.1771,-0.1457,0.4630,-0.3025,2.0226,0.7644,-0.4458,0.4033,0.0167,-0.3719,-0.6550
-0.4522,0.0719,-0.1771,-0.6186,-2.1600,-0.3025,0.2108,-0.4213,-0.5397,1.4701,-0.1712,-0.6327,-0.4978
-0.5507,-0.5930,-0.1771,-0.5822,0.4630,-0.3025,-0.5139,-0.4213,1.2210,0.4033,0.0402,0.0192,-0.5293
0.0402,0.4043,-0.1771,-0.2184,0.4630,-0.3025,0.5732,-0.4213,-0.6130,0.9374,0.1106,-0.6327,-0.3406
-0.4981,-1.2578,1.5093,0.4363,0.4630,1.4350,-1.2387,-0.4213,1.9123,0.4033,0.1223,1.3883,0.7600
-0.0649,-0.9254,-0.1771,0.9456,0.4630,-0.3025,-0.8763,-0.4213,1.1651,-0.1294,0.0636,0.4104,0.6027
-0.6885,-1.2578,3.1957,-0.6186,0.4630,4.0413,-1.2387,-0.4213,-0.4069,0.4033,-0.1242,-0.7109,-0.5293
-0.3668,-0.2605,-0.1771,-0.3639,0.4630,-0.3025,-0.1516,-0.4213,-0.6498,-0.1294,-0.1125,-0.6979,-0.0261
1.2481,-0.2605,-0.1771,1.8186,0.4630,-0.3025,-0.1516,-0.4213,1.3717,0.9374,-0.0420,2.6922,0.4455
-0.3143,-0.5930,-0.1771,-0.1457,0.4630,-0.3025,-0.5139,-0.4213,-0.9494,0.9374,-0.0890,-0.0459,-0.3406
-0.5901,-0.5930,-0.1771,-0.6549,0.4630,-0.3025,-0.5139,-0.4213,-0.0314,0.4033,0.0284,-0.2741,-0.0261
-0.1174,-0.9254,-0.1771,0.8001,0.4630,-0.3025,-0.8763,-0.4213,-0.4428,0.9374,-0.0538,1.5187,-0.4192
2.4036,0.4043,-0.1771,1.9641,0.4630,-0.3025,0.5732,-0.4213,-0.7975,0.4033,0.0754,0.8668,7.6148
-0.4325,-0.2605,-0.1771,-0.5094,0.4630,-0.3025,-0.1516,-0.4213,-0.1610,1.4701,-0.0068,-0.3719,-0.4978
-0.6820,-1.2578,-0.1771,-0.5822,0.4630,-0.3025,-1.2387,-0.4213,-0.5356,0.9374,-0.2181,-0.5675,-0.6865
-0.2224,-0.9254,-0.1771,0.5091,0.4630,-0.3025,-0.8763,-0.4213,-0.4415,0.4033,0.0871,1.0624,0.4455
-0.6426,-1.2578,-0.1771,-0.3639,0.4630,-0.3025,-1.2387,-0.4213,1.1521,0.4033,-0.1360,-0.1111,-0.4978
0.1715,1.0692,-0.1771,-0.0729,0.4630,-0.3025,0.2108,1.0278,-0.6069,-0.1294,-0.1712,-0.1763,-0.0261
0.2371,-0.5930,-0.1771,0.8729,0.4630,-0.3025,-0.5139,-0.4213,-0.2140,0.4033,-0.2299,1.3231,0.2883
-0.5901,-0.9254,-0.1771,-0.5094,0.4630,-0.3025,-0.8763,-0.4213,-0.0836,0.4033,0.0402,-0.4371,-0.0669
2.2066,1.4016,-0.1771,0.8729,0.4630,-0.3025,1.6603,-0.4213,-0.0836,-0.1294,0.0049,0.5408,0.7600
-0.6032,-0.9254,-0.1771,-0.6549,0.4630,-0.3025,-0.8763,-0.4213,-0.4003,-0.6621,-0.1007,-0.6653,-0.3406
-0.1962,0.4043,-0.1771,-0.4367,0.4630,-0.3025,0.5732,-0.4213,-0.5508,-0.6621,0.1106,-0.5023,-0.1834
-0.2749,1.0692,-0.1771,-0.6186,0.4630,-0.3025,0.9355,0.1715,1.8827,-0.6621,-0.0538,-0.7957,-0.3406
-0.4325,-0.5930,-0.1771,-0.3639,0.4630,-0.3025,-0.5139,-0.4213,-0.5504,-0.1294,-0.0185,-0.4371,0.7600
-0.6820,-1.2578,3.1957,-0.5822,0.4630,6.6476,-1.2387,-0.4213,-1.2050,0.9374,-0.1125,-0.4371,-0.4978
-0.3078,2.0664,-0.1771,-0.6913,0.4630,-0.3025,2.0226,-0.0919,0.4238,-0.1294,0.1106,-0.7631,-0.5293
-0.6163,-1.2578,3.1957,-0.2184,0.4630,3.1725,-1.2387,-0.4213,1.1546,0.4033,0.0049,-0.1894,0.7600
-0.6885,-1.2578,-0.1771,-0.6186,0.4630,-0.3025,-1.2387,-0.4213,0.7427,-0.6621,-0.1360,-0.6653,-0.6550
-0.4588,-1.2578,-1.8634,0.6546,0.4630,-0.8817,-1.2387,-0.4213,-1.2235,1.4701,-0.1712,0.8668,-0.4349
-0.6163,-1.2578,-0.1771,-0.2184,0.4630,-0.3025,-1.2387,-0.4213,-0.2685,0.9374,-0.1007,-0.4371,0.7600
-0.4325,0.7367,-0.1771,-0.6549,0.4630,-0.3025,0.5732,-0.4213,-1.1099,-0.6621,-0.0538,-0.8283,-0.5764
0.0467,2.0664,-0.1771,-0.5458,0.4630,-0.3025,2.0226,0.3033,1.0421,-0.6621,-0.1007,-0.6979,-0.1834
1.8784,0.0719,-0.1771,1.9641,0.4630,-0.3025,0.2108,-0.4213,-0.5637,-0.6621,-0.0068,1.1927,1.5461
-0.3143,0.4043,-0.1771,-0.5094,-2.1600,-0.3025,0.5732,-0.4213,-1.1258,0.9374,-0.1829,-0.6979,-0.0261
0.6914,1.0692,-0.1771,0.0726,0.4630,-0.3025,0.9355,1.1069,0.1278,0.4033,-0.0185,-0.3719,-0.3406
0.6310,0.7367,-0.1771,0.1453,0.4630,-0.3025,0.9355,-0.4213,-0.0030,0.4033,-0.1007,1.2579,1.5461
-0.5113,-0.5930,-0.1771,-0.5094,0.4630,-0.3025,-0.5139,-0.4213,-0.4326,0.9374,0.0049,-0.8283,-0.0261
-0.6557,-1.2578,-0.1771,-0.4367,0.4630,-0.3025,-1.2387,-0.4213,0.2978,0.4033,0.0167,-0.4371,-0.0261
-0.5244,-1.2578,-0.1771,0.2908,0.4630,-0.3025,-1.2387,-0.4213,1.4209,-0.1294,-0.0772,0.0192,-0.0261
0.2503,1.7340,-0.1771,-0.2184,0.4630,-0.3025,1.6603,0.3691,0.0167,-0.1294,0.0754,-0.3719,-0.1834
0.6179,2.7313,-0.1771,-0.3639,-2.1600,-0.3025,2.7474,0.6326,-0.3209,-0.1294,0.0049,-0.5675,-0.0669
-0.1699,0.7367,-0.1771,-0.4367,0.4630,-0.3025,0.9355,-0.4213,0.2047,-0.1294,-0.0538,-0.6327,-0.6550
1.0249,1.4016,-0.1771,0.1453,0.4630,-0.3025,1.2979,1.5548,-0.3750,1.4701,-0.2299,0.0844,-0.7336
-0.2487,-0.9254,-0.1771,0.1453,0.4630,-0.3025,-0.8763,-0.4213,-0.1505,0.4033,-0.0185,0.7364,-0.4978
-0.6426,-1.2578,-1.8634,-0.3639,0.4630,-0.8817,-1.2387,-0.4213,-0.5618,0.9374,-0.1360,0.0844,-0.4192
0.1058,0.0719,-0.1771,-0.0002,0.4630,-0.3025,0.2108,-0.4213,-0.0012,0.4033,-0.1125,-0.0459,-0.1834
-0.4719,-0.5930,-0.1771,-0.5822,0.4630,-0.3025,-0.8763,-0.4213,-0.8054,-0.6621,0.0754,0.2148,1.2316
-0.5769,-1.2578,-0.1771,-0.0002,0.4630,-0.3025,-1.2387,-0.4213,-0.7680,-0.1294,-0.1007,-0.3067,2.3322
0.1255,0.0719,-0.1771,0.1453,0.4630,-0.3025,-0.1516,0.7644,-0.5429,0.4033,-0.0772,-0.0459,-0.1834
-0.1568,-0.5930,-0.1771,0.1453,0.4630,-0.3025,-0.5139,-0.4213,0.1691,-0.1294,-0.0890,0.1496,0.4455
-0.2487,1.4016,-0.1771,-0.5822,0.4630,-0.3025,1.2979,0.1057,-0.1677,-0.6621,-0.0068,-0.8283,-0.3406
-0.6426,-0.9254,-0.1771,-0.6549,0.4630,-0.3025,-0.8763,-0.4213,-0.8600,0.9374,-0.0538,-0.6979,-0.4192
-0.5507,0.7367,-0.1771,-0.8004,0.4630,-0.3025,0.9355,-0.4213,-1.0089,0.9374,-0.0420,-0.8609,-0.7022
-0.1699,0.4043,-0.1771,-0.6549,0.4630,-0.3025,0.5732,-0.4213,-0.1858,-0.1294,-0.1829,-0.4371,-0.6865
1.5370,0.4043,-0.1771,1.2366,-2.1600,-0.3025,0.5732,-0.4213,-0.2046,1.4701,0.0167,1.5187,-0.0261
-0.6820,-1.2578,-0.1771,-0.5822,0.4630,-0.3025,-1.2387,-0.4213,0.3394,0.9374,-0.1125,-0.2415,-0.5607
-0.3800,-0.2605,-0.1771,-0.4367,0.4630,-0.3025,-0.1516,-0.4213,-1.1964,0.4033,-0.0303,-0.4371,0.8857
0.4866,1.4016,-0.1771,-0.0729,0.4630,-0.3025,1.6603,-0.4213,-0.5035,-0.6621,-0.1007,-0.1763,0.7600
-0.3800,-0.2605,-0.1771,-0.4367,0.4630,-0.3025,-0.1516,-0.4213,-0.8404,0.4033,-0.1242,-0.5675,0.4455
-0.2973,0.4043,-0.1771,-0.4367,0.4630,-0.3025,0.5732,-0.4213,-0.4475,0.9374,-0.2064,-0.5023,-0.5764
-0.4325,-0.2605,-0.1771,-0.5094,-2.1600,-0.3025,-0.1516,-0.4213,-0.9340,0.9374,-0.1594,-0.3719,2.0177
-0.6623,-0.5930,1.5093,-0.6913,0.4630,1.4350,-0.8763,-0.4213,-0.4655,-1.1948,-0.0655,-0.7957,-0.0261
0.8280,0.7367,-0.1771,0.5091,0.4630,-0.3025,0.9355,-0.4213,-0.3529,-1.1948,0.0167,-0.0459,7.0488
-0.1896,0.0719,-0.1771,-0.3276,0.4630,-0.3025,0.2108,-0.4213,1.2560,-0.1294,0.0284,-0.5023,-0.6550
-0.5113,-0.2605,-0.1771,-0.6186,0.4630,-0.3025,-0.1516,-0.4213,0.2656,-0.1294,-0.0303,-0.7631,-0.3406
-0.5375,-0.2605,-0.1771,-0.6549,0.4630,-0.3025,-0.1516,-0.4213,-1.0821,-0.6621,0.1458,-0.8283,-0.7179
1.1431,0.4043,-0.1771,0.8001,0.4630,-0.3025,0.5732,-0.4213,-0.4272,0.9374,-0.0538,1.5187,-0.4192
0.5260,2.3989,-0.1771,-0.3639,0.4630,-0.3025,2.3850,0.7644,-0.2213,0.4033,-0.1477,-0.3067,-0.6550
-0.5638,-0.5930,-0.1771,-0.6186,-2.1600,-0.3025,-0.5139,-0.4213,-0.3700,-0.1294,0.0049,-0.6327,-0.1834
0.2371,0.0719,-0.1771,0.1453,0.4630,-0.3025,0.2108,-0.4213,0.9781,0.4033,-0.0068,-0.1111,-0.0261
-0.4850,-0.9254,-0.1771,-0.2184,-2.1600,-0.3025,-0.8763,-0.4213,0.5103,0.9374,-0.0068,0.0192,0.4455
-0.5704,-0.2605,-0.1771,-0.7277,-2.1600,-0.3025,-0.1516,-0.4213,-0.4629,0.9374,-0.0772,-0.8413,-0.6865
3.1914,0.0719,-1.8634,3.4192,0.4630,-0.8817,0.2108,-0.4213,-1.0052,0.9374,-0.0772,4.1265,1.0744
-0.5769,-0.9254,-0.1771,-0.3639,0.4630,-0.3025,-0.8763,-0.4213,-0.0208,-1.1948,0.0989,0.0192,-0.0261
-0.4916,1.7340,-0.1771,-0.7277,0.4630,-0.3025,1.2979,-0.1578,-0.2950,0.9374,0.0402,-0.7305,-0.5764
-0.6820,-0.9254,-0.1771,-0.5822,-2.1600,-0.3025,-1.2387,-0.4213,-0.4063,-0.1294,-0.1712,-0.3719,-0.6550
-0.5769,-0.5930,-0.1771,-0.5822,-2.1600,-0.3025,-0.5139,-0.4213,-1.0237,-0.6621,0.0871,-0.6327,-0.6865
-0.5073,-0.2605,-0.1771,-0.5822,0.4630,-0.3025,-0.1516,-0.4213,-0.6117,0.4033,-0.1477,-0.6327,-0.6865
-0.6505,-0.2605,-0.1771,-0.7568,0.4630,-0.3025,-0.1516,-0.4213,0.0615,-3.8611,0.0049,-0.8935,0.7600
0.3028,-0.2605,-0.1771,0.5091,0.4630,-0.3025,-0.1516,-0.4213,-0.7801,1.4701,0.0519,0.4756,0.6027
-0.6872,-1.2578,-0.1771,-0.6113,-2.1600,-0.3025,-1.2387,-0.4213,-0.9873,-0.1294,-0.1477,-0.7892,-0.4978
-0.4194,-1.2578,-0.1771,0.8729,0.4630,-0.3025,-1.2387,-0.4213,-0.3678,0.9374,-0.0655,0.5408,-0.6550
0.1190,0.4043,-0.1771,-0.1457,0.4630,-0.3025,0.5732,-0.4213,1.6158,-2.2616,-0.0538,-0.1111,-0.4192
0.7492,1.0692,-0.1771,0.2181,0.4630,-0.3025,1.2979,-0.4213,-0.1623,-0.6621,-0.1007,0.2148,-0.1834
-0.0780,-0.2605,-0.1771,-0.0365,0.4630,-0.3025,-0.1516,-0.4213,-0.7986,-1.3221,-0.0068,-0.0535,-0.0669
-0.1568,-0.5930,-0.1771,0.1453,0.4630,-0.3025,-0.5139,-0.4213,-0.1057,-0.1294,0.0519,0.5408,-0.6550
-0.0255,-0.5930,-0.1771,0.3636,0.4630,-0.3025,-0.5139,-0.4213,1.6723,-1.3221,-0.4764,-0.0535,-0.0669
-0.3406,1.7340,-0.1771,-0.6913,0.4630,-0.3025,1.6603,-0.0590,-0.7980,0.9374,-0.1360,-0.7631,-0.6393
0.2371,-0.5930,-0.1771,0.8729,-2.1600,-0.3025,-0.5139,-0.4213,-1.0975,1.4701,-0.1594,0.9972,-0.4978
-0.4325,-0.2605,-0.1771,-0.5094,0.4630,-0.3025,-0.1516,-0.4213,-0.1425,1.4701,0.0049,-0.3719,-0.4978
-0.3931,0.4043,-0.1771,-0.3639,0.4630,-0.3025,0.5732,-0.4213,-0.3669,-1.7289,0.1576,-0.4371,-0.4978
1.2481,-0.2605,-0.1771,1.8186,0.4630,-0.3025,-0.1516,-0.4213,1.3925,0.9374,-0.0420,2.6922,0.4455
-0.5362,-0.2605,-0.1771,-0.6549,0.4630,-0.3025,-0.1516,-0.4213,-0.3664,0.9374,-0.0303,-0.6979,-0.6236
-0.2749,-0.5930,-0.1771,-0.0729,0.4630,-0.3025,-0.5139,-0.4213,-0.4229,-1.1948,-0.1125,-0.2415,-0.1834
-0.4719,-0.5930,-0.1771,-0.4367,-2.1600,-0.3025,-0.5139,-0.4213,-0.7783,1.4701,-0.1477,-0.5023,-0.6550
-0.6032,-1.2578,-1.8634,-0.1457,0.4630,-0.8817,-1.2387,-0.4213,-1.0402,0.9374,-0.0772,0.3452,-0.4978
-0.3668,-0.2605,-0.1771,-0.4367,0.4630,-0.3025,-0.1516,-0.4213,-0.6282,-0.1294,-0.1125,-0.6979,-0.0261
-0.0255,2.0664,-0.1771,-0.5822,0.4630,-0.3025,2.0226,0.2374,0.5509,-0.6621,-0.0303,-0.7631,-0.4978
-0.4981,0.4043,-0.1771,-0.6549,0.4630,-0.3025,0.5732,-0.4213,-0.4414,-1.3221,0.1458,-0.8283,-0.4978
-0.6294,-1.2578,3.1957,-0.2912,-2.1600,4.0413,-1.2387,-0.4213,-0.3473,-1.1948,-0.0655,-0.5023,-0.4978
0.4078,-0.2605,-0.1771,0.6546,0.4630,-0.3025,-0.1516,-0.4213,1.4855,0.9374,0.0519,0.7364,1.5461
-0.5507,-1.2578,3.1957,0.1453,0.4630,4.0413,-1.2387,-0.4213,1.8981,-0.1294,-0.1947,-0.1111,-0.5764
-0.4981,-0.5930,-0.1771,-0.4367,-2.1600,-0.3025,-0.5139,-0.4213,0.3646,0.4033,-0.1829,-0.1111,-0.4978
-0.5375,-0.2605,-0.1771,-0.6549,0.4630,-0.3025,-0.1516,-0.4213,-0.4771,0.9374,-0.1125,-0.6979,-0.6550
-0.3603,1.4016,-0.1771,-0.6913,0.4630,-0.3025,1.2979,-0.0261,-0.3455,-1.1948,-0.0772,-0.7957,-0.4978
-0.6885,-0.5930,-0.1771,-0.8368,-2.1600,-0.3025,-0.5139,-0.4213,-0.6449,-0.1294,-0.1360,-0.8283,-0.7336
-0.3865,0.0719,-0.1771,-0.5458,0.4630,-0.3025,0.2108,-0.4213,-0.5508,0.4033,-0.2181,-0.4697,-0.4978
0.9068,0.4043,-0.1771,0.8001,-2.1600,-0.3025,0.5732,-0.4213,-1.0189,1.4701,-0.1829,0.4104,-0.0261
-0.6294,-0.5930,-0.1771,-0.7277,0.4630,-0.3025,-0.5139,-0.4213,0.4409,-0.1294,-0.1477,-0.7631,-0.7022
-0.3668,-0.2605,1.5093,-0.3639,0.4630,1.4350,-0.5139,0.2493,2.2559,-0.6621,0.2280,-0.5349,-0.4978
1.3663,0.7367,-0.1771,0.7274,0.4630,-0.3025,0.9355,-0.4213,0.1040,-0.6621,-0.0538,0.1496,-0.0261
2.4036,0.4043,-0.1771,1.9641,0.4630,-0.3025,0.5732,-0.4213,-0.7748,-0.1294,0.0754,0.8668,0.4455
-0.7082,-1.2578,-0.1771,-0.7277,0.4630,-0.3025,-1.2387,-0.4213,-0.6246,-0.1294,-0.1712,-0.6979,-0.6865
-0.5113,-0.5930,-0.1771,-0.3639,-2.1600,-0.3025,-0.5139,-0.4213,0.2736,-0.6621,-0.1477,-0.4371,-0.4978
-0.5178,0.0719,-0.1771,-0.6913,0.4630,-0.3025,0.2108,-0.4213,0.0487,-0.6621,-0.0303,-0.8283,-0.6865
-0.5507,-0.5930,-0.1771,-0.5822,0.4630,-0.3025,-0.5139,-0.4213,1.8457,0.9374,-0.2299,-0.6327,-0.4978
-0.4588,-1.2578,3.1957,0.6546,-2.1600,6.6476,-1.2387,-0.4213,-0.5318,0.4033,-0.1477,1.3883,-0.0261
0.2371,-0.5930,-0.1771,0.8729,0.4630,-0.3025,-0.5139,-0.4213,-0.1943,0.4033,-0.2299,1.3231,0.2883
0.3028,0.0719,-0.1771,0.5091,0.4630,-0.3025,-0.1516,-0.4213,0.4422,-0.1294,0.1223,2.6922,-0.0261
-0.6557,-0.9254,-0.1771,-0.7277,0.4630,-0.3025,-0.8763,-0.4213,1.6964,-0.1294,-0.1829,-0.7631,-0.6550
0.7098,2.0664,-0.1771,-0.1457,0.4630,-0.3025,2.0226,0.7644,-0.4181,-1.3221,0.0167,-0.0535,-0.0669
-0.6820,-1.2578,-1.8634,-0.5822,-2.1600,-0.8817,-1.2387,-0.4213,-0.1746,0.4033,-0.1712,-0.5023,-0.5764
0.1715,-0.2605,-0.1771,0.5091,-2.1600,-0.3025,-0.1516,-0.4213,0.8916,-0.6621,-0.1360,1.9751,-0.3406
0.4341,0.0719,-0.1771,0.3636,-2.1600,-0.3025,0.2108,-0.4213,-0.5473,-0.6621,-0.0538,0.0844,-0.0261
-0.6163,-1.2578,-0.1771,-0.2184,0.4630,-0.3025,-1.2387,-0.4213,-0.2116,0.4033,-0.0655,0.7364,-0.0261
2.2066,1.4016,-0.1771,0.8729,0.4630,-0.3025,1.6603,-0.4213,-0.0621,-0.1294,0.0049,0.5408,0.7600
0.3750,1.4016,-0.1771,-0.2184,0.4630,-0.3025,1.6603,-0.4213,-1.1847,-0.1294,-0.0890,-0.3719,-0.6550
0.3028,0.7367,-0.1771,-0.0729,-2.1600,-0.3025,0.9355,-0.4213,-0.8853,0.9374,-0.1007,0.0844,0.1311
0.1058,0.0719,-0.1771,-0.0002,0.4630,-0.3025,0.2108,-0.4213,-0.3598,-0.6621,-0.1125,-0.1111,-0.0669
0.0927,0.4043,-0.1771,-0.0729,0.4630,-0.3025,0.5732,-0.4213,4.3370,0.4033,0.1106,-0.2415,-0.1834
-0.4325,-0.5930,-0.1771,-0.3639,0.4630,-0.3025,-0.5139,-0.4213,-0.5295,0.9374,-0.0185,-0.4371,-0.4978
-0.3049,0.7367,-0.1771,-0.5822,-2.1600,-0.3025,0.9355,-0.4213,-0.3049,0.9374,-0.0420,-0.4045,-0.4978
-0.3078,1.7340,-0.1771,-0.6549,-2.1600,-0.3025,1.6603,-0.0261,-1.0901,-0.1294,-0.1360,-0.5675,-0.4978
-0.3143,-0.5930,-0.1771,-0.1457,0.4630,-0.3025,-0.5139,-0.4213,-0.9222,0.9374,-0.0890,-0.0459,-0.3406
-0.7148,-1.2578,-0.1771,-0.7641,0.4630,-0.3025,-1.2387,-0.4213,-0.9402,0.4033,-0.1360,-0.3719,-0.6550
-0.4850,-0.5930,-0.1771,-0.3639,0.4630,-0.3025,-0.5139,-0.4213,-0.1347,0.4033,-0.0772,0.4756,-0.3406
0.6704,1.4016,-0.1771,-0.0729,0.4630,-0.3025,1.2979,1.1596,-0.4347,0.4033,-0.0185,-0.3067,-0.6550
-0.6951,-1.2578,3.1957,-0.6549,0.4630,4.0413,-1.2387,-0.4213,-0.4531,-0.6621,-0.0068,-0.8283,-0.6550
-0.6032,-0.5930,-0.1771,-0.6913,0.4630,-0.3025,-0.5139,-0.4213,0.0524,0.4033,-0.1477,-0.7631,-0.6865
-0.2749,0.7367,-0.1771,-0.5094,-2.1600,-0.3025,0.9355,-0.4213,0.0333,-1.1948,0.0636,-0.4371,-0.4978
3.7691,0.7367,-0.1771,2.8372,0.4630,-0.3025,0.5732,5.1117,1.5118,-1.1948,0.0284,1.9099,-0.4192
0.1715,0.7367,-0.1771,-0.2184,0.4630,-0.3025,0.9355,-0.4213,0.1279,-0.6621,0.0871,-0.4371,-0.4978
-0.5638,-0.9254,-0.1771,-0.5094,0.4630,-0.3025,-1.2387,0.6516,-0.2281,0.4033,-0.0772,-0.4371,-0.4978
-0.5507,-0.5930,-0.1771,-0.5822,0.4630,-0.3025,-0.5139,-0.4213,0.8025,-0.1294,-0.0185,-0.1111,-0.0261
-0.6951,-1.2578,3.1957,-0.6549,-2.1600,6.6476,-1.2387,-0.4213,-0.3577,-0.6621,-0.0420,-0.7631,-0.5764
-0.1962,0.7367,-0.1771,-0.5094,0.4630,-0.3025,0.9355,-0.4213,-0.4142,0.9374,0.0167,-0.8283,-0.3406
-0.3078,2.0664,-0.1771,-0.6913,0.4630,-0.3025,2.0226,-0.0919,0.4465,-0.1294,0.1223,-0.7631,-0.5293
8.5747,1.0692,-0.1771,6.3293,0.4630,-0.3025,1.2979,-0.4213,-0.2268,0.4033,-0.1477,3.4745,0.7600
-0.3143,0.4043,-0.1771,-0.5094,-2.1600,-0.3025,0.5732,-0.4213,-1.1056,0.9374,-0.1829,-0.6979,-0.6865
1.7471,1.7340,-0.1771,0.5818,0.4630,-0.3025,1.6603,1.8183,-0.3750,-0.6621,-0.1007,0.2800,-0.0261
-0.4588,-1.2578,-0.1771,0.6546,-2.1600,-0.3025,-1.2387,-0.4213,-0.0208,0.9374,-0.1360,1.1927,1.2316
-0.3275,0.7367,-0.1771,-0.5822,0.4630,-0.3025,0.9355,-0.4213,2.5258,-0.6621,-0.0185,-0.7631,-0.5921
-0.6426,-0.9254,-0.1771,-0.6549,0.4630,-0.3025,-0.8763,-0.4213,0.3919,-0.1294,-0.1712,-0.7631,-0.7179
1.0249,1.4016,-0.1771,0.1453,0.4630,-0.3025,1.2979,1.5548,-0.3558,1.4701,-0.2299,0.0844,-0.7336
0.6704,-0.5930,-0.1771,2.6917,0.4630,-0.3025,-0.8763,2.2135,-1.1609,-0.1294,0.2045,1.7143,-0.0261
-0.6820,-1.2578,3.1957,-0.5822,0.4630,2.3038,-1.2387,-0.4213,1.4787,-0.1294,0.1106,-0.6979,-0.4978
-0.6820,-1.2578,-1.8634,-0.5822,0.4630,-0.8817,-1.2387,-0.4213,0.6167,0.4033,-0.0655,-0.7631,-0.6550
1.2810,2.0664,-0.1771,0.3636,0.4630,-0.3025,2.0226,0.8302,-1.0482,-0.6621,0.1223,0.4756,-0.6236
0.6179,2.7313,-0.1771,-0.3639,-2.1600,-0.3025,2.7474,0.6326,-0.3000,-0.1294,0.0049,-0.5675,-0.0669
-0.4850,-0.2605,-0.1771,-0.5822,0.4630,-0.3025,-0.1516,-0.4213,-0.7488,0.9374,0.1458,-0.7305,-0.4978
-0.4850,-1.2578,-0.1771,0.5091,0.4630,-0.3025,-1.2387,-0.4213,-0.6356,0.9374,-0.1594,2.8226,0.7600
-0.5901,-0.9254,-0.1771,-0.5094,-2.1600,-0.3025,-0.8763,-0.4213,-0.5791,0.4033,-0.2299,-0.7631,-0.6550
-0.4850,-1.2578,-0.1771,0.5091,0.4630,-0.3025,-1.2387,-0.4213,-0.3542,-2.7943,0.1341,-0.0459,0.7600
0.4603,0.0719,-0.1771,0.5091,0.4630,-0.3025,-0.1516,1.9500,-0.3732,-2.2616,0.2280,0.0844,-0.5450
-0.6820,-1.2578,-0.1771,-0.5822,-2.1600,-0.3025,-1.2387,-0.4213,-1.0470,0.4033,0.0167,-0.5675,-0.6550
-0.6426,-0.9254,-0.1771,-0.6549,0.4630,-0.3025,-0.8763,-0.4213,-0.8411,0.9374,-0.0420,-0.6979,-0.4192
-0.1962,1.4016,-0.1771,-0.5458,-2.1600,-0.3025,1.2979,0.1715,-0.2053,-1.7289,-0.0420,-0.6327,-0.5764
-0.3537,0.4043,-0.1771,-0.5822,0.4630,-0.3025,0.5732,-0.4213,-0.8976,-0.6621,-0.1594,-0.6653,-0.7336
-0.1962,0.4043,-0.1771,-0.4367,0.4630,-0.3025,0.5732,-0.4213,-0.5232,-0.6621,0.1106,-0.5023,-0.1834
-0.2408,0.7367,-0.1771,-0.5458,0.4630,-0.3025,0.9355,-0.4213,0.2263,0.4033,-0.1242,-0.6327,-0.0669
0.3028,-0.2605,-0.1771,0.5091,0.4630,-0.3025,-0.5139,2.1897,-0.6719,0.4033,-0.0185,2.3010,0.4455
0.5654,0.4043,-0.1771,0.3636,0.4630,-0.3025,0.2108,0.8961,-0.3344,-1.3221,-0.1477,-0.0535,-0.0669
-0.6820,-1.2578,3.1957,-0.5822,-2.1600,4.0413,-1.2387,-0.4213,0.3757,-0.1294,-0.0890,-0.6327,-0.5764
0.1715,0.7367,-0.1771,-0.1457,0.4630,-0.3025,0.9355,-0.4213,-0.3719,1.4701,-0.2064,0.0844,-0.7101
-0.3537,-1.2578,-0.1771,1.2366,0.4630,-0.3025,-1.2387,-0.4213,-0.0725,-0.1294,0.1106,0.5408,-0.5293
