projectId,status,updateTime,rate,guaranteeRate,prepareRate,referenceLevel
10000010000001234,9,2015-04-05 18:06:44,69.0,71.0,49.0,1
10000010000001235,9,2015-05-07 18:06:44,35.0,75.0,55.0,0
10000010000001236,10,2015-05-15 18:06:44,96.0,38.0,26.0,1
10000010000001237,10,2015-06-06 18:06:44,33.0,5.0,5.0,2
10000010000001238,10,2015-05-09 18:06:44,98.0,12.0,89.0,0
10000010000001239,10,2015-06-07 18:06:44,80.0,91.0,28.0,1
10000010000001240,9,2015-03-16 18:06:44,60.0,9.0,79.0,0
10000010000001241,9,2015-05-08 18:06:44,92.0,87.0,17.0,1
10000010000001242,9,2015-06-06 18:06:44,48.0,37.0,27.0,0
10000010000001243,10,2015-03-20 18:06:44,97.0,6.0,45.0,2
10000010000001244,9,2015-03-22 18:06:44,54.0,11.0,13.0,0
10000010000001245,9,2015-05-26 18:06:44,83.0,52.0,91.0,2
10000010000001246,10,2015-04-12 18:06:44,43.0,32.0,98.0,0
10000010000001247,10,2015-06-09 18:06:44,43.0,3.0,43.0,0
10000010000001248,10,2015-03-26 18:06:44,64.0,75.0,21.0,0
10000010000001249,10,2015-04-20 18:06:44,6.0,0.0,61.0,1
10000010000001250,10,2015-05-07 18:06:44,48.0,84.0,81.0,2
10000010000001251,10,2015-05-05 18:06:44,13.0,96.0,1.0,1
10000010000001252,10,2015-06-06 18:06:44,8.0,54.0,37.0,1
10000010000001253,10,2015-04-22 18:06:44,9.0,26.0,93.0,2
10000010000001254,9,2015-03-18 18:06:44,95.0,24.0,4.0,1
10000010000001255,9,2015-03-17 18:06:44,43.0,23.0,31.0,1
10000010000001256,10,2015-05-17 18:06:44,73.0,16.0,72.0,1
10000010000001257,10,2015-04-24 18:06:44,78.0,38.0,41.0,0
10000010000001258,10,2015-03-31 18:06:44,6.0,87.0,99.0,2
10000010000001259,9,2015-04-30 18:06:44,11.0,58.0,7.0,0
10000010000001260,10,2015-04-16 18:06:44,35.0,39.0,30.0,0
10000010000001261,10,2015-03-27 18:06:44,89.0,66.0,43.0,1
10000010000001262,9,2015-05-25 18:06:44,43.0,74.0,12.0,1
10000010000001263,10,2015-04-22 18:06:44,37.0,0.0,75.0,2
10000010000001264,9,2015-04-02 18:06:44,84.0,64.0,94.0,2
10000010000001265,9,2015-03-16 18:06:44,20.0,59.0,97.0,0
10000010000001266,10,2015-04-18 18:06:44,7.0,97.0,5.0,1
10000010000001267,10,2015-05-08 18:06:44,37.0,28.0,69.0,1
10000010000001268,10,2015-06-03 18:06:44,95.0,53.0,51.0,2
10000010000001269,10,2015-04-29 18:06:44,48.0,70.0,58.0,2
10000010000001270,10,2015-04-20 18:06:44,99.0,52.0,46.0,1
10000010000001271,10,2015-04-19 18:06:44,26.0,85.0,6.0,0
10000010000001272,10,2015-04-26 18:06:44,5.0,35.0,87.0,1
10000010000001273,9,2015-04-26 18:06:44,20.0,32.0,84.0,0
10000010000001274,9,2015-04-19 18:06:44,57.0,75.0,32.0,1
10000010000001275,10,2015-04-23 18:06:44,56.0,97.0,8.0,0
10000010000001276,9,2015-04-25 18:06:44,17.0,71.0,41.0,2
10000010000001277,10,2015-03-22 18:06:44,75.0,65.0,12.0,2
10000010000001278,10,2015-03-22 18:06:44,96.0,76.0,31.0,2
10000010000001279,10,2015-05-20 18:06:44,8.0,45.0,5.0,1
10000010000001280,10,2015-05-17 18:06:44,69.0,84.0,49.0,2
10000010000001281,9,2015-05-29 18:06:44,89.0,37.0,30.0,0
10000010000001282,10,2015-03-25 18:06:44,41.0,59.0,85.0,2
10000010000001283,9,2015-05-15 18:06:44,90.0,8.0,85.0,2
10000010000001284,9,2015-05-02 18:06:44,69.0,1.0,15.0,0
10000010000001285,9,2015-06-01 18:06:44,16.0,49.0,36.0,1
10000010000001286,10,2015-05-24 18:06:44,37.0,58.0,86.0,1
10000010000001287,10,2015-04-03 18:06:44,7.0,22.0,23.0,1
10000010000001288,9,2015-03-19 18:06:44,84.0,41.0,1.0,2
10000010000001289,9,2015-06-09 18:06:44,90.0,65.0,40.0,2
10000010000001290,9,2015-04-27 18:06:44,42.0,85.0,34.0,2
10000010000001291,10,2015-04-28 18:06:44,51.0,4.0,49.0,2
10000010000001292,10,2015-06-02 18:06:44,50.0,79.0,96.0,0
10000010000001293,10,2015-03-31 18:06:44,31.0,75.0,85.0,0
10000010000001294,9,2015-04-25 18:06:44,61.0,52.0,25.0,0
10000010000001295,10,2015-04-25 18:06:44,62.0,67.0,19.0,1
10000010000001296,10,2015-03-22 18:06:44,49.0,71.0,63.0,1
10000010000001297,9,2015-05-24 18:06:44,7.0,85.0,35.0,2
10000010000001298,10,2015-04-13 18:06:44,29.0,78.0,99.0,1
10000010000001299,10,2015-05-01 18:06:44,6.0,98.0,45.0,1
10000010000001300,9,2015-05-01 18:06:44,65.0,43.0,66.0,0
10000010000001301,9,2015-05-25 18:06:44,22.0,57.0,61.0,2
10000010000001302,9,2015-04-11 18:06:44,7.0,73.0,88.0,0
10000010000001303,9,2015-03-14 18:06:44,8.0,4.0,13.0,0
10000010000001304,9,2015-05-16 18:06:44,61.0,48.0,56.0,0
10000010000001305,9,2015-04-29 18:06:44,25.0,85.0,29.0,1
10000010000001306,9,2015-04-13 18:06:44,87.0,1.0,80.0,2
10000010000001307,10,2015-04-09 18:06:44,11.0,71.0,10.0,2
10000010000001308,9,2015-04-21 18:06:44,7.0,37.0,99.0,1
10000010000001309,10,2015-05-28 18:06:44,92.0,11.0,97.0,2
10000010000001310,10,2015-04-17 18:06:44,64.0,20.0,51.0,1
10000010000001311,9,2015-04-02 18:06:44,14.0,49.0,57.0,0
10000010000001312,10,2015-03-29 18:06:44,28.0,8.0,17.0,1
10000010000001313,9,2015-05-11 18:06:44,69.0,62.0,34.0,1
10000010000001314,9,2015-05-30 18:06:44,7.0,81.0,8.0,2
10000010000001315,10,2015-03-21 18:06:44,99.0,100.0,84.0,1
10000010000001316,9,2015-04-23 18:06:44,6.0,83.0,97.0,0
10000010000001317,9,2015-04-03 18:06:44,49.0,9.0,57.0,1
10000010000001318,10,2015-04-03 18:06:44,15.0,82.0,90.0,1
10000010000001319,9,2015-05-25 18:06:44,79.0,80.0,89.0,2
10000010000001320,9,2015-06-02 18:06:44,68.0,15.0,24.0,2
10000010000001321,9,2015-03-12 18:06:44,34.0,6.0,95.0,1
10000010000001322,9,2015-05-20 18:06:44,27.0,24.0,38.0,2
10000010000001323,10,2015-06-01 18:06:44,19.0,79.0,61.0,0
10000010000001324,10,2015-03-14 18:06:44,98.0,64.0,29.0,1
10000010000001325,9,2015-05-08 18:06:44,76.0,16.0,77.0,1
10000010000001326,9,2015-06-07 18:06:44,49.0,45.0,90.0,0
10000010000001327,10,2015-05-10 18:06:44,46.0,13.0,32.0,2
10000010000001328,10,2015-05-17 18:06:44,19.0,29.0,99.0,0
10000010000001329,10,2015-04-26 18:06:44,23.0,41.0,54.0,2
10000010000001330,9,2015-06-02 18:06:44,62.0,29.0,68.0,0
10000010000001331,10,2015-04-21 18:06:44,62.0,81.0,85.0,0
10000010000001332,9,2015-05-06 18:06:44,74.0,19.0,22.0,1
10000010000001333,9,2015-05-11 18:06:44,42.0,55.0,10.0,2
10000010000001334,10,2015-06-05 18:06:44,84.0,6.0,37.0,0
10000010000001335,9,2015-05-31 18:06:44,63.0,24.0,53.0,0
10000010000001336,10,2015-05-31 18:06:44,40.0,44.0,100.0,2
10000010000001337,9,2015-05-23 18:06:44,68.0,79.0,59.0,1
10000010000001338,9,2015-05-21 18:06:44,65.0,23.0,74.0,1
10000010000001339,9,2015-05-08 18:06:44,81.0,79.0,38.0,0
10000010000001340,9,2015-03-29 18:06:44,41.0,45.0,51.0,1
10000010000001341,9,2015-04-20 18:06:44,49.0,91.0,82.0,1
10000010000001342,10,2015-04-08 18:06:44,95.0,58.0,6.0,2
10000010000001343,9,2015-05-20 18:06:44,60.0,42.0,38.0,0
10000010000001344,10,2015-05-24 18:06:44,10.0,45.0,38.0,2
10000010000001345,9,2015-04-24 18:06:44,86.0,27.0,44.0,1
10000010000001346,9,2015-03-18 18:06:44,59.0,86.0,68.0,0
10000010000001347,9,2015-05-28 18:06:44,72.0,50.0,0.0,0
10000010000001348,9,2015-06-08 18:06:44,25.0,42.0,52.0,0
10000010000001349,9,2015-04-18 18:06:44,81.0,17.0,85.0,2
10000010000001350,10,2015-04-04 18:06:44,24.0,65.0,11.0,0
10000010000001351,10,2015-06-09 18:06:44,21.0,81.0,21.0,2
10000010000001352,9,2015-04-21 18:06:44,55.0,66.0,76.0,0
10000010000001353,10,2015-05-01 18:06:44,17.0,54.0,91.0,0
10000010000001354,9,2015-03-20 18:06:44,4.0,93.0,27.0,1
10000010000001355,10,2015-05-27 18:06:44,13.0,99.0,29.0,0
10000010000001356,10,2015-04-19 18:06:44,33.0,86.0,81.0,0
10000010000001357,9,2015-04-16 18:06:44,64.0,46.0,77.0,2
10000010000001358,10,2015-04-17 18:06:44,68.0,36.0,56.0,0
10000010000001359,9,2015-03-16 18:06:44,8.0,36.0,0.0,0
10000010000001360,9,2015-04-19 18:06:44,12.0,99.0,19.0,0
10000010000001361,9,2015-05-21 18:06:44,22.0,43.0,93.0,2
10000010000001362,10,2015-04-22 18:06:44,9.0,68.0,37.0,0
10000010000001363,10,2015-03-29 18:06:44,90.0,29.0,88.0,0
10000010000001364,9,2015-04-19 18:06:44,46.0,80.0,65.0,1
10000010000001365,10,2015-04-01 18:06:44,97.0,59.0,56.0,2
10000010000001366,10,2015-05-11 18:06:44,0.0,94.0,36.0,2
10000010000001367,10,2015-05-29 18:06:44,4.0,11.0,57.0,1
10000010000001368,9,2015-06-03 18:06:44,68.0,16.0,66.0,2
10000010000001369,9,2015-05-27 18:06:44,66.0,3.0,81.0,2
10000010000001370,9,2015-05-04 18:06:44,27.0,33.0,76.0,1
10000010000001371,9,2015-03-18 18:06:44,64.0,46.0,91.0,2
10000010000001372,9,2015-04-21 18:06:44,10.0,17.0,13.0,2
10000010000001373,9,2015-03-15 18:06:44,36.0,32.0,25.0,2
10000010000001374,9,2015-05-12 18:06:44,22.0,45.0,69.0,1
10000010000001375,9,2015-04-01 18:06:44,64.0,89.0,60.0,2
10000010000001376,9,2015-03-21 18:06:44,23.0,8.0,40.0,2
10000010000001377,9,2015-04-14 18:06:44,68.0,84.0,90.0,1
10000010000001378,10,2015-03-25 18:06:44,7.0,89.0,10.0,1
10000010000001379,10,2015-05-31 18:06:44,70.0,76.0,19.0,0
10000010000001380,10,2015-04-17 18:06:44,90.0,28.0,93.0,0
10000010000001381,9,2015-03-12 18:06:44,90.0,32.0,55.0,0
10000010000001382,9,2015-05-25 18:06:44,37.0,51.0,71.0,2
10000010000001383,10,2015-06-07 18:06:44,33.0,67.0,12.0,0
10000010000001384,9,2015-05-01 18:06:44,6.0,51.0,96.0,1
10000010000001385,9,2015-05-23 18:06:44,3.0,44.0,45.0,2
10000010000001386,10,2015-04-06 18:06:44,73.0,19.0,83.0,2
10000010000001387,10,2015-04-18 18:06:44,34.0,20.0,80.0,1
10000010000001388,9,2015-04-19 18:06:44,17.0,47.0,36.0,2
10000010000001389,9,2015-04-26 18:06:44,53.0,22.0,47.0,1
10000010000001390,10,2015-05-20 18:06:44,65.0,93.0,40.0,0
10000010000001391,10,2015-03-31 18:06:44,36.0,12.0,100.0,2
10000010000001392,9,2015-03-12 18:06:44,70.0,66.0,35.0,2
10000010000001393,9,2015-03-16 18:06:44,75.0,15.0,86.0,1
10000010000001394,10,2015-04-12 18:06:44,75.0,79.0,72.0,2
10000010000001395,9,2015-05-01 18:06:44,85.0,82.0,61.0,0
10000010000001396,10,2015-05-25 18:06:44,95.0,51.0,7.0,1
10000010000001397,10,2015-05-13 18:06:44,68.0,55.0,48.0,2
10000010000001398,10,2015-05-01 18:06:44,30.0,10.0,68.0,1
10000010000001399,10,2015-05-30 18:06:44,53.0,24.0,45.0,1
10000010000001400,9,2015-04-27 18:06:44,93.0,69.0,20.0,0
10000010000001401,10,2015-05-10 18:06:44,46.0,67.0,6.0,2
10000010000001402,10,2015-04-12 18:06:44,89.0,71.0,96.0,0
10000010000001403,9,2015-05-04 18:06:44,79.0,83.0,9.0,2
10000010000001404,10,2015-03-25 18:06:44,93.0,28.0,41.0,0
10000010000001405,9,2015-03-18 18:06:44,10.0,4.0,32.0,0
10000010000001406,9,2015-04-13 18:06:44,50.0,14.0,81.0,1
10000010000001407,9,2015-03-26 18:06:44,77.0,59.0,22.0,0
10000010000001408,10,2015-03-18 18:06:44,71.0,26.0,47.0,0
10000010000001409,9,2015-04-11 18:06:44,30.0,27.0,88.0,1
10000010000001410,9,2015-05-26 18:06:44,75.0,99.0,0.0,2
10000010000001411,9,2015-05-12 18:06:44,58.0,16.0,11.0,2
10000010000001412,10,2015-03-19 18:06:44,19.0,53.0,13.0,0
10000010000001413,9,2015-05-24 18:06:44,15.0,66.0,79.0,1
10000010000001414,9,2015-04-25 18:06:44,0.0,85.0,73.0,0
10000010000001415,9,2015-03-29 18:06:44,90.0,14.0,93.0,2
10000010000001416,9,2015-05-21 18:06:44,89.0,76.0,82.0,1
10000010000001417,10,2015-04-27 18:06:44,21.0,68.0,89.0,1
10000010000001418,9,2015-04-19 18:06:44,19.0,43.0,58.0,2
10000010000001419,9,2015-03-14 18:06:44,48.0,44.0,35.0,2
10000010000001420,10,2015-04-26 18:06:44,41.0,4.0,88.0,1
10000010000001421,10,2015-05-04 18:06:44,2.0,34.0,4.0,1
10000010000001422,10,2015-06-09 18:06:44,61.0,83.0,97.0,2
10000010000001423,9,2015-05-02 18:06:44,1.0,46.0,24.0,1
10000010000001424,9,2015-04-25 18:06:44,2.0,7.0,66.0,0
10000010000001425,9,2015-06-02 18:06:44,59.0,70.0,22.0,0
10000010000001426,9,2015-05-11 18:06:44,78.0,37.0,62.0,2
10000010000001427,9,2015-05-22 18:06:44,61.0,67.0,21.0,1
10000010000001428,10,2015-05-21 18:06:44,1.0,41.0,12.0,2
10000010000001429,10,2015-04-23 18:06:44,99.0,34.0,82.0,0
10000010000001430,10,2015-05-22 18:06:44,96.0,4.0,4.0,1
10000010000001431,10,2015-06-02 18:06:44,42.0,23.0,5.0,0
10000010000001432,10,2015-03-14 18:06:44,93.0,95.0,28.0,2
10000010000001433,10,2015-04-20 18:06:44,34.0,70.0,66.0,1
10000010000001434,9,2015-05-02 18:06:44,85.0,93.0,99.0,2
10000010000001435,9,2015-05-16 18:06:44,85.0,75.0,84.0,1
10000010000001436,9,2015-04-12 18:06:44,88.0,3.0,8.0,0
10000010000001437,9,2015-05-20 18:06:44,54.0,31.0,27.0,0
10000010000001438,10,2015-03-25 18:06:44,41.0,14.0,50.0,0
10000010000001439,10,2015-04-23 18:06:44,7.0,40.0,86.0,2
10000010000001440,10,2015-03-26 18:06:44,45.0,48.0,81.0,0
10000010000001441,9,2015-03-13 18:06:44,68.0,9.0,68.0,1
10000010000001442,9,2015-05-11 18:06:44,2.0,57.0,77.0,2
10000010000001443,9,2015-06-03 18:06:44,70.0,38.0,57.0,1
10000010000001444,9,2015-06-05 18:06:44,97.0,29.0,22.0,0
10000010000001445,10,2015-04-09 18:06:44,67.0,0.0,90.0,2
10000010000001446,9,2015-04-18 18:06:44,95.0,48.0,9.0,1
10000010000001447,9,2015-03-31 18:06:44,58.0,70.0,27.0,1
10000010000001448,10,2015-04-16 18:06:44,76.0,2.0,31.0,2
10000010000001449,10,2015-05-13 18:06:44,46.0,94.0,93.0,0
10000010000001450,10,2015-04-04 18:06:44,82.0,74.0,12.0,0
10000010000001451,9,2015-06-05 18:06:44,95.0,46.0,99.0,2
10000010000001452,9,2015-03-24 18:06:44,41.0,21.0,5.0,0
10000010000001453,9,2015-05-05 18:06:44,85.0,12.0,100.0,1
10000010000001454,9,2015-05-09 18:06:44,22.0,19.0,80.0,0
10000010000001455,10,2015-03-13 18:06:44,36.0,29.0,36.0,1
10000010000001456,10,2015-05-19 18:06:44,78.0,10.0,24.0,0
10000010000001457,9,2015-04-11 18:06:44,27.0,83.0,71.0,0
10000010000001458,10,2015-06-06 18:06:44,62.0,67.0,81.0,0
10000010000001459,9,2015-05-16 18:06:44,93.0,50.0,8.0,2
10000010000001460,9,2015-04-27 18:06:44,59.0,48.0,61.0,2
10000010000001461,9,2015-03-16 18:06:44,66.0,6.0,46.0,2
10000010000001462,9,2015-04-09 18:06:44,59.0,5.0,21.0,1
10000010000001463,9,2015-05-08 18:06:44,40.0,77.0,85.0,0
10000010000001464,9,2015-03-17 18:06:44,20.0,44.0,10.0,2
10000010000001465,10,2015-06-01 18:06:44,57.0,56.0,70.0,1
10000010000001466,10,2015-05-29 18:06:44,43.0,39.0,20.0,0
10000010000001467,9,2015-03-12 18:06:44,64.0,76.0,8.0,0
10000010000001468,10,2015-03-12 18:06:44,89.0,74.0,3.0,2
10000010000001469,10,2015-06-06 18:06:44,89.0,83.0,38.0,2
10000010000001470,10,2015-05-12 18:06:44,1.0,78.0,67.0,2
10000010000001471,9,2015-05-30 18:06:44,7.0,56.0,66.0,2
10000010000001472,10,2015-03-23 18:06:44,84.0,31.0,94.0,1
10000010000001473,9,2015-05-17 18:06:44,44.0,96.0,57.0,2
10000010000001474,9,2015-03-29 18:06:44,51.0,17.0,9.0,1
10000010000001475,9,2015-03-16 18:06:44,74.0,8.0,41.0,0
10000010000001476,9,2015-05-19 18:06:44,18.0,35.0,18.0,0
10000010000001477,9,2015-04-06 18:06:44,58.0,31.0,82.0,1
10000010000001478,10,2015-03-22 18:06:44,60.0,91.0,95.0,0
10000010000001479,10,2015-05-04 18:06:44,26.0,95.0,23.0,2
10000010000001480,9,2015-03-28 18:06:44,100.0,80.0,22.0,0
10000010000001481,10,2015-04-12 18:06:44,98.0,43.0,83.0,2
10000010000001482,9,2015-05-20 18:06:44,21.0,37.0,20.0,2
10000010000001483,10,2015-06-09 18:06:44,1.0,74.0,97.0,0
10000010000001484,10,2015-03-14 18:06:44,60.0,20.0,9.0,1
10000010000001485,10,2015-05-13 18:06:44,99.0,72.0,4.0,1
10000010000001486,10,2015-05-03 18:06:44,7.0,45.0,41.0,0
10000010000001487,9,2015-05-02 18:06:44,94.0,71.0,95.0,0
10000010000001488,10,2015-04-07 18:06:44,92.0,55.0,56.0,0
10000010000001489,10,2015-04-02 18:06:44,69.0,33.0,82.0,2
10000010000001490,10,2015-04-14 18:06:44,69.0,32.0,9.0,2
10000010000001491,9,2015-04-25 18:06:44,35.0,74.0,82.0,0
10000010000001492,9,2015-03-17 18:06:44,66.0,59.0,13.0,0
10000010000001493,9,2015-04-17 18:06:44,14.0,18.0,38.0,2
10000010000001494,10,2015-04-15 18:06:44,26.0,99.0,80.0,1
10000010000001495,9,2015-04-14 18:06:44,0.0,17.0,71.0,1
10000010000001496,10,2015-04-18 18:06:44,37.0,18.0,4.0,2
10000010000001497,9,2015-05-31 18:06:44,59.0,95.0,82.0,2
10000010000001498,9,2015-04-19 18:06:44,57.0,43.0,62.0,1
10000010000001499,10,2015-06-02 18:06:44,79.0,46.0,45.0,0
10000010000001500,10,2015-06-06 18:06:44,47.0,7.0,48.0,1
10000010000001501,10,2015-03-14 18:06:44,86.0,52.0,54.0,1
10000010000001502,9,2015-06-06 18:06:44,34.0,3.0,42.0,0
10000010000001503,9,2015-04-16 18:06:44,40.0,97.0,66.0,0
10000010000001504,9,2015-05-18 18:06:44,76.0,40.0,83.0,2
10000010000001505,9,2015-06-03 18:06:44,16.0,87.0,46.0,2
10000010000001506,9,2015-06-08 18:06:44,31.0,73.0,39.0,0
10000010000001507,9,2015-05-05 18:06:44,26.0,5.0,45.0,2
10000010000001508,10,2015-05-17 18:06:44,3.0,99.0,40.0,1
10000010000001509,10,2015-03-13 18:06:44,3.0,32.0,41.0,2
10000010000001510,9,2015-05-05 18:06:44,87.0,55.0,25.0,0
10000010000001511,10,2015-05-28 18:06:44,38.0,85.0,94.0,0
10000010000001512,9,2015-06-07 18:06:44,18.0,92.0,90.0,1
10000010000001513,10,2015-06-07 18:06:44,20.0,71.0,78.0,1
10000010000001514,10,2015-05-02 18:06:44,28.0,22.0,46.0,0
10000010000001515,10,2015-03-19 18:06:44,77.0,27.0,33.0,0
10000010000001516,10,2015-04-12 18:06:44,16.0,83.0,80.0,0
10000010000001517,10,2015-05-26 18:06:44,23.0,26.0,85.0,0
10000010000001518,10,2015-04-02 18:06:44,85.0,41.0,13.0,1
10000010000001519,9,2015-06-07 18:06:44,80.0,61.0,95.0,1
10000010000001520,10,2015-05-05 18:06:44,67.0,56.0,67.0,2
10000010000001521,10,2015-06-01 18:06:44,90.0,61.0,40.0,2
10000010000001522,10,2015-03-25 18:06:44,99.0,95.0,77.0,1
10000010000001523,10,2015-06-04 18:06:44,13.0,67.0,50.0,2
10000010000001524,9,2015-03-13 18:06:44,94.0,7.0,26.0,1
10000010000001525,10,2015-05-23 18:06:44,76.0,63.0,20.0,1
10000010000001526,9,2015-03-25 18:06:44,62.0,18.0,99.0,1
10000010000001527,9,2015-05-16 18:06:44,39.0,78.0,86.0,1
10000010000001528,10,2015-03-27 18:06:44,16.0,50.0,50.0,2
10000010000001529,10,2015-05-20 18:06:44,0.0,13.0,2.0,2
10000010000001530,9,2015-04-20 18:06:44,65.0,41.0,98.0,1
10000010000001531,9,2015-03-20 18:06:44,39.0,64.0,13.0,0
10000010000001532,10,2015-03-21 18:06:44,94.0,14.0,16.0,1
10000010000001533,10,2015-05-10 18:06:44,57.0,10.0,87.0,0
10000010000001534,9,2015-04-08 18:06:44,24.0,72.0,2.0,1
10000010000001535,9,2015-05-14 18:06:44,41.0,23.0,82.0,1
10000010000001536,10,2015-04-06 18:06:44,75.0,87.0,10.0,2
10000010000001537,9,2015-03-22 18:06:44,79.0,6.0,0.0,2
10000010000001538,10,2015-03-29 18:06:44,30.0,48.0,24.0,0
10000010000001539,9,2015-04-03 18:06:44,2.0,14.0,96.0,2
10000010000001540,10,2015-03-16 18:06:44,95.0,44.0,97.0,0
10000010000001541,10,2015-04-10 18:06:44,8.0,31.0,31.0,0
10000010000001542,9,2015-04-10 18:06:44,12.0,67.0,16.0,2
10000010000001543,9,2015-05-20 18:06:44,90.0,19.0,67.0,0
10000010000001544,10,2015-06-05 18:06:44,92.0,100.0,5.0,2
10000010000001545,10,2015-05-16 18:06:44,3.0,83.0,89.0,2
10000010000001546,10,2015-03-13 18:06:44,12.0,33.0,95.0,1
10000010000001547,10,2015-03-22 18:06:44,94.0,94.0,53.0,0
10000010000001548,9,2015-06-07 18:06:44,6.0,98.0,94.0,1
10000010000001549,9,2015-03-12 18:06:44,17.0,8.0,24.0,0
10000010000001550,9,2015-04-20 18:06:44,22.0,66.0,16.0,0
10000010000001551,10,2015-04-10 18:06:44,72.0,5.0,5.0,2
10000010000001552,9,2015-06-06 18:06:44,72.0,31.0,44.0,1
10000010000001553,9,2015-05-15 18:06:44,36.0,27.0,57.0,0
10000010000001554,9,2015-03-18 18:06:44,64.0,65.0,31.0,0
10000010000001555,9,2015-03-26 18:06:44,83.0,18.0,87.0,2
10000010000001556,10,2015-05-22 18:06:44,26.0,19.0,64.0,2
10000010000001557,9,2015-03-25 18:06:44,77.0,11.0,38.0,2
10000010000001558,9,2015-05-31 18:06:44,23.0,80.0,100.0,0
10000010000001559,10,2015-04-16 18:06:44,77.0,30.0,68.0,1
10000010000001560,9,2015-03-21 18:06:44,81.0,5.0,52.0,1
10000010000001561,10,2015-06-06 18:06:44,53.0,27.0,9.0,2
10000010000001562,9,2015-06-02 18:06:44,96.0,61.0,12.0,1
10000010000001563,10,2015-04-09 18:06:44,95.0,71.0,53.0,1
10000010000001564,10,2015-06-04 18:06:44,46.0,68.0,95.0,0
10000010000001565,9,2015-04-21 18:06:44,45.0,2.0,37.0,2
10000010000001566,10,2015-04-30 18:06:44,59.0,25.0,5.0,0
10000010000001567,9,2015-03-22 18:06:44,20.0,100.0,19.0,0
10000010000001568,10,2015-05-23 18:06:44,21.0,0.0,5.0,0
10000010000001569,10,2015-05-21 18:06:44,12.0,58.0,74.0,2
10000010000001570,9,2015-03-17 18:06:44,78.0,64.0,20.0,2
10000010000001571,9,2015-03-18 18:06:44,78.0,28.0,93.0,0
10000010000001572,10,2015-05-16 18:06:44,93.0,98.0,19.0,0
10000010000001573,10,2015-04-27 18:06:44,1.0,36.0,59.0,1
10000010000001574,9,2015-04-02 18:06:44,93.0,21.0,70.0,2
10000010000001575,9,2015-04-08 18:06:44,17.0,30.0,26.0,0
10000010000001576,10,2015-05-19 18:06:44,85.0,84.0,77.0,2
10000010000001577,9,2015-04-10 18:06:44,95.0,91.0,50.0,2
10000010000001578,9,2015-05-29 18:06:44,10.0,89.0,66.0,0
10000010000001579,9,2015-03-25 18:06:44,3.0,74.0,6.0,1
10000010000001580,9,2015-05-07 18:06:44,91.0,13.0,48.0,1
10000010000001581,10,2015-04-12 18:06:44,0.0,52.0,86.0,0
10000010000001582,9,2015-03-14 18:06:44,34.0,97.0,32.0,2
10000010000001583,9,2015-04-07 18:06:44,73.0,71.0,18.0,0
10000010000001584,9,2015-06-02 18:06:44,45.0,87.0,53.0,2
10000010000001585,10,2015-04-21 18:06:44,19.0,51.0,35.0,0
10000010000001586,9,2015-05-20 18:06:44,11.0,70.0,54.0,2
10000010000001587,10,2015-05-23 18:06:44,77.0,18.0,97.0,1
10000010000001588,10,2015-03-16 18:06:44,34.0,87.0,74.0,1
10000010000001589,9,2015-04-09 18:06:44,26.0,51.0,49.0,0
10000010000001590,9,2015-04-08 18:06:44,28.0,99.0,79.0,1
10000010000001591,9,2015-03-16 18:06:44,75.0,11.0,84.0,0
10000010000001592,9,2015-03-18 18:06:44,22.0,59.0,82.0,2
10000010000001593,10,2015-05-30 18:06:44,32.0,4.0,30.0,0
10000010000001594,9,2015-04-02 18:06:44,72.0,95.0,31.0,2
10000010000001595,9,2015-04-26 18:06:44,77.0,98.0,44.0,2
10000010000001596,10,2015-03-18 18:06:44,80.0,33.0,71.0,0
10000010000001597,10,2015-05-19 18:06:44,59.0,55.0,74.0,0
10000010000001598,9,2015-05-30 18:06:44,3.0,6.0,46.0,0
10000010000001599,10,2015-04-15 18:06:44,12.0,8.0,67.0,0
10000010000001600,10,2015-04-07 18:06:44,57.0,73.0,53.0,2
10000010000001601,9,2015-04-21 18:06:44,75.0,82.0,53.0,0
10000010000001602,10,2015-05-31 18:06:44,46.0,28.0,10.0,1
10000010000001603,9,2015-03-18 18:06:44,62.0,87.0,33.0,1
10000010000001604,10,2015-05-07 18:06:44,33.0,59.0,22.0,2
10000010000001605,9,2015-05-07 18:06:44,25.0,85.0,33.0,0
10000010000001606,9,2015-05-27 18:06:44,63.0,3.0,31.0,1
10000010000001607,10,2015-04-15 18:06:44,13.0,98.0,68.0,2
10000010000001608,9,2015-04-03 18:06:44,20.0,41.0,88.0,0
10000010000001609,10,2015-04-02 18:06:44,85.0,31.0,63.0,1
10000010000001610,9,2015-05-08 18:06:44,92.0,64.0,8.0,0
10000010000001611,10,2015-04-05 18:06:44,21.0,23.0,16.0,2
10000010000001612,10,2015-04-27 18:06:44,3.0,68.0,81.0,2
10000010000001613,9,2015-04-16 18:06:44,24.0,88.0,3.0,1
10000010000001614,9,2015-03-15 18:06:44,56.0,46.0,63.0,0
10000010000001615,10,2015-03-23 18:06:44,98.0,41.0,87.0,1
10000010000001616,9,2015-04-02 18:06:44,90.0,16.0,93.0,1
10000010000001617,9,2015-05-13 18:06:44,75.0,25.0,49.0,0
10000010000001618,9,2015-05-20 18:06:44,32.0,57.0,83.0,0
10000010000001619,10,2015-05-07 18:06:44,39.0,67.0,81.0,1
10000010000001620,9,2015-06-04 18:06:44,95.0,48.0,20.0,1
