projectId,status,updateTime,totalLoanNum,totalLoanAmount,totalReturnNum,totalReturnAmount,toBeReturnNum,toBeReturnNum,overdueReturnNum,overdueReturnAmount
10000010000001219,9,2015-05-28 18:06:44,2,2910001.0,2,1166342.0,0,1743659.0,0,2510947.0
10000010000001220,9,2015-05-02 18:06:44,4,1950001.0,3,659179.0,1,1290822.0,0,5520.0
10000010000001221,9,2015-05-01 18:06:44,9,600001.0,3,54783.0,6,545218.0,2,429829.0
10000010000001222,9,2015-05-07 18:06:44,2,210001.0,1,34261.0,1,175740.0,0,86994.0
10000010000001223,10,2015-05-19 18:06:44,7,2360001.0,2,990142.0,5,1369859.0,1,528044.0
10000010000001224,10,2015-03-29 18:06:44,7,1170001.0,5,694505.0,2,475496.0,1,81167.0
10000010000001225,9,2015-05-20 18:06:44,8,1800001.0,1,1141408.0,7,658593.0,0,1626015.0
10000010000001226,10,2015-05-07 18:06:44,6,3490001.0,2,101127.0,4,3388874.0,1,1065045.0
10000010000001227,10,2015-05-24 18:06:44,9,3880001.0,8,1455841.0,1,2424160.0,4,263238.0
10000010000001228,10,2015-03-12 18:06:44,2,2260001.0,1,662739.0,1,1597262.0,0,2016171.0
10000010000001229,10,2015-04-05 18:06:44,2,4550001.0,1,481529.0,1,4068472.0,0,3130250.0
10000010000001230,10,2015-04-26 18:06:44,9,4100001.0,6,3546694.0,3,553307.0,0,2876158.0
10000010000001231,9,2015-04-17 18:06:44,6,3690001.0,5,2065775.0,1,1624226.0,2,825176.0
10000010000001232,9,2015-04-18 18:06:44,8,800001.0,4,65805.0,4,734196.0,3,178423.0
10000010000001233,10,2015-05-29 18:06:44,4,910001.0,2,287745.0,2,622256.0,1,708222.0
10000010000001234,9,2015-04-05 18:06:44,9,4410001.0,4,1138813.0,5,3271188.0,2,1261406.0
10000010000001235,9,2015-05-07 18:06:44,6,360001.0,4,120741.0,2,239260.0,1,273279.0
10000010000001236,10,2015-05-15 18:06:44,1,4520001.0,1,1203320.0,0,3316681.0,0,195261.0
10000010000001237,10,2015-06-06 18:06:44,5,1980001.0,1,1008090.0,4,971911.0,0,1904112.0
10000010000001238,10,2015-05-09 18:06:44,1,2050001.0,1,1295142.0,0,754859.0,0,1403174.0
10000010000001239,10,2015-06-07 18:06:44,4,4580001.0,2,1576672.0,2,3003329.0,0,2569345.0
10000010000001240,9,2015-03-16 18:06:44,2,3480001.0,2,1982893.0,0,1497108.0,1,634909.0
10000010000001241,9,2015-05-08 18:06:44,10,4600001.0,2,3852249.0,8,747752.0,0,2165419.0
10000010000001242,9,2015-06-06 18:06:44,1,2480001.0,1,2214858.0,0,265143.0,0,2055232.0
10000010000001243,10,2015-03-20 18:06:44,3,4360001.0,3,1779834.0,0,2580167.0,0,4260747.0
10000010000001244,9,2015-03-22 18:06:44,1,1670001.0,1,580324.0,0,1089677.0,0,1499875.0
10000010000001245,9,2015-05-26 18:06:44,10,1780001.0,3,844063.0,7,935938.0,2,1749007.0
10000010000001246,10,2015-04-12 18:06:44,5,580001.0,1,201461.0,4,378540.0,0,70149.0
10000010000001247,10,2015-06-09 18:06:44,1,3660001.0,1,1209450.0,0,2450551.0,0,3450429.0
10000010000001248,10,2015-03-26 18:06:44,2,520001.0,2,254403.0,0,265598.0,0,158176.0
10000010000001249,10,2015-04-20 18:06:44,1,4600001.0,1,1749545.0,0,2850456.0,0,1305548.0
10000010000001250,10,2015-05-07 18:06:44,6,30001.0,1,24628.0,5,5373.0,0,12440.0
10000010000001251,10,2015-05-05 18:06:44,7,2290001.0,2,788520.0,5,1501481.0,1,1030175.0
10000010000001252,10,2015-06-06 18:06:44,9,590001.0,5,217542.0,4,372459.0,0,218163.0
10000010000001253,10,2015-04-22 18:06:44,1,4970001.0,1,4114974.0,0,855027.0,0,3178473.0
10000010000001254,9,2015-03-18 18:06:44,7,470001.0,3,319494.0,4,150507.0,1,80564.0
10000010000001255,9,2015-03-17 18:06:44,9,3260001.0,7,1682481.0,2,1577520.0,1,1011528.0
10000010000001256,10,2015-05-17 18:06:44,1,1280001.0,1,313669.0,0,966332.0,0,101898.0
10000010000001257,10,2015-04-24 18:06:44,8,3840001.0,2,235887.0,6,3604114.0,0,3637257.0
10000010000001258,10,2015-03-31 18:06:44,7,1390001.0,4,1048357.0,3,341644.0,1,1097314.0
10000010000001259,9,2015-04-30 18:06:44,5,1720001.0,2,998590.0,3,721411.0,0,33851.0
10000010000001260,10,2015-04-16 18:06:44,8,2590001.0,1,1021469.0,7,1568532.0,0,1116872.0
10000010000001261,10,2015-03-27 18:06:44,6,4900001.0,2,2218426.0,4,2681575.0,1,3591832.0
10000010000001262,9,2015-05-25 18:06:44,3,2220001.0,1,1344356.0,2,875645.0,0,691679.0
10000010000001263,10,2015-04-22 18:06:44,7,4620001.0,5,3018028.0,2,1601973.0,2,3648448.0
10000010000001264,9,2015-04-02 18:06:44,5,1980001.0,4,234764.0,1,1745237.0,2,819647.0
10000010000001265,9,2015-03-16 18:06:44,2,4560001.0,2,4339255.0,0,220746.0,0,444293.0
10000010000001266,10,2015-04-18 18:06:44,7,1420001.0,6,1343806.0,1,76195.0,0,115936.0
10000010000001267,10,2015-05-08 18:06:44,5,3740001.0,4,2151420.0,1,1588581.0,2,2164755.0
10000010000001268,10,2015-06-03 18:06:44,2,3970001.0,1,496996.0,1,3473005.0,0,759613.0
10000010000001269,10,2015-04-29 18:06:44,1,2810001.0,1,86270.0,0,2723731.0,0,1140050.0
10000010000001270,10,2015-04-20 18:06:44,9,1770001.0,3,815696.0,6,954305.0,1,1562563.0
10000010000001271,10,2015-04-19 18:06:44,1,1120001.0,1,822955.0,0,297046.0,0,485683.0
10000010000001272,10,2015-04-26 18:06:44,7,10001.0,1,3835.0,6,6166.0,0,3338.0
10000010000001273,9,2015-04-26 18:06:44,8,1490001.0,8,1334331.0,0,155670.0,6,1225224.0
10000010000001274,9,2015-04-19 18:06:44,9,870001.0,7,141562.0,2,728439.0,2,344077.0
10000010000001275,10,2015-04-23 18:06:44,9,670001.0,1,652858.0,8,17143.0,0,309301.0
10000010000001276,9,2015-04-25 18:06:44,8,4970001.0,2,397232.0,6,4572769.0,0,4678575.0
10000010000001277,10,2015-03-22 18:06:44,7,2600001.0,3,2031647.0,4,568354.0,0,1226832.0
10000010000001278,10,2015-03-22 18:06:44,2,1330001.0,2,752126.0,0,577875.0,1,688754.0
10000010000001279,10,2015-05-20 18:06:44,5,830001.0,3,24378.0,2,805623.0,2,620762.0
10000010000001280,10,2015-05-17 18:06:44,6,2800001.0,5,207846.0,1,2592155.0,3,953764.0
10000010000001281,9,2015-05-29 18:06:44,6,3600001.0,6,2103047.0,0,1496954.0,1,1816313.0
10000010000001282,10,2015-03-25 18:06:44,3,4080001.0,3,2851611.0,0,1228390.0,0,3478289.0
10000010000001283,9,2015-05-15 18:06:44,10,2970001.0,6,2039218.0,4,930783.0,1,2625783.0
10000010000001284,9,2015-05-02 18:06:44,6,2170001.0,3,913817.0,3,1256184.0,2,129531.0
10000010000001285,9,2015-06-01 18:06:44,1,3710001.0,1,3707566.0,0,2435.0,0,805362.0
10000010000001286,10,2015-05-24 18:06:44,9,4960001.0,1,550131.0,8,4409870.0,0,4577532.0
10000010000001287,10,2015-04-03 18:06:44,2,580001.0,2,82095.0,0,497906.0,0,275268.0
10000010000001288,9,2015-03-19 18:06:44,3,4940001.0,2,2618982.0,1,2321019.0,1,2000537.0
10000010000001289,9,2015-06-09 18:06:44,10,430001.0,2,373894.0,8,56107.0,0,118481.0
10000010000001290,9,2015-04-27 18:06:44,7,3690001.0,7,1857719.0,0,1832282.0,4,1387696.0
10000010000001291,10,2015-04-28 18:06:44,9,2830001.0,9,1928794.0,0,901207.0,6,2222790.0
10000010000001292,10,2015-06-02 18:06:44,7,250001.0,5,107628.0,2,142373.0,1,186585.0
10000010000001293,10,2015-03-31 18:06:44,4,2330001.0,1,1788372.0,3,541629.0,0,2082090.0
10000010000001294,9,2015-04-25 18:06:44,10,3820001.0,10,3801781.0,0,18220.0,0,182013.0
10000010000001295,10,2015-04-25 18:06:44,8,3720001.0,5,3477353.0,3,242648.0,0,1761445.0
10000010000001296,10,2015-03-22 18:06:44,4,2750001.0,3,2701000.0,1,49001.0,2,911319.0
10000010000001297,9,2015-05-24 18:06:44,9,850001.0,4,241261.0,5,608740.0,0,260458.0
10000010000001298,10,2015-04-13 18:06:44,7,3940001.0,2,265234.0,5,3674767.0,1,2373150.0
10000010000001299,10,2015-05-01 18:06:44,9,1650001.0,9,811564.0,0,838437.0,1,589900.0
10000010000001300,9,2015-05-01 18:06:44,1,2250001.0,1,1670911.0,0,579090.0,0,1545167.0
10000010000001301,9,2015-05-25 18:06:44,3,4480001.0,1,2934644.0,2,1545357.0,0,1990992.0
10000010000001302,9,2015-04-11 18:06:44,3,4790001.0,3,1097181.0,0,3692820.0,1,2001970.0
10000010000001303,9,2015-03-14 18:06:44,3,1820001.0,3,1443096.0,0,376905.0,2,1540726.0
10000010000001304,9,2015-05-16 18:06:44,3,2080001.0,3,1021986.0,0,1058015.0,1,825215.0
10000010000001305,9,2015-04-29 18:06:44,4,4410001.0,1,2298102.0,3,2111899.0,0,1328098.0
10000010000001306,9,2015-04-13 18:06:44,8,290001.0,2,76432.0,6,213569.0,0,268260.0
10000010000001307,10,2015-04-09 18:06:44,6,3680001.0,5,1687064.0,1,1992937.0,1,154979.0
10000010000001308,9,2015-04-21 18:06:44,6,980001.0,4,978223.0,2,1778.0,2,425752.0
10000010000001309,10,2015-05-28 18:06:44,9,4490001.0,3,248171.0,6,4241830.0,0,1535667.0
10000010000001310,10,2015-04-17 18:06:44,8,680001.0,5,147307.0,3,532694.0,1,421548.0
10000010000001311,9,2015-04-02 18:06:44,5,680001.0,5,301860.0,0,378141.0,0,532775.0
10000010000001312,10,2015-03-29 18:06:44,1,100001.0,1,14237.0,0,85764.0,0,90397.0
10000010000001313,9,2015-05-11 18:06:44,10,4150001.0,9,30460.0,1,4119541.0,0,879360.0
10000010000001314,9,2015-05-30 18:06:44,4,290001.0,1,251612.0,3,38389.0,0,279912.0
10000010000001315,10,2015-03-21 18:06:44,6,1670001.0,6,316008.0,0,1353993.0,1,181180.0
10000010000001316,9,2015-04-23 18:06:44,9,4920001.0,7,418342.0,2,4501659.0,3,4132997.0
10000010000001317,9,2015-04-03 18:06:44,9,3620001.0,4,3262640.0,5,357361.0,1,2838776.0
10000010000001318,10,2015-04-03 18:06:44,10,2900001.0,2,785737.0,8,2114264.0,1,1082235.0
10000010000001319,9,2015-05-25 18:06:44,7,1990001.0,1,1185316.0,6,804685.0,0,742941.0
10000010000001320,9,2015-06-02 18:06:44,1,1390001.0,1,335011.0,0,1054990.0,0,143336.0
10000010000001321,9,2015-03-12 18:06:44,9,2330001.0,4,2282495.0,5,47506.0,3,1930262.0
10000010000001322,9,2015-05-20 18:06:44,3,2750001.0,2,2628991.0,1,121010.0,0,2511824.0
10000010000001323,10,2015-06-01 18:06:44,5,600001.0,5,28443.0,0,571558.0,3,56349.0
10000010000001324,10,2015-03-14 18:06:44,3,3540001.0,2,2488711.0,1,1051290.0,0,21158.0
10000010000001325,9,2015-05-08 18:06:44,10,3660001.0,1,3333911.0,9,326090.0,0,1176827.0
10000010000001326,9,2015-06-07 18:06:44,1,2260001.0,1,822381.0,0,1437620.0,0,553864.0
10000010000001327,10,2015-05-10 18:06:44,1,1050001.0,1,50238.0,0,999763.0,0,103966.0
10000010000001328,10,2015-05-17 18:06:44,8,4090001.0,7,2657370.0,1,1432631.0,6,1219319.0
10000010000001329,10,2015-04-26 18:06:44,9,1890001.0,3,573707.0,6,1316294.0,0,706510.0
10000010000001330,9,2015-06-02 18:06:44,8,390001.0,6,186281.0,2,203720.0,4,212058.0
10000010000001331,10,2015-04-21 18:06:44,4,4700001.0,3,1727376.0,1,2972625.0,2,2481319.0
10000010000001332,9,2015-05-06 18:06:44,3,690001.0,2,262380.0,1,427621.0,1,381741.0
10000010000001333,9,2015-05-11 18:06:44,5,2220001.0,3,233538.0,2,1986463.0,2,381451.0
10000010000001334,10,2015-06-05 18:06:44,2,1570001.0,2,789204.0,0,780797.0,1,1527170.0
10000010000001335,9,2015-05-31 18:06:44,3,50001.0,2,46439.0,1,3562.0,0,33805.0
10000010000001336,10,2015-05-31 18:06:44,8,2980001.0,4,1940810.0,4,1039191.0,0,703698.0
10000010000001337,9,2015-05-23 18:06:44,10,970001.0,7,5292.0,3,964709.0,5,49839.0
10000010000001338,9,2015-05-21 18:06:44,4,2920001.0,1,132390.0,3,2787611.0,0,562237.0
10000010000001339,9,2015-05-08 18:06:44,8,550001.0,4,54160.0,4,495841.0,3,172583.0
10000010000001340,9,2015-03-29 18:06:44,7,2350001.0,6,2069693.0,1,280308.0,5,957801.0
10000010000001341,9,2015-04-20 18:06:44,1,4750001.0,1,1605884.0,0,3144117.0,0,3808705.0
10000010000001342,10,2015-04-08 18:06:44,8,3090001.0,8,519120.0,0,2570881.0,1,1941458.0
10000010000001343,9,2015-05-20 18:06:44,3,4150001.0,1,772599.0,2,3377402.0,0,2913645.0
10000010000001344,10,2015-05-24 18:06:44,3,160001.0,2,158909.0,1,1092.0,0,97291.0
10000010000001345,9,2015-04-24 18:06:44,1,3280001.0,1,3153145.0,0,126856.0,0,2144839.0
10000010000001346,9,2015-03-18 18:06:44,2,770001.0,2,651031.0,0,118970.0,1,296112.0
10000010000001347,9,2015-05-28 18:06:44,6,2750001.0,3,454548.0,3,2295453.0,1,2734336.0
10000010000001348,9,2015-06-08 18:06:44,4,4840001.0,2,1435373.0,2,3404628.0,1,253010.0
10000010000001349,9,2015-04-18 18:06:44,4,1100001.0,1,757076.0,3,342925.0,0,1059102.0
10000010000001350,10,2015-04-04 18:06:44,9,1850001.0,6,1470944.0,3,379057.0,3,446966.0
10000010000001351,10,2015-06-09 18:06:44,1,4220001.0,1,1068154.0,0,3151847.0,0,380534.0
10000010000001352,9,2015-04-21 18:06:44,3,4310001.0,2,2915063.0,1,1394938.0,0,2073280.0
10000010000001353,10,2015-05-01 18:06:44,8,550001.0,7,97260.0,1,452741.0,3,293106.0
10000010000001354,9,2015-03-20 18:06:44,10,1590001.0,4,898238.0,6,691763.0,1,1378726.0
10000010000001355,10,2015-05-27 18:06:44,2,990001.0,1,977376.0,1,12625.0,0,596158.0
10000010000001356,10,2015-04-19 18:06:44,9,1260001.0,4,996587.0,5,263414.0,0,103709.0
10000010000001357,9,2015-04-16 18:06:44,8,1540001.0,6,1442957.0,2,97044.0,3,941645.0
10000010000001358,10,2015-04-17 18:06:44,9,2370001.0,3,2267193.0,6,102808.0,2,2122638.0
10000010000001359,9,2015-03-16 18:06:44,8,3640001.0,5,2477470.0,3,1162531.0,3,2151353.0
10000010000001360,9,2015-04-19 18:06:44,10,1610001.0,8,1499413.0,2,110588.0,4,884009.0
10000010000001361,9,2015-05-21 18:06:44,4,3500001.0,2,3135652.0,2,364349.0,0,918645.0
10000010000001362,10,2015-04-22 18:06:44,9,3730001.0,4,1419306.0,5,2310695.0,3,515313.0
10000010000001363,10,2015-03-29 18:06:44,2,2540001.0,1,1519310.0,1,1020691.0,0,1736860.0
10000010000001364,9,2015-04-19 18:06:44,10,4080001.0,10,2739554.0,0,1340447.0,6,630437.0
10000010000001365,10,2015-04-01 18:06:44,2,3610001.0,2,3345243.0,0,264758.0,0,2050681.0
10000010000001366,10,2015-05-11 18:06:44,8,3220001.0,4,528904.0,4,2691097.0,2,781281.0
10000010000001367,10,2015-05-29 18:06:44,8,4590001.0,4,2229112.0,4,2360889.0,3,636219.0
10000010000001368,9,2015-06-03 18:06:44,2,4780001.0,1,4445575.0,1,334426.0,0,3816526.0
10000010000001369,9,2015-05-27 18:06:44,8,4000001.0,6,1134452.0,2,2865549.0,5,2793105.0
10000010000001370,9,2015-05-04 18:06:44,8,2770001.0,6,1456641.0,2,1313360.0,1,956594.0
10000010000001371,9,2015-03-18 18:06:44,6,1330001.0,6,662322.0,0,667679.0,1,648776.0
10000010000001372,9,2015-04-21 18:06:44,5,2510001.0,5,2388056.0,0,121945.0,0,900944.0
10000010000001373,9,2015-03-15 18:06:44,8,980001.0,4,515699.0,4,464302.0,1,573097.0
10000010000001374,9,2015-05-12 18:06:44,8,4340001.0,7,3299401.0,1,1040600.0,1,3843590.0
10000010000001375,9,2015-04-01 18:06:44,4,3570001.0,1,818307.0,3,2751694.0,0,863238.0
10000010000001376,9,2015-03-21 18:06:44,10,960001.0,1,803978.0,9,156023.0,0,761588.0
10000010000001377,9,2015-04-14 18:06:44,5,1520001.0,3,103003.0,2,1416998.0,1,247769.0
10000010000001378,10,2015-03-25 18:06:44,1,3770001.0,1,3376434.0,0,393567.0,0,586425.0
10000010000001379,10,2015-05-31 18:06:44,5,4900001.0,3,3294148.0,2,1605853.0,1,2159033.0
10000010000001380,10,2015-04-17 18:06:44,3,800001.0,2,315996.0,1,484005.0,1,139046.0
10000010000001381,9,2015-03-12 18:06:44,4,480001.0,2,98391.0,2,381610.0,1,472145.0
10000010000001382,9,2015-05-25 18:06:44,9,4180001.0,1,372487.0,8,3807514.0,0,4159012.0
10000010000001383,10,2015-06-07 18:06:44,4,560001.0,2,542241.0,2,17760.0,1,491517.0
10000010000001384,9,2015-05-01 18:06:44,6,3540001.0,1,531247.0,5,3008754.0,0,2016622.0
10000010000001385,9,2015-05-23 18:06:44,5,2170001.0,2,1143022.0,3,1026979.0,0,1631267.0
10000010000001386,10,2015-04-06 18:06:44,5,3530001.0,2,453720.0,3,3076281.0,1,691016.0
10000010000001387,10,2015-04-18 18:06:44,7,1720001.0,2,1139492.0,5,580509.0,1,1181888.0
10000010000001388,9,2015-04-19 18:06:44,4,3630001.0,4,3297713.0,0,332288.0,2,562421.0
10000010000001389,9,2015-04-26 18:06:44,1,3800001.0,1,2189198.0,0,1610803.0,0,3525427.0
10000010000001390,10,2015-05-20 18:06:44,8,4620001.0,1,1474981.0,7,3145020.0,0,4415307.0
10000010000001391,10,2015-03-31 18:06:44,5,2440001.0,4,34335.0,1,2405666.0,3,2279810.0
10000010000001392,9,2015-03-12 18:06:44,2,1810001.0,2,688979.0,0,1121022.0,1,232645.0
10000010000001393,9,2015-03-16 18:06:44,1,500001.0,1,144457.0,0,355544.0,0,302067.0
10000010000001394,10,2015-04-12 18:06:44,10,2720001.0,4,1803332.0,6,916669.0,2,2224431.0
10000010000001395,9,2015-05-01 18:06:44,3,3990001.0,2,1129589.0,1,2860412.0,0,823596.0
10000010000001396,10,2015-05-25 18:06:44,9,4380001.0,4,1276751.0,5,3103250.0,2,4032584.0
10000010000001397,10,2015-05-13 18:06:44,9,2280001.0,6,987032.0,3,1292969.0,3,527194.0
10000010000001398,10,2015-05-01 18:06:44,5,1250001.0,1,434620.0,4,815381.0,0,551443.0
10000010000001399,10,2015-05-30 18:06:44,6,1080001.0,5,393068.0,1,686933.0,3,885003.0
10000010000001400,9,2015-04-27 18:06:44,6,650001.0,2,545913.0,4,104088.0,0,638554.0
10000010000001401,10,2015-05-10 18:06:44,7,3300001.0,4,2422074.0,3,877927.0,0,1589333.0
10000010000001402,10,2015-04-12 18:06:44,4,2630001.0,1,75746.0,3,2554255.0,0,975584.0
10000010000001403,9,2015-05-04 18:06:44,3,2320001.0,3,375097.0,0,1944904.0,2,1680088.0
10000010000001404,10,2015-03-25 18:06:44,10,4740001.0,7,1630843.0,3,3109158.0,6,3197003.0
10000010000001405,9,2015-03-18 18:06:44,7,460001.0,2,130928.0,5,329073.0,0,322609.0
10000010000001406,9,2015-04-13 18:06:44,7,140001.0,3,100392.0,4,39609.0,2,25660.0
10000010000001407,9,2015-03-26 18:06:44,6,1070001.0,4,438191.0,2,631810.0,0,421781.0
10000010000001408,10,2015-03-18 18:06:44,10,3960001.0,7,3092667.0,3,867334.0,0,893195.0
10000010000001409,9,2015-04-11 18:06:44,6,2840001.0,3,1867358.0,3,972643.0,0,1475636.0
10000010000001410,9,2015-05-26 18:06:44,8,2400001.0,1,1956674.0,7,443327.0,0,743724.0
10000010000001411,9,2015-05-12 18:06:44,2,710001.0,2,278862.0,0,431139.0,0,77226.0
10000010000001412,10,2015-03-19 18:06:44,9,460001.0,6,246535.0,3,213466.0,4,178794.0
10000010000001413,9,2015-05-24 18:06:44,6,2870001.0,1,477577.0,5,2392424.0,0,1015266.0
10000010000001414,9,2015-04-25 18:06:44,6,3610001.0,5,702551.0,1,2907450.0,0,2616212.0
10000010000001415,9,2015-03-29 18:06:44,10,1070001.0,2,180405.0,8,889596.0,1,538105.0
10000010000001416,9,2015-05-21 18:06:44,10,3010001.0,9,2528426.0,1,481575.0,0,844109.0
10000010000001417,10,2015-04-27 18:06:44,8,4390001.0,5,3192551.0,3,1197450.0,4,194648.0
10000010000001418,9,2015-04-19 18:06:44,8,4110001.0,7,2368872.0,1,1741129.0,0,362142.0
10000010000001419,9,2015-03-14 18:06:44,5,1110001.0,1,22161.0,4,1087840.0,0,1074671.0
10000010000001420,10,2015-04-26 18:06:44,1,1370001.0,1,1207438.0,0,162563.0,0,1115030.0
10000010000001421,10,2015-05-04 18:06:44,10,2350001.0,5,160685.0,5,2189316.0,0,666074.0
10000010000001422,10,2015-06-09 18:06:44,1,4440001.0,1,796910.0,0,3643091.0,0,3047855.0
10000010000001423,9,2015-05-02 18:06:44,1,3180001.0,1,1770824.0,0,1409177.0,0,2523725.0
10000010000001424,9,2015-04-25 18:06:44,8,250001.0,4,224163.0,4,25838.0,2,248509.0
10000010000001425,9,2015-06-02 18:06:44,3,2430001.0,1,2056872.0,2,373129.0,0,2231596.0
10000010000001426,9,2015-05-11 18:06:44,9,2490001.0,2,1473748.0,7,1016253.0,1,2127023.0
10000010000001427,9,2015-05-22 18:06:44,9,2890001.0,9,2626853.0,0,263148.0,6,1837058.0
10000010000001428,10,2015-05-21 18:06:44,5,2820001.0,4,2411490.0,1,408511.0,0,820913.0
10000010000001429,10,2015-04-23 18:06:44,4,3510001.0,2,626325.0,2,2883676.0,0,2106576.0
10000010000001430,10,2015-05-22 18:06:44,10,30001.0,9,1669.0,1,28332.0,6,25496.0
10000010000001431,10,2015-06-02 18:06:44,3,990001.0,3,21983.0,0,968018.0,0,645838.0
10000010000001432,10,2015-03-14 18:06:44,2,860001.0,1,662517.0,1,197484.0,0,281828.0
10000010000001433,10,2015-04-20 18:06:44,2,2490001.0,1,797981.0,1,1692020.0,0,1707104.0
10000010000001434,9,2015-05-02 18:06:44,8,630001.0,8,260812.0,0,369189.0,5,122518.0
10000010000001435,9,2015-05-16 18:06:44,3,1580001.0,3,897963.0,0,682038.0,1,298850.0
10000010000001436,9,2015-04-12 18:06:44,8,2630001.0,5,1627412.0,3,1002589.0,2,1012581.0
10000010000001437,9,2015-05-20 18:06:44,3,790001.0,1,187166.0,2,602835.0,0,79269.0
10000010000001438,10,2015-03-25 18:06:44,6,1320001.0,1,853877.0,5,466124.0,0,587465.0
10000010000001439,10,2015-04-23 18:06:44,10,1570001.0,5,20305.0,5,1549696.0,2,413607.0
10000010000001440,10,2015-03-26 18:06:44,7,4930001.0,4,3005218.0,3,1924783.0,3,120473.0
10000010000001441,9,2015-03-13 18:06:44,5,4250001.0,2,2407002.0,3,1842999.0,1,1644319.0
10000010000001442,9,2015-05-11 18:06:44,2,1700001.0,1,1357388.0,1,342613.0,0,994294.0
10000010000001443,9,2015-06-03 18:06:44,8,2820001.0,7,2569256.0,1,250745.0,3,1076491.0
10000010000001444,9,2015-06-05 18:06:44,5,2120001.0,1,1897334.0,4,222667.0,0,114430.0
10000010000001445,10,2015-04-09 18:06:44,3,4030001.0,1,2336518.0,2,1693483.0,0,3313261.0
10000010000001446,9,2015-04-18 18:06:44,3,3070001.0,2,2929496.0,1,140505.0,0,2593531.0
10000010000001447,9,2015-03-31 18:06:44,3,4470001.0,1,48676.0,2,4421325.0,0,3305645.0
10000010000001448,10,2015-04-16 18:06:44,7,3350001.0,1,3132557.0,6,217444.0,0,2255804.0
10000010000001449,10,2015-05-13 18:06:44,3,4890001.0,3,3527237.0,0,1362764.0,1,744373.0
10000010000001450,10,2015-04-04 18:06:44,1,1670001.0,1,386108.0,0,1283893.0,0,549785.0
10000010000001451,9,2015-06-05 18:06:44,4,2080001.0,1,562339.0,3,1517662.0,0,1057989.0
10000010000001452,9,2015-03-24 18:06:44,6,3890001.0,1,390597.0,5,3499404.0,0,898778.0
10000010000001453,9,2015-05-05 18:06:44,7,4700001.0,4,1240960.0,3,3459041.0,1,1045740.0
10000010000001454,9,2015-05-09 18:06:44,7,3880001.0,6,3626424.0,1,253577.0,0,2854140.0
10000010000001455,10,2015-03-13 18:06:44,2,3340001.0,2,2425860.0,0,914141.0,0,1394667.0
10000010000001456,10,2015-05-19 18:06:44,3,2180001.0,2,46019.0,1,2133982.0,0,150465.0
10000010000001457,9,2015-04-11 18:06:44,8,1520001.0,8,296167.0,0,1223834.0,2,1365871.0
10000010000001458,10,2015-06-06 18:06:44,10,4890001.0,8,268651.0,2,4621350.0,7,3784563.0
10000010000001459,9,2015-05-16 18:06:44,7,4960001.0,2,2209896.0,5,2750105.0,0,4937594.0
10000010000001460,9,2015-04-27 18:06:44,9,4950001.0,7,1620141.0,2,3329860.0,1,1365129.0
10000010000001461,9,2015-03-16 18:06:44,7,2760001.0,3,336293.0,4,2423708.0,0,758571.0
10000010000001462,9,2015-04-09 18:06:44,1,580001.0,1,569967.0,0,10034.0,0,101739.0
10000010000001463,9,2015-05-08 18:06:44,3,1140001.0,2,49588.0,1,1090413.0,1,387422.0
10000010000001464,9,2015-03-17 18:06:44,5,3330001.0,4,2162040.0,1,1167961.0,1,2978028.0
10000010000001465,10,2015-06-01 18:06:44,6,3700001.0,4,160141.0,2,3539860.0,2,748812.0
10000010000001466,10,2015-05-29 18:06:44,3,1390001.0,3,1019179.0,0,370822.0,2,245778.0
10000010000001467,9,2015-03-12 18:06:44,6,1710001.0,5,421168.0,1,1288833.0,4,823232.0
10000010000001468,10,2015-03-12 18:06:44,9,1880001.0,6,107103.0,3,1772898.0,4,740745.0
10000010000001469,10,2015-06-06 18:06:44,1,4010001.0,1,670848.0,0,3339153.0,0,3572819.0
10000010000001470,10,2015-05-12 18:06:44,4,3210001.0,3,1687207.0,1,1522794.0,2,2223148.0
10000010000001471,9,2015-05-30 18:06:44,5,360001.0,1,354451.0,4,5550.0,0,131951.0
10000010000001472,10,2015-03-23 18:06:44,2,1190001.0,2,687222.0,0,502779.0,0,357966.0
10000010000001473,9,2015-05-17 18:06:44,4,1440001.0,3,1251194.0,1,188807.0,2,917330.0
10000010000001474,9,2015-03-29 18:06:44,2,4300001.0,2,1328736.0,0,2971265.0,1,214067.0
10000010000001475,9,2015-03-16 18:06:44,7,4490001.0,5,4298327.0,2,191674.0,1,2338929.0
10000010000001476,9,2015-05-19 18:06:44,6,3050001.0,6,2984709.0,0,65292.0,1,2920296.0
10000010000001477,9,2015-04-06 18:06:44,5,490001.0,2,442316.0,3,47685.0,0,109492.0
10000010000001478,10,2015-03-22 18:06:44,9,1550001.0,5,1450681.0,4,99320.0,1,548898.0
10000010000001479,10,2015-05-04 18:06:44,7,3570001.0,6,565203.0,1,3004798.0,3,765854.0
10000010000001480,9,2015-03-28 18:06:44,2,2900001.0,2,1710661.0,0,1189340.0,0,708486.0
10000010000001481,10,2015-04-12 18:06:44,6,4750001.0,1,169448.0,5,4580553.0,0,3939000.0
10000010000001482,9,2015-05-20 18:06:44,9,2360001.0,6,667084.0,3,1692917.0,0,2092349.0
10000010000001483,10,2015-06-09 18:06:44,7,4370001.0,2,3372061.0,5,997940.0,0,2247712.0
10000010000001484,10,2015-03-14 18:06:44,5,4940001.0,2,2557288.0,3,2382713.0,1,3406211.0
