projectId,status,updateTime,epCompanyName,epcompanyAddress,registerAssets,employessNum,epIndustry,epManageYears,loadCardStatus,oweTaxAmount,normalDebtBalance,attentionDebtBalance,badDebtBanlance,epForceExecNum,epForceExecAmount,epAdminPunishNum,epAdminPunishAmount,patentNum,rewaredNum,socialInsurePayStatus,socialInsureOweAmount,houseFundPayStatus,houseFundOweAmount,epCourtExecNum,epDiscreditCourtExecNum,isThreeMonthsBankRecord,epThreeMonthsWaterFeeAmount,epThreeMonthsElecFeeAmount,epThreeMonthsGasFeeAmount,threeMonthsProcureAmount,threeMonthsSaleAmount,threeMonthsPreSaleAmount,isThreeMonthsBillSum,isThreeMonthsAvtTab,epIsBizPlaceHouseCert,epIsBizPlaceLeaseContract,jobTypeNum,listedAddress,listedPlate,mainIncome1,grossProfit1,netProfit1,totalAssets1,netAssets1,mainIncome2,grossProfit2,netProfit2,totalAssets2,netAssets2,mainIncome3,grossProfit3,netProfit3,totalAssets3,netAssets3
10000010000000688,10,2015-04-30 18:06:44,null,null,4070000.0,19,null,9,2,370000.0,630000.0,740000.0,350000.0,5,3460000.0,10,null,19,10,1,980000.0,2,200000.0,9,0,1,80000.0,13000.0,30000.0,450000.0,570000.0,220000.0,0,0,1,0,10,null,null,720000,150000,100000,2430000,610000,3410000,1720000,1200000,6450000,5890000,2390000,220000,200000,6550000,4130000
10000010000000689,10,2015-05-01 18:06:44,null,null,4650000.0,17,null,10,1,100000.0,250000.0,970000.0,240000.0,1,970000.0,3,null,16,9,0,540000.0,0,840000.0,6,5,0,32000.0,54000.0,69000.0,20000.0,370000.0,30000.0,1,1,1,0,0,null,null,4710000,4150000,3060000,8630000,3710000,2610000,2120000,610000,3120000,2220000,1330000,1160000,680000,9770000,5710000
10000010000000690,9,2015-03-14 18:06:44,null,null,770000.0,36,null,0,1,490000.0,1180000.0,890000.0,120000.0,2,4480000.0,1,null,15,8,0,820000.0,0,90000.0,10,5,0,18000.0,28000.0,98000.0,490000.0,230000.0,570000.0,0,0,0,1,10,null,null,90000,60000,10000,4220000,3320000,4860000,570000,250000,3500000,1600000,2880000,2630000,1040000,6960000,1480000
10000010000000691,10,2015-04-08 18:06:44,null,null,60000.0,40,null,4,2,330000.0,1650000.0,180000.0,70000.0,0,4770000.0,5,null,4,6,1,730000.0,1,380000.0,5,1,1,80000.0,86000.0,49000.0,480000.0,650000.0,90000.0,0,1,1,1,16,null,null,3520000,3180000,1780000,9020000,1370000,3210000,2250000,660000,2430000,630000,1020000,840000,470000,1200000,760000
10000010000000692,10,2015-03-25 18:06:44,null,null,2000000.0,31,null,5,0,820000.0,1510000.0,190000.0,390000.0,5,2420000.0,7,null,14,4,0,220000.0,1,910000.0,5,4,1,59000.0,89000.0,36000.0,490000.0,560000.0,80000.0,1,1,1,0,12,null,null,2750000,2040000,1340000,2290000,910000,1840000,190000,160000,7860000,360000,3740000,950000,810000,4320000,2910000
10000010000000693,9,2015-04-13 18:06:44,null,null,70000.0,24,null,2,2,10000.0,1940000.0,610000.0,220000.0,1,1670000.0,1,null,13,9,2,140000.0,2,410000.0,1,0,1,3000.0,7000.0,48000.0,770000.0,120000.0,180000.0,0,1,0,1,14,null,null,1340000,1320000,1070000,1310000,420000,230000,110000,90000,1370000,90000,2950000,980000,50000,2020000,680000
10000010000000694,10,2015-03-25 18:06:44,null,null,4530000.0,10,null,1,1,990000.0,1970000.0,10000.0,280000.0,5,4370000.0,2,null,14,3,1,870000.0,2,360000.0,7,3,1,46000.0,95000.0,75000.0,80000.0,490000.0,40000.0,0,0,1,1,17,null,null,1890000,1620000,1210000,1440000,660000,4590000,550000,270000,5190000,2320000,2980000,900000,620000,3820000,1530000
10000010000000695,9,2015-03-14 18:06:44,null,null,1440000.0,5,null,5,0,980000.0,1470000.0,920000.0,170000.0,5,3420000.0,5,null,3,6,1,500000.0,2,130000.0,8,2,1,77000.0,57000.0,25000.0,560000.0,220000.0,910000.0,0,0,0,1,9,null,null,2990000,2250000,2070000,6050000,3670000,1030000,640000,230000,7670000,4440000,210000,190000,80000,5270000,3130000
10000010000000696,9,2015-06-01 18:06:44,null,null,480000.0,0,null,6,2,130000.0,920000.0,150000.0,230000.0,5,4410000.0,3,null,16,8,0,490000.0,1,0.0,3,2,0,87000.0,78000.0,75000.0,290000.0,250000.0,320000.0,1,1,0,0,12,null,null,1100000,1010000,470000,6110000,5720000,3370000,2790000,1500000,6740000,3730000,3560000,3280000,2880000,8250000,8240000
10000010000000697,9,2015-04-20 18:06:44,null,null,2890000.0,31,null,8,1,940000.0,20000.0,340000.0,180000.0,0,4250000.0,9,null,3,10,1,990000.0,2,520000.0,8,7,0,95000.0,92000.0,97000.0,890000.0,160000.0,660000.0,0,1,1,0,18,null,null,4320000,3950000,1960000,7480000,860000,1500000,350000,140000,3220000,2970000,2990000,290000,60000,6410000,1860000
10000010000000698,10,2015-05-26 18:06:44,null,null,3910000.0,7,null,10,0,10000.0,1500000.0,50000.0,190000.0,5,3040000.0,6,null,12,3,2,820000.0,2,460000.0,9,6,0,7000.0,39000.0,4000.0,350000.0,220000.0,320000.0,1,1,1,0,8,null,null,2670000,210000,120000,3300000,3260000,1760000,900000,230000,1290000,1140000,2480000,380000,320000,1080000,470000
10000010000000699,9,2015-05-28 18:06:44,null,null,2810000.0,37,null,0,2,170000.0,0.0,100000.0,130000.0,5,3250000.0,5,null,9,4,0,50000.0,0,960000.0,1,0,0,43000.0,9000.0,60000.0,90000.0,770000.0,740000.0,1,1,0,0,1,null,null,2480000,2040000,970000,4860000,380000,470000,460000,120000,8070000,1050000,1890000,650000,500000,3850000,2280000
10000010000000700,9,2015-05-29 18:06:44,null,null,2030000.0,19,null,7,0,870000.0,1960000.0,170000.0,70000.0,6,3670000.0,10,null,14,0,0,740000.0,0,100000.0,5,1,0,32000.0,51000.0,89000.0,110000.0,570000.0,190000.0,1,0,0,0,10,null,null,1780000,810000,430000,1250000,970000,1520000,390000,210000,1500000,1420000,890000,80000,40000,4670000,4370000
10000010000000701,10,2015-04-13 18:06:44,null,null,1860000.0,5,null,0,2,160000.0,1670000.0,390000.0,250000.0,4,90000.0,7,null,2,2,2,740000.0,1,830000.0,6,1,1,9000.0,2000.0,2000.0,710000.0,860000.0,170000.0,1,1,0,0,12,null,null,580000,260000,60000,4350000,3670000,3420000,3110000,3040000,4240000,1310000,4270000,720000,310000,8070000,4300000
10000010000000702,10,2015-04-14 18:06:44,null,null,3860000.0,33,null,2,0,630000.0,760000.0,520000.0,450000.0,1,1200000.0,0,null,10,8,2,740000.0,2,190000.0,7,3,0,84000.0,26000.0,14000.0,90000.0,850000.0,970000.0,0,0,1,0,16,null,null,1570000,680000,400000,8730000,1000000,1740000,1340000,800000,6930000,5780000,3570000,3280000,1860000,6050000,2030000
10000010000000703,10,2015-03-16 18:06:44,null,null,4110000.0,46,null,5,1,510000.0,200000.0,500000.0,260000.0,0,4050000.0,2,null,9,10,2,330000.0,1,170000.0,7,4,0,84000.0,48000.0,87000.0,670000.0,420000.0,450000.0,1,0,1,0,17,null,null,3350000,220000,160000,5580000,4150000,470000,430000,30000,3930000,1260000,2520000,1130000,60000,7030000,3180000
10000010000000704,10,2015-05-16 18:06:44,null,null,4770000.0,0,null,0,0,230000.0,1860000.0,510000.0,280000.0,5,3160000.0,1,null,18,1,2,520000.0,1,950000.0,3,2,0,21000.0,7000.0,54000.0,840000.0,820000.0,350000.0,0,1,1,1,13,null,null,3630000,1130000,640000,4050000,110000,860000,630000,270000,8590000,7620000,560000,450000,360000,7970000,5620000
10000010000000705,9,2015-05-21 18:06:44,null,null,2850000.0,28,null,0,2,1000000.0,1070000.0,550000.0,340000.0,6,4540000.0,9,null,19,2,0,190000.0,1,760000.0,9,7,0,13000.0,49000.0,71000.0,990000.0,470000.0,850000.0,0,0,0,0,2,null,null,2310000,2100000,1140000,6510000,2230000,4760000,4300000,3160000,2960000,340000,4450000,2570000,510000,9440000,8600000
10000010000000706,10,2015-03-13 18:06:44,null,null,3470000.0,8,null,2,0,540000.0,1990000.0,650000.0,60000.0,6,2100000.0,3,null,19,1,2,660000.0,0,140000.0,4,2,0,19000.0,64000.0,17000.0,160000.0,70000.0,130000.0,0,1,0,1,12,null,null,3810000,3430000,2000000,3160000,2110000,2560000,1840000,920000,6520000,5820000,380000,20000,10000,8390000,7450000
10000010000000707,9,2015-06-05 18:06:44,null,null,3890000.0,37,null,8,0,640000.0,340000.0,630000.0,350000.0,3,950000.0,7,null,2,6,2,1000000.0,1,100000.0,10,5,0,20000.0,52000.0,40000.0,560000.0,710000.0,10000.0,1,0,1,1,16,null,null,120000,100000,70000,4030000,570000,820000,720000,430000,4020000,2690000,4040000,3080000,2990000,3540000,1190000
10000010000000708,10,2015-05-02 18:06:44,null,null,4370000.0,50,null,4,2,170000.0,1380000.0,560000.0,350000.0,0,1700000.0,3,null,19,6,0,230000.0,1,360000.0,2,0,0,49000.0,76000.0,28000.0,250000.0,510000.0,30000.0,1,0,1,1,16,null,null,1760000,1020000,770000,7560000,5870000,3050000,2860000,2530000,9340000,6970000,2430000,870000,820000,7930000,120000
10000010000000709,9,2015-05-18 18:06:44,null,null,2200000.0,19,null,6,0,90000.0,980000.0,550000.0,150000.0,1,3620000.0,9,null,9,9,0,340000.0,2,190000.0,6,1,1,78000.0,91000.0,4000.0,320000.0,980000.0,980000.0,1,0,1,0,18,null,null,1890000,880000,110000,2310000,820000,1010000,430000,320000,3430000,1490000,460000,210000,10000,2910000,2130000
10000010000000710,10,2015-03-26 18:06:44,null,null,2150000.0,18,null,6,2,80000.0,70000.0,250000.0,500000.0,6,230000.0,3,null,11,4,2,530000.0,0,10000.0,6,3,0,1000.0,25000.0,33000.0,790000.0,320000.0,20000.0,0,1,1,0,5,null,null,2070000,1290000,460000,3310000,2890000,1860000,40000,20000,9220000,1580000,240000,130000,120000,4920000,3640000
10000010000000711,9,2015-03-20 18:06:44,null,null,2260000.0,17,null,6,1,120000.0,2000000.0,60000.0,70000.0,2,1480000.0,8,null,6,10,1,520000.0,1,670000.0,10,2,0,25000.0,68000.0,39000.0,110000.0,880000.0,70000.0,1,0,1,1,9,null,null,940000,520000,60000,6300000,4480000,1820000,1650000,1510000,9900000,2790000,4630000,1340000,550000,6550000,4360000
10000010000000712,10,2015-06-01 18:06:44,null,null,1110000.0,15,null,6,1,650000.0,310000.0,40000.0,90000.0,3,3780000.0,8,null,10,1,0,960000.0,1,610000.0,9,2,1,36000.0,42000.0,53000.0,490000.0,920000.0,450000.0,1,1,0,0,17,null,null,4000000,370000,300000,7420000,5300000,300000,200000,60000,6900000,4810000,4550000,750000,470000,3410000,3130000
10000010000000713,9,2015-04-27 18:06:44,null,null,3120000.0,9,null,1,2,400000.0,1510000.0,340000.0,410000.0,1,220000.0,0,null,16,6,1,440000.0,1,700000.0,3,0,0,45000.0,75000.0,46000.0,980000.0,320000.0,40000.0,0,1,1,1,12,null,null,4850000,2580000,650000,3410000,1010000,3600000,2440000,1510000,8970000,1780000,1020000,450000,210000,7290000,6750000
10000010000000714,9,2015-03-24 18:06:44,null,null,3470000.0,40,null,1,2,630000.0,730000.0,410000.0,100000.0,3,1750000.0,0,null,16,7,1,920000.0,2,400000.0,5,1,0,93000.0,5000.0,59000.0,580000.0,950000.0,840000.0,1,0,0,0,16,null,null,2330000,300000,10000,1480000,1400000,2300000,1790000,1310000,5500000,1560000,4890000,170000,110000,4190000,2670000
10000010000000715,9,2015-06-08 18:06:44,null,null,1040000.0,27,null,10,0,790000.0,1410000.0,600000.0,320000.0,4,5000000.0,3,null,1,7,0,570000.0,2,890000.0,4,0,0,68000.0,67000.0,32000.0,730000.0,950000.0,180000.0,1,1,0,1,13,null,null,230000,200000,190000,4420000,3970000,960000,60000,30000,5110000,2170000,80000,50000,20000,4350000,1890000
10000010000000716,10,2015-05-01 18:06:44,null,null,2000000.0,14,null,8,2,90000.0,610000.0,440000.0,450000.0,4,4780000.0,4,null,12,3,1,840000.0,1,320000.0,1,0,1,96000.0,64000.0,61000.0,500000.0,800000.0,580000.0,0,0,1,0,8,null,null,2930000,150000,10000,5110000,3210000,1070000,880000,750000,5850000,5420000,2090000,1940000,250000,2840000,2180000
10000010000000717,9,2015-04-22 18:06:44,null,null,1790000.0,30,null,2,2,140000.0,720000.0,880000.0,480000.0,4,2720000.0,4,null,19,6,0,740000.0,0,830000.0,3,2,0,16000.0,3000.0,5000.0,50000.0,860000.0,840000.0,1,1,0,0,3,null,null,1790000,1760000,1480000,8610000,3030000,1550000,780000,610000,7100000,5180000,2750000,2280000,1490000,3970000,3480000
10000010000000718,9,2015-05-29 18:06:44,null,null,1040000.0,27,null,6,2,740000.0,480000.0,40000.0,250000.0,4,2660000.0,4,null,6,1,0,590000.0,1,450000.0,8,7,0,74000.0,62000.0,70000.0,200000.0,130000.0,890000.0,0,1,0,1,17,null,null,2280000,910000,310000,5090000,4270000,2120000,680000,150000,8510000,6920000,1060000,10000,0,9870000,9780000
10000010000000719,10,2015-04-26 18:06:44,null,null,1200000.0,47,null,3,1,890000.0,1760000.0,180000.0,370000.0,4,460000.0,5,null,15,4,2,110000.0,2,490000.0,9,3,1,98000.0,85000.0,93000.0,260000.0,50000.0,720000.0,0,0,1,0,17,null,null,3530000,1950000,420000,1620000,30000,2760000,1800000,440000,1190000,260000,3680000,1400000,460000,1340000,310000
10000010000000720,9,2015-03-20 18:06:44,null,null,4750000.0,14,null,1,1,900000.0,1550000.0,180000.0,350000.0,4,1620000.0,2,null,8,7,1,510000.0,0,790000.0,10,5,0,85000.0,4000.0,93000.0,800000.0,630000.0,510000.0,0,1,0,0,14,null,null,1990000,740000,340000,4840000,2980000,4320000,700000,140000,7550000,6100000,310000,120000,0,5880000,1710000
10000010000000721,9,2015-03-17 18:06:44,null,null,2360000.0,39,null,5,1,170000.0,1200000.0,340000.0,110000.0,4,1890000.0,4,null,9,1,2,800000.0,2,770000.0,3,1,0,41000.0,19000.0,27000.0,430000.0,730000.0,560000.0,0,1,1,1,9,null,null,2140000,1300000,540000,8050000,260000,1960000,1770000,1050000,7740000,2720000,2290000,830000,180000,4090000,3430000
10000010000000722,9,2015-04-17 18:06:44,null,null,3280000.0,8,null,2,2,370000.0,1490000.0,670000.0,130000.0,2,2260000.0,9,null,10,1,2,390000.0,2,20000.0,8,6,0,93000.0,29000.0,45000.0,880000.0,350000.0,960000.0,1,1,0,1,6,null,null,1030000,350000,30000,9580000,8580000,3160000,1580000,1320000,2260000,1190000,2860000,2710000,1860000,7340000,920000
10000010000000723,10,2015-04-29 18:06:44,null,null,3510000.0,46,null,9,0,80000.0,1000000.0,960000.0,250000.0,6,3090000.0,6,null,6,6,2,20000.0,0,0.0,1,0,1,90000.0,72000.0,73000.0,210000.0,170000.0,540000.0,1,0,1,1,1,null,null,2020000,1830000,1370000,8580000,7550000,4090000,1050000,640000,3710000,2480000,1910000,1740000,100000,2430000,150000
10000010000000724,9,2015-05-18 18:06:44,null,null,1290000.0,34,null,1,2,630000.0,1260000.0,450000.0,390000.0,3,1700000.0,4,null,0,6,0,330000.0,0,700000.0,5,2,1,51000.0,61000.0,32000.0,160000.0,950000.0,200000.0,0,1,0,1,3,null,null,3280000,1290000,1190000,4160000,3890000,1220000,1170000,110000,9690000,5570000,2820000,480000,210000,5220000,5180000
10000010000000725,9,2015-03-29 18:06:44,null,null,1670000.0,2,null,6,1,170000.0,200000.0,740000.0,200000.0,6,1330000.0,3,null,13,10,1,310000.0,0,470000.0,10,7,0,68000.0,22000.0,62000.0,650000.0,10000.0,220000.0,1,1,0,1,19,null,null,330000,110000,0,5670000,2640000,1780000,1710000,10000,3200000,630000,2880000,1190000,0,6600000,6340000
10000010000000726,10,2015-04-08 18:06:44,null,null,3770000.0,1,null,7,1,750000.0,910000.0,180000.0,240000.0,5,2980000.0,0,null,14,3,2,350000.0,2,420000.0,9,7,0,7000.0,23000.0,8000.0,450000.0,920000.0,420000.0,1,1,1,0,11,null,null,80000,10000,0,3010000,270000,2640000,1200000,1140000,9470000,6540000,4090000,690000,190000,5610000,1560000
10000010000000727,10,2015-03-17 18:06:44,null,null,1620000.0,31,null,4,2,830000.0,1270000.0,170000.0,230000.0,6,2820000.0,1,null,1,5,1,190000.0,2,450000.0,4,1,0,89000.0,49000.0,20000.0,50000.0,10000.0,150000.0,0,0,1,0,1,null,null,1290000,1270000,1030000,1310000,710000,4240000,450000,430000,2810000,290000,570000,190000,180000,7850000,2860000
10000010000000728,10,2015-05-23 18:06:44,null,null,3810000.0,21,null,3,2,900000.0,1880000.0,280000.0,60000.0,5,620000.0,10,null,8,8,2,40000.0,0,270000.0,9,2,1,51000.0,69000.0,19000.0,870000.0,980000.0,450000.0,1,1,0,1,8,null,null,820000,150000,110000,1400000,910000,1640000,1490000,280000,6940000,170000,3490000,1100000,130000,8270000,2930000
10000010000000729,9,2015-05-19 18:06:44,null,null,3330000.0,27,null,1,0,730000.0,1370000.0,40000.0,260000.0,6,930000.0,6,null,0,8,0,410000.0,1,440000.0,1,0,0,82000.0,20000.0,29000.0,410000.0,860000.0,870000.0,1,0,1,1,1,null,null,1530000,1060000,280000,5040000,1740000,3260000,1990000,1010000,1870000,1000000,4140000,2280000,1030000,4110000,2730000
10000010000000730,9,2015-05-31 18:06:44,null,null,1380000.0,30,null,2,2,290000.0,70000.0,640000.0,130000.0,0,1100000.0,2,null,8,4,0,830000.0,2,940000.0,2,1,1,52000.0,41000.0,100000.0,370000.0,310000.0,620000.0,0,0,0,0,16,null,null,3350000,900000,740000,3420000,1620000,1160000,650000,520000,7750000,5030000,3270000,1090000,360000,7110000,1540000
10000010000000731,9,2015-03-19 18:06:44,null,null,1460000.0,33,null,9,0,20000.0,0.0,230000.0,250000.0,3,4100000.0,8,null,19,0,1,470000.0,2,520000.0,2,0,0,80000.0,79000.0,19000.0,520000.0,450000.0,810000.0,1,0,1,0,10,null,null,2650000,1170000,770000,9010000,1570000,2570000,2010000,990000,9020000,8360000,3100000,1810000,940000,7490000,3020000
10000010000000732,10,2015-04-25 18:06:44,null,null,3060000.0,24,null,4,2,470000.0,750000.0,820000.0,380000.0,1,3780000.0,1,null,5,2,1,750000.0,1,180000.0,7,2,0,13000.0,54000.0,89000.0,590000.0,770000.0,810000.0,1,1,0,1,18,null,null,2070000,240000,140000,8520000,1110000,4310000,2060000,1200000,1810000,0,4080000,3500000,240000,6580000,930000
10000010000000733,10,2015-04-24 18:06:44,null,null,4500000.0,42,null,4,2,880000.0,470000.0,550000.0,100000.0,2,2730000.0,8,null,12,8,2,590000.0,1,360000.0,5,3,0,82000.0,59000.0,79000.0,30000.0,810000.0,190000.0,1,1,0,0,12,null,null,220000,100000,40000,1010000,70000,1970000,810000,630000,8620000,2510000,880000,480000,310000,4870000,4740000
10000010000000734,10,2015-06-09 18:06:44,null,null,1820000.0,47,null,10,1,810000.0,1850000.0,270000.0,310000.0,4,1590000.0,6,null,20,8,2,710000.0,2,620000.0,1,0,0,70000.0,59000.0,49000.0,560000.0,170000.0,230000.0,1,1,1,1,8,null,null,2110000,40000,20000,4680000,1090000,1350000,1130000,940000,6910000,1690000,3460000,2330000,1890000,1160000,410000
10000010000000735,10,2015-05-28 18:06:44,null,null,3790000.0,23,null,6,1,570000.0,880000.0,240000.0,440000.0,0,4180000.0,9,null,6,6,2,670000.0,2,900000.0,1,0,0,0.0,4000.0,22000.0,770000.0,450000.0,430000.0,0,0,1,1,14,null,null,510000,340000,110000,2650000,2520000,3900000,3550000,390000,2400000,1720000,170000,90000,10000,3720000,2620000
10000010000000736,10,2015-04-15 18:06:44,null,null,1750000.0,37,null,3,0,430000.0,1230000.0,330000.0,260000.0,2,2810000.0,8,null,19,10,2,910000.0,1,370000.0,4,2,1,36000.0,47000.0,34000.0,150000.0,960000.0,400000.0,1,0,0,0,16,null,null,4630000,310000,0,1310000,1100000,4250000,3920000,400000,3610000,1010000,2880000,2470000,850000,4640000,3910000
10000010000000737,9,2015-05-29 18:06:44,null,null,2400000.0,43,null,6,2,780000.0,1360000.0,60000.0,290000.0,4,470000.0,9,null,2,9,0,700000.0,0,850000.0,3,1,0,65000.0,55000.0,60000.0,640000.0,160000.0,850000.0,1,0,1,1,18,null,null,4620000,1360000,1050000,1770000,200000,3450000,2980000,1710000,9260000,3940000,2230000,40000,20000,6920000,700000
10000010000000738,9,2015-06-09 18:06:44,null,null,3590000.0,31,null,7,2,420000.0,580000.0,570000.0,290000.0,2,3700000.0,3,null,12,10,2,440000.0,0,60000.0,5,0,0,82000.0,66000.0,50000.0,30000.0,750000.0,900000.0,1,0,0,1,1,null,null,1210000,680000,120000,1310000,230000,3480000,2710000,840000,1230000,600000,3350000,110000,50000,9720000,3650000
10000010000000739,9,2015-04-04 18:06:44,null,null,3320000.0,2,null,4,1,490000.0,1820000.0,830000.0,200000.0,5,940000.0,0,null,20,3,0,180000.0,0,150000.0,6,5,0,56000.0,0.0,27000.0,890000.0,780000.0,560000.0,0,1,1,0,8,null,null,3480000,2820000,1280000,4630000,1200000,80000,60000,50000,4290000,3300000,590000,470000,240000,3490000,2530000
10000010000000740,10,2015-05-31 18:06:44,null,null,4930000.0,10,null,6,2,870000.0,1090000.0,860000.0,20000.0,3,4130000.0,10,null,16,8,1,630000.0,2,590000.0,6,1,1,43000.0,53000.0,9000.0,960000.0,950000.0,220000.0,0,1,1,1,14,null,null,2640000,1760000,1140000,8270000,1640000,3660000,1080000,920000,1000000,620000,2580000,300000,130000,3690000,2350000
10000010000000741,9,2015-05-27 18:06:44,null,null,3730000.0,39,null,6,2,940000.0,270000.0,740000.0,420000.0,4,4550000.0,10,null,11,2,2,310000.0,0,390000.0,3,2,0,71000.0,44000.0,50000.0,720000.0,150000.0,980000.0,1,1,1,0,19,null,null,1970000,1300000,810000,9470000,8250000,2040000,1000000,900000,3280000,2890000,4300000,1750000,890000,6190000,50000
10000010000000742,9,2015-03-31 18:06:44,null,null,150000.0,33,null,2,1,460000.0,1020000.0,660000.0,320000.0,2,3440000.0,8,null,19,1,1,0.0,2,610000.0,9,2,1,31000.0,96000.0,46000.0,20000.0,490000.0,740000.0,0,0,0,1,9,null,null,1240000,440000,330000,7160000,5450000,20000,10000,0,8740000,3730000,4970000,700000,630000,5330000,1600000
10000010000000743,10,2015-03-28 18:06:44,null,null,3510000.0,15,null,4,1,850000.0,1460000.0,790000.0,480000.0,5,3970000.0,3,null,18,2,2,560000.0,0,410000.0,1,0,0,28000.0,59000.0,50000.0,10000.0,590000.0,280000.0,0,1,0,1,13,null,null,4490000,3020000,590000,7120000,6540000,3250000,640000,580000,6860000,5360000,4810000,550000,250000,8710000,4920000
10000010000000744,9,2015-06-03 18:06:44,null,null,3020000.0,39,null,1,0,480000.0,750000.0,240000.0,340000.0,1,630000.0,6,null,8,7,1,940000.0,2,800000.0,1,0,1,0.0,87000.0,91000.0,350000.0,750000.0,70000.0,1,0,1,1,5,null,null,3170000,1460000,40000,1960000,1280000,4780000,2970000,950000,5200000,1480000,2590000,560000,270000,5640000,2760000
10000010000000745,9,2015-03-31 18:06:44,null,null,1290000.0,33,null,0,1,780000.0,20000.0,940000.0,20000.0,6,170000.0,1,null,16,10,2,680000.0,2,840000.0,8,1,1,8000.0,61000.0,60000.0,830000.0,730000.0,440000.0,0,0,1,1,19,null,null,4920000,190000,160000,5560000,2210000,4370000,1610000,1290000,6360000,2860000,360000,260000,240000,8260000,2730000
10000010000000746,10,2015-04-30 18:06:44,null,null,90000.0,4,null,8,0,100000.0,1450000.0,0.0,460000.0,4,620000.0,3,null,14,0,0,220000.0,0,510000.0,9,4,0,54000.0,28000.0,39000.0,450000.0,0.0,410000.0,0,1,1,1,12,null,null,3590000,3380000,1510000,5470000,5050000,3240000,2280000,2210000,9080000,6890000,750000,650000,210000,2770000,2460000
10000010000000747,9,2015-05-22 18:06:44,null,null,2910000.0,22,null,5,2,760000.0,1250000.0,800000.0,100000.0,2,1740000.0,7,null,4,1,1,450000.0,1,910000.0,8,0,1,87000.0,93000.0,1000.0,600000.0,520000.0,440000.0,0,0,0,1,2,null,null,2400000,770000,310000,5240000,260000,3400000,1870000,130000,2910000,360000,1240000,590000,200000,2690000,1570000
10000010000000748,10,2015-05-13 18:06:44,null,null,690000.0,46,null,1,2,680000.0,1240000.0,600000.0,20000.0,3,4360000.0,7,null,8,10,1,120000.0,1,830000.0,4,1,1,22000.0,62000.0,3000.0,630000.0,970000.0,750000.0,1,0,1,0,7,null,null,3120000,720000,440000,5600000,2730000,2990000,380000,90000,6410000,5810000,4900000,2040000,1720000,5440000,920000
10000010000000749,9,2015-04-29 18:06:44,null,null,1590000.0,33,null,2,1,600000.0,170000.0,250000.0,460000.0,3,3580000.0,10,null,8,6,0,480000.0,2,40000.0,9,0,1,80000.0,0.0,58000.0,880000.0,430000.0,970000.0,0,1,1,0,4,null,null,1130000,510000,350000,5640000,510000,1730000,150000,30000,2400000,80000,3490000,1880000,1800000,6330000,3400000
10000010000000750,9,2015-04-17 18:06:44,null,null,1850000.0,21,null,8,1,120000.0,1230000.0,960000.0,480000.0,2,2680000.0,8,null,18,3,0,390000.0,2,450000.0,5,4,0,100000.0,12000.0,75000.0,120000.0,960000.0,380000.0,0,1,0,1,12,null,null,2820000,1160000,530000,7420000,780000,2730000,1270000,10000,8850000,1960000,1710000,1590000,970000,2090000,1920000
10000010000000751,9,2015-04-24 18:06:44,null,null,1700000.0,15,null,4,0,690000.0,710000.0,310000.0,140000.0,3,2000000.0,8,null,8,5,2,960000.0,2,930000.0,7,0,1,9000.0,9000.0,94000.0,660000.0,340000.0,660000.0,0,0,1,1,13,null,null,1390000,220000,150000,4250000,370000,3570000,1040000,810000,6170000,1080000,1140000,30000,20000,7600000,1560000
10000010000000752,9,2015-05-24 18:06:44,null,null,4690000.0,40,null,9,2,800000.0,980000.0,990000.0,210000.0,1,1370000.0,3,null,5,9,1,830000.0,2,410000.0,7,0,0,48000.0,70000.0,30000.0,180000.0,1000000.0,990000.0,1,0,0,1,5,null,null,3590000,1190000,270000,7060000,150000,2910000,1510000,40000,3220000,1940000,1420000,390000,80000,4730000,3440000
10000010000000753,9,2015-03-19 18:06:44,null,null,1890000.0,9,null,1,0,760000.0,1580000.0,320000.0,80000.0,6,4950000.0,0,null,5,1,2,940000.0,1,60000.0,9,1,0,95000.0,68000.0,87000.0,850000.0,740000.0,700000.0,1,1,1,0,5,null,null,120000,60000,30000,9830000,4710000,1020000,550000,180000,8020000,4070000,640000,530000,210000,2740000,2410000
10000010000000754,10,2015-05-11 18:06:44,null,null,1700000.0,44,null,1,0,810000.0,220000.0,300000.0,120000.0,4,3900000.0,6,null,2,9,1,630000.0,1,970000.0,10,5,0,53000.0,41000.0,98000.0,140000.0,600000.0,580000.0,0,1,0,0,12,null,null,3030000,620000,460000,1290000,360000,3200000,1500000,870000,5000000,2850000,2280000,2270000,1450000,6660000,4290000
10000010000000755,10,2015-04-30 18:06:44,null,null,2960000.0,25,null,1,2,390000.0,0.0,410000.0,10000.0,2,2490000.0,1,null,17,0,1,150000.0,2,260000.0,8,5,1,45000.0,6000.0,12000.0,700000.0,870000.0,910000.0,1,1,0,0,11,null,null,880000,270000,110000,1740000,710000,4680000,1030000,540000,2660000,180000,3150000,3030000,2890000,3560000,1330000
10000010000000756,9,2015-04-25 18:06:44,null,null,2860000.0,6,null,7,1,1000000.0,930000.0,220000.0,260000.0,3,4230000.0,8,null,8,7,1,820000.0,0,660000.0,5,4,0,24000.0,46000.0,38000.0,190000.0,750000.0,470000.0,0,1,0,1,11,null,null,1850000,190000,70000,1050000,840000,3650000,320000,140000,6160000,2810000,4000000,2180000,2010000,7750000,3440000
