projectId,status,updateTime,houseAddress,houseArea,houseEstimatePrice,houseMarketPrice,houseNature,decorateLevel,isAdult,isHouseLoad,houseMortgageCondition,houseCarteBlanche,houseCertHosting,landCertHosting
10000010000001257,10,2015-04-24 18:06:44,null,488,4130000.0,4230000.0,1,1,1,0,0,0,0,0
10000010000001258,10,2015-03-31 18:06:44,null,243,910000.0,870000.0,2,1,0,0,0,0,0,1
10000010000001259,9,2015-04-30 18:06:44,null,304,1330000.0,2740000.0,2,0,1,0,0,0,1,1
10000010000001260,10,2015-04-16 18:06:44,null,192,4200000.0,2390000.0,2,0,1,1,1,0,1,1
10000010000001261,10,2015-03-27 18:06:44,null,150,2040000.0,500000.0,2,1,0,0,1,0,0,1
10000010000001262,9,2015-05-25 18:06:44,null,224,2570000.0,4400000.0,0,0,0,0,1,0,1,0
10000010000001263,10,2015-04-22 18:06:44,null,324,3420000.0,2270000.0,2,1,1,0,0,1,0,0
10000010000001264,9,2015-04-02 18:06:44,null,54,3650000.0,2550000.0,2,1,0,0,0,0,1,0
10000010000001265,9,2015-03-16 18:06:44,null,155,1840000.0,1260000.0,0,0,0,1,0,0,0,0
10000010000001266,10,2015-04-18 18:06:44,null,399,1310000.0,3850000.0,0,0,1,0,1,0,1,1
10000010000001267,10,2015-05-08 18:06:44,null,39,1280000.0,3140000.0,1,1,0,1,0,1,0,1
10000010000001268,10,2015-06-03 18:06:44,null,420,3430000.0,2680000.0,1,1,0,1,0,1,1,1
10000010000001269,10,2015-04-29 18:06:44,null,353,410000.0,3120000.0,1,1,1,1,1,0,0,0
10000010000001270,10,2015-04-20 18:06:44,null,175,2860000.0,4830000.0,1,1,1,1,0,0,1,0
10000010000001271,10,2015-04-19 18:06:44,null,118,300000.0,4460000.0,2,1,0,0,1,1,1,0
10000010000001272,10,2015-04-26 18:06:44,null,152,3930000.0,630000.0,2,0,1,1,1,0,0,0
10000010000001273,9,2015-04-26 18:06:44,null,400,1490000.0,1080000.0,1,1,1,1,1,0,0,1
10000010000001274,9,2015-04-19 18:06:44,null,111,3280000.0,940000.0,0,1,0,1,1,1,0,0
10000010000001275,10,2015-04-23 18:06:44,null,498,1780000.0,2210000.0,0,0,0,0,0,0,1,1
10000010000001276,9,2015-04-25 18:06:44,null,231,370000.0,3160000.0,2,0,0,0,1,1,1,0
10000010000001277,10,2015-03-22 18:06:44,null,347,3630000.0,4130000.0,0,1,0,1,1,0,0,1
10000010000001278,10,2015-03-22 18:06:44,null,178,1690000.0,3580000.0,2,0,0,1,1,0,1,1
10000010000001279,10,2015-05-20 18:06:44,null,180,2820000.0,1610000.0,2,1,1,1,0,0,0,0
10000010000001280,10,2015-05-17 18:06:44,null,497,1140000.0,2970000.0,1,1,1,1,1,1,0,0
10000010000001281,9,2015-05-29 18:06:44,null,355,1620000.0,4590000.0,0,1,0,1,1,1,1,1
10000010000001282,10,2015-03-25 18:06:44,null,132,3880000.0,3640000.0,2,0,1,0,1,0,1,1
10000010000001283,9,2015-05-15 18:06:44,null,253,3570000.0,1240000.0,0,0,1,1,1,1,1,0
10000010000001284,9,2015-05-02 18:06:44,null,67,1400000.0,2650000.0,1,1,0,0,1,0,0,1
10000010000001285,9,2015-06-01 18:06:44,null,38,2850000.0,4270000.0,0,1,0,0,1,1,0,1
10000010000001286,10,2015-05-24 18:06:44,null,445,590000.0,4100000.0,0,0,0,0,1,1,1,1
10000010000001287,10,2015-04-03 18:06:44,null,323,4170000.0,3250000.0,1,1,0,1,0,0,1,0
10000010000001288,9,2015-03-19 18:06:44,null,114,4070000.0,4360000.0,1,1,1,1,1,0,1,1
10000010000001289,9,2015-06-09 18:06:44,null,479,3660000.0,2600000.0,1,0,0,0,1,0,1,1
10000010000001290,9,2015-04-27 18:06:44,null,176,1940000.0,840000.0,1,0,1,1,1,0,1,0
10000010000001291,10,2015-04-28 18:06:44,null,356,490000.0,1520000.0,1,0,1,0,0,0,1,0
10000010000001292,10,2015-06-02 18:06:44,null,301,3620000.0,3520000.0,1,1,1,1,1,1,0,0
10000010000001293,10,2015-03-31 18:06:44,null,305,1430000.0,2320000.0,1,1,1,1,1,1,1,0
10000010000001294,9,2015-04-25 18:06:44,null,343,3900000.0,4370000.0,1,1,1,1,0,1,0,0
10000010000001295,10,2015-04-25 18:06:44,null,279,640000.0,3030000.0,1,1,0,1,1,1,0,1
10000010000001296,10,2015-03-22 18:06:44,null,390,1000000.0,1900000.0,0,1,0,1,1,0,0,0
10000010000001297,9,2015-05-24 18:06:44,null,262,1940000.0,920000.0,2,1,1,1,0,0,1,0
10000010000001298,10,2015-04-13 18:06:44,null,446,4340000.0,1230000.0,1,1,1,1,1,0,1,0
10000010000001299,10,2015-05-01 18:06:44,null,134,3790000.0,3980000.0,0,1,1,0,0,0,0,0
10000010000001300,9,2015-05-01 18:06:44,null,101,1670000.0,4540000.0,2,1,1,1,0,0,1,1
10000010000001301,9,2015-05-25 18:06:44,null,329,3990000.0,720000.0,2,0,1,1,1,1,0,0
10000010000001302,9,2015-04-11 18:06:44,null,85,1530000.0,2250000.0,2,1,0,1,0,0,0,0
10000010000001303,9,2015-03-14 18:06:44,null,296,2990000.0,2290000.0,0,1,0,0,0,1,1,0
10000010000001304,9,2015-05-16 18:06:44,null,90,3200000.0,820000.0,0,1,1,1,1,1,0,1
10000010000001305,9,2015-04-29 18:06:44,null,438,3430000.0,4020000.0,2,0,0,1,0,1,0,0
10000010000001306,9,2015-04-13 18:06:44,null,96,330000.0,2960000.0,1,1,0,0,0,0,1,0
10000010000001307,10,2015-04-09 18:06:44,null,455,1570000.0,4330000.0,0,1,0,1,1,0,1,1
10000010000001308,9,2015-04-21 18:06:44,null,297,1760000.0,3790000.0,0,0,1,0,1,0,0,1
10000010000001309,10,2015-05-28 18:06:44,null,235,2550000.0,3210000.0,1,0,0,1,1,1,1,1
10000010000001310,10,2015-04-17 18:06:44,null,105,2470000.0,4770000.0,2,1,0,0,0,0,1,0
10000010000001311,9,2015-04-02 18:06:44,null,33,3730000.0,1360000.0,1,1,1,1,1,1,1,0
10000010000001312,10,2015-03-29 18:06:44,null,159,950000.0,3740000.0,1,1,1,1,1,0,1,0
10000010000001313,9,2015-05-11 18:06:44,null,168,2330000.0,4900000.0,1,0,1,0,1,0,1,1
10000010000001314,9,2015-05-30 18:06:44,null,258,600000.0,2690000.0,0,1,0,1,1,1,1,1
10000010000001315,10,2015-03-21 18:06:44,null,89,1980000.0,600000.0,0,0,1,1,1,0,0,0
10000010000001316,9,2015-04-23 18:06:44,null,403,3620000.0,3770000.0,0,0,0,1,1,1,0,1
10000010000001317,9,2015-04-03 18:06:44,null,151,2850000.0,1850000.0,0,1,1,0,1,0,1,0
10000010000001318,10,2015-04-03 18:06:44,null,287,510000.0,3480000.0,0,1,0,0,1,0,1,0
10000010000001319,9,2015-05-25 18:06:44,null,413,1470000.0,1260000.0,2,1,0,1,0,1,1,0
10000010000001320,9,2015-06-02 18:06:44,null,434,4270000.0,880000.0,1,1,0,1,0,1,0,0
10000010000001321,9,2015-03-12 18:06:44,null,404,2280000.0,780000.0,2,0,1,0,1,0,1,0
10000010000001322,9,2015-05-20 18:06:44,null,341,3290000.0,1700000.0,2,1,0,0,1,1,1,1
10000010000001323,10,2015-06-01 18:06:44,null,127,2050000.0,380000.0,2,0,0,1,0,1,1,1
10000010000001324,10,2015-03-14 18:06:44,null,233,1590000.0,4100000.0,2,0,1,1,1,1,1,0
10000010000001325,9,2015-05-08 18:06:44,null,465,2690000.0,640000.0,0,0,0,1,1,0,1,1
10000010000001326,9,2015-06-07 18:06:44,null,40,1240000.0,3840000.0,2,1,1,1,1,1,1,0
10000010000001327,10,2015-05-10 18:06:44,null,73,1920000.0,4400000.0,0,0,0,0,1,0,0,1
10000010000001328,10,2015-05-17 18:06:44,null,238,2070000.0,4620000.0,1,1,0,0,1,1,1,1
10000010000001329,10,2015-04-26 18:06:44,null,452,1800000.0,1840000.0,1,1,1,0,0,0,1,1
10000010000001330,9,2015-06-02 18:06:44,null,123,3960000.0,520000.0,2,0,1,0,0,0,1,0
10000010000001331,10,2015-04-21 18:06:44,null,150,1640000.0,1480000.0,1,1,1,0,0,1,1,1
10000010000001332,9,2015-05-06 18:06:44,null,120,1950000.0,1100000.0,1,0,0,1,0,0,0,1
10000010000001333,9,2015-05-11 18:06:44,null,395,2980000.0,2280000.0,0,0,0,1,1,0,1,1
10000010000001334,10,2015-06-05 18:06:44,null,304,3220000.0,850000.0,2,0,1,0,1,1,1,1
10000010000001335,9,2015-05-31 18:06:44,null,406,3590000.0,440000.0,2,1,0,0,1,0,0,0
10000010000001336,10,2015-05-31 18:06:44,null,377,3080000.0,3240000.0,2,1,1,1,0,0,0,1
10000010000001337,9,2015-05-23 18:06:44,null,346,1850000.0,1120000.0,2,1,0,0,0,1,0,1
10000010000001338,9,2015-05-21 18:06:44,null,390,1860000.0,2560000.0,2,0,1,1,1,1,0,0
10000010000001339,9,2015-05-08 18:06:44,null,345,1680000.0,900000.0,0,0,0,1,0,1,0,1
10000010000001340,9,2015-03-29 18:06:44,null,131,2530000.0,530000.0,1,0,0,0,1,0,1,0
10000010000001341,9,2015-04-20 18:06:44,null,151,3480000.0,4650000.0,2,1,1,1,1,1,1,1
10000010000001342,10,2015-04-08 18:06:44,null,406,1370000.0,1230000.0,0,0,0,0,0,0,0,1
10000010000001343,9,2015-05-20 18:06:44,null,96,830000.0,1880000.0,2,0,0,1,0,0,0,1
10000010000001344,10,2015-05-24 18:06:44,null,257,4440000.0,1750000.0,2,1,1,1,0,0,0,0
10000010000001345,9,2015-04-24 18:06:44,null,318,2790000.0,1020000.0,1,1,0,1,1,0,1,1
10000010000001346,9,2015-03-18 18:06:44,null,195,2130000.0,3150000.0,0,1,0,0,1,0,0,1
10000010000001347,9,2015-05-28 18:06:44,null,307,3860000.0,3910000.0,0,0,0,1,1,1,0,0
10000010000001348,9,2015-06-08 18:06:44,null,377,3490000.0,4450000.0,2,1,1,0,0,1,0,0
10000010000001349,9,2015-04-18 18:06:44,null,442,3660000.0,330000.0,1,0,1,0,1,0,0,1
10000010000001350,10,2015-04-04 18:06:44,null,131,830000.0,400000.0,0,1,0,0,0,0,1,0
10000010000001351,10,2015-06-09 18:06:44,null,193,4190000.0,4200000.0,1,1,1,1,0,1,0,1
10000010000001352,9,2015-04-21 18:06:44,null,249,2210000.0,2410000.0,1,0,0,1,1,0,0,0
10000010000001353,10,2015-05-01 18:06:44,null,143,3970000.0,1220000.0,0,0,1,1,1,0,0,0
10000010000001354,9,2015-03-20 18:06:44,null,339,2660000.0,2810000.0,0,0,0,0,0,1,1,1
10000010000001355,10,2015-05-27 18:06:44,null,419,2800000.0,3160000.0,2,0,0,0,0,0,0,0
10000010000001356,10,2015-04-19 18:06:44,null,165,460000.0,2140000.0,0,0,1,1,0,0,0,1
10000010000001357,9,2015-04-16 18:06:44,null,255,4480000.0,2840000.0,2,0,1,0,1,0,1,1
10000010000001358,10,2015-04-17 18:06:44,null,460,3560000.0,3200000.0,0,0,1,0,0,1,0,1
10000010000001359,9,2015-03-16 18:06:44,null,67,1340000.0,1840000.0,2,1,0,1,1,1,1,0
10000010000001360,9,2015-04-19 18:06:44,null,317,4160000.0,2120000.0,0,0,0,1,1,1,1,1
10000010000001361,9,2015-05-21 18:06:44,null,274,2420000.0,2580000.0,0,0,0,0,1,0,0,1
10000010000001362,10,2015-04-22 18:06:44,null,175,3360000.0,3160000.0,0,1,1,0,0,0,0,1
10000010000001363,10,2015-03-29 18:06:44,null,374,3350000.0,2290000.0,0,0,1,0,0,1,1,0
10000010000001364,9,2015-04-19 18:06:44,null,174,2210000.0,3280000.0,0,0,1,1,1,1,0,0
10000010000001365,10,2015-04-01 18:06:44,null,495,4410000.0,2780000.0,2,0,1,0,1,1,1,1
10000010000001366,10,2015-05-11 18:06:44,null,407,4270000.0,4360000.0,2,0,1,1,1,1,1,1
10000010000001367,10,2015-05-29 18:06:44,null,311,2980000.0,3470000.0,1,0,0,1,0,1,1,1
10000010000001368,9,2015-06-03 18:06:44,null,306,700000.0,4780000.0,2,0,1,0,1,1,1,0
10000010000001369,9,2015-05-27 18:06:44,null,344,2230000.0,1420000.0,2,1,1,0,1,1,0,1
10000010000001370,9,2015-05-04 18:06:44,null,451,3120000.0,2220000.0,2,0,1,1,1,1,1,1
10000010000001371,9,2015-03-18 18:06:44,null,294,4110000.0,4360000.0,1,1,0,0,0,1,1,0
10000010000001372,9,2015-04-21 18:06:44,null,247,1530000.0,880000.0,0,1,0,1,1,1,1,1
10000010000001373,9,2015-03-15 18:06:44,null,73,1370000.0,1960000.0,0,0,1,0,1,1,0,1
10000010000001374,9,2015-05-12 18:06:44,null,341,4250000.0,690000.0,1,1,1,1,1,1,0,0
10000010000001375,9,2015-04-01 18:06:44,null,416,1990000.0,3990000.0,1,0,0,0,1,1,0,1
10000010000001376,9,2015-03-21 18:06:44,null,305,3410000.0,590000.0,2,1,1,0,0,1,0,0
10000010000001377,9,2015-04-14 18:06:44,null,372,2000000.0,2950000.0,0,0,1,0,1,1,0,0
10000010000001378,10,2015-03-25 18:06:44,null,235,2490000.0,1590000.0,1,1,0,0,0,1,1,1
10000010000001379,10,2015-05-31 18:06:44,null,122,4270000.0,3790000.0,2,1,0,0,1,1,0,1
10000010000001380,10,2015-04-17 18:06:44,null,178,3280000.0,2690000.0,2,1,1,0,1,1,0,1
10000010000001381,9,2015-03-12 18:06:44,null,442,1240000.0,2580000.0,0,0,1,1,1,1,1,1
10000010000001382,9,2015-05-25 18:06:44,null,252,4010000.0,3750000.0,0,1,0,1,1,0,0,1
10000010000001383,10,2015-06-07 18:06:44,null,500,3850000.0,4730000.0,0,1,0,0,0,0,1,0
10000010000001384,9,2015-05-01 18:06:44,null,444,3960000.0,620000.0,2,0,1,0,1,1,0,1
10000010000001385,9,2015-05-23 18:06:44,null,392,3910000.0,2270000.0,0,1,1,0,0,1,1,0
10000010000001386,10,2015-04-06 18:06:44,null,426,1350000.0,890000.0,0,0,0,0,0,1,0,1
10000010000001387,10,2015-04-18 18:06:44,null,141,3970000.0,4450000.0,1,0,0,1,1,1,1,1
10000010000001388,9,2015-04-19 18:06:44,null,72,320000.0,1800000.0,2,1,1,1,0,1,1,0
10000010000001389,9,2015-04-26 18:06:44,null,237,1560000.0,3230000.0,1,1,1,0,0,0,0,1
10000010000001390,10,2015-05-20 18:06:44,null,475,1300000.0,480000.0,0,1,0,1,0,1,0,0
10000010000001391,10,2015-03-31 18:06:44,null,388,2460000.0,2690000.0,1,0,1,0,1,1,0,1
10000010000001392,9,2015-03-12 18:06:44,null,195,380000.0,2540000.0,0,1,0,0,0,0,0,0
10000010000001393,9,2015-03-16 18:06:44,null,352,1570000.0,1120000.0,2,1,0,1,1,0,1,0
10000010000001394,10,2015-04-12 18:06:44,null,227,1980000.0,1410000.0,1,0,0,0,0,0,0,1
10000010000001395,9,2015-05-01 18:06:44,null,32,2740000.0,1650000.0,0,0,1,1,1,0,0,0
10000010000001396,10,2015-05-25 18:06:44,null,166,1270000.0,1530000.0,1,0,0,1,1,1,0,1
10000010000001397,10,2015-05-13 18:06:44,null,456,2680000.0,3440000.0,0,0,0,0,1,1,0,1
10000010000001398,10,2015-05-01 18:06:44,null,498,860000.0,1380000.0,1,0,0,0,0,0,0,0
10000010000001399,10,2015-05-30 18:06:44,null,367,4280000.0,1200000.0,2,0,1,0,0,0,1,0
10000010000001400,9,2015-04-27 18:06:44,null,99,1870000.0,2600000.0,2,0,1,0,0,1,1,1
10000010000001401,10,2015-05-10 18:06:44,null,276,830000.0,1660000.0,2,1,0,1,0,1,0,1
10000010000001402,10,2015-04-12 18:06:44,null,372,4330000.0,3380000.0,0,1,1,1,1,0,0,1
10000010000001403,9,2015-05-04 18:06:44,null,432,3380000.0,4800000.0,0,1,1,0,0,1,0,0
10000010000001404,10,2015-03-25 18:06:44,null,170,970000.0,3680000.0,1,0,1,1,0,0,0,1
10000010000001405,9,2015-03-18 18:06:44,null,57,1070000.0,380000.0,1,0,0,1,1,1,0,0
10000010000001406,9,2015-04-13 18:06:44,null,45,2230000.0,3340000.0,0,0,1,0,1,1,0,0
10000010000001407,9,2015-03-26 18:06:44,null,145,560000.0,1860000.0,0,1,0,1,0,1,0,1
10000010000001408,10,2015-03-18 18:06:44,null,413,2290000.0,2570000.0,0,1,1,1,1,1,1,0
10000010000001409,9,2015-04-11 18:06:44,null,190,1690000.0,2180000.0,1,0,1,0,1,1,0,0
10000010000001410,9,2015-05-26 18:06:44,null,178,2450000.0,4710000.0,2,0,0,1,0,0,0,1
10000010000001411,9,2015-05-12 18:06:44,null,295,2030000.0,720000.0,0,1,0,0,0,1,0,1
10000010000001412,10,2015-03-19 18:06:44,null,218,980000.0,4810000.0,2,1,1,1,1,1,0,1
10000010000001413,9,2015-05-24 18:06:44,null,301,1860000.0,1000000.0,0,1,1,0,0,0,0,1
10000010000001414,9,2015-04-25 18:06:44,null,423,4160000.0,1450000.0,1,0,1,0,1,1,0,0
10000010000001415,9,2015-03-29 18:06:44,null,412,490000.0,3620000.0,2,1,0,1,1,0,1,0
10000010000001416,9,2015-05-21 18:06:44,null,214,1350000.0,3950000.0,0,0,0,0,0,1,1,1
10000010000001417,10,2015-04-27 18:06:44,null,239,1590000.0,1270000.0,1,0,1,1,0,1,0,1
10000010000001418,9,2015-04-19 18:06:44,null,302,2640000.0,4750000.0,0,0,0,1,1,1,1,1
10000010000001419,9,2015-03-14 18:06:44,null,209,740000.0,2090000.0,1,1,1,1,1,1,0,0
10000010000001420,10,2015-04-26 18:06:44,null,203,1880000.0,1970000.0,1,1,0,0,1,0,1,1
10000010000001421,10,2015-05-04 18:06:44,null,446,740000.0,300000.0,2,0,0,0,0,0,0,0
10000010000001422,10,2015-06-09 18:06:44,null,53,2710000.0,880000.0,2,0,0,1,1,0,0,1
10000010000001423,9,2015-05-02 18:06:44,null,305,3980000.0,2460000.0,2,1,1,1,0,0,0,1
10000010000001424,9,2015-04-25 18:06:44,null,369,690000.0,2580000.0,1,0,0,0,0,1,1,1
10000010000001425,9,2015-06-02 18:06:44,null,105,2220000.0,3200000.0,1,0,0,1,1,0,1,1
10000010000001426,9,2015-05-11 18:06:44,null,90,480000.0,310000.0,2,1,0,1,0,0,1,0
10000010000001427,9,2015-05-22 18:06:44,null,227,2280000.0,3390000.0,2,0,1,1,1,1,1,1
10000010000001428,10,2015-05-21 18:06:44,null,190,2430000.0,4930000.0,1,1,0,0,1,1,1,0
10000010000001429,10,2015-04-23 18:06:44,null,203,2010000.0,1870000.0,2,0,0,0,0,1,0,1
10000010000001430,10,2015-05-22 18:06:44,null,89,3370000.0,3710000.0,0,0,0,1,0,1,0,1
10000010000001431,10,2015-06-02 18:06:44,null,470,1650000.0,1700000.0,1,1,1,1,0,0,0,0
10000010000001432,10,2015-03-14 18:06:44,null,281,3540000.0,4910000.0,2,0,0,0,0,0,0,1
10000010000001433,10,2015-04-20 18:06:44,null,471,360000.0,2330000.0,1,0,1,1,0,0,0,1
10000010000001434,9,2015-05-02 18:06:44,null,174,450000.0,2950000.0,1,0,1,1,1,0,1,0
10000010000001435,9,2015-05-16 18:06:44,null,406,2700000.0,800000.0,2,1,0,1,1,0,1,1
10000010000001436,9,2015-04-12 18:06:44,null,465,3390000.0,2020000.0,2,0,1,0,0,1,1,0
10000010000001437,9,2015-05-20 18:06:44,null,293,3570000.0,2510000.0,1,0,1,0,1,0,1,0
10000010000001438,10,2015-03-25 18:06:44,null,45,2430000.0,880000.0,1,1,1,0,0,0,0,0
10000010000001439,10,2015-04-23 18:06:44,null,497,550000.0,1690000.0,2,0,0,0,1,1,0,1
10000010000001440,10,2015-03-26 18:06:44,null,342,3480000.0,3720000.0,0,1,0,0,1,0,1,1
10000010000001441,9,2015-03-13 18:06:44,null,179,3420000.0,3410000.0,2,1,0,0,1,0,0,1
10000010000001442,9,2015-05-11 18:06:44,null,186,360000.0,2180000.0,1,0,0,1,1,1,0,0
10000010000001443,9,2015-06-03 18:06:44,null,281,2300000.0,4800000.0,1,0,0,0,0,0,1,0
10000010000001444,9,2015-06-05 18:06:44,null,110,3070000.0,3380000.0,2,0,0,1,0,0,0,1
10000010000001445,10,2015-04-09 18:06:44,null,95,4430000.0,1110000.0,0,0,0,0,0,1,0,1
10000010000001446,9,2015-04-18 18:06:44,null,351,1280000.0,4540000.0,2,0,0,0,1,0,1,1
10000010000001447,9,2015-03-31 18:06:44,null,264,300000.0,1160000.0,0,1,0,1,0,0,0,1
10000010000001448,10,2015-04-16 18:06:44,null,476,500000.0,1530000.0,1,1,1,0,1,1,0,1
10000010000001449,10,2015-05-13 18:06:44,null,241,730000.0,3510000.0,0,1,1,1,0,0,1,0
10000010000001450,10,2015-04-04 18:06:44,null,137,2370000.0,4310000.0,1,1,1,1,0,1,1,1
10000010000001451,9,2015-06-05 18:06:44,null,276,770000.0,670000.0,2,0,1,1,0,1,1,0
10000010000001452,9,2015-03-24 18:06:44,null,170,460000.0,4680000.0,2,0,0,1,1,1,1,0
10000010000001453,9,2015-05-05 18:06:44,null,385,3970000.0,1770000.0,1,1,1,0,1,1,0,1
10000010000001454,9,2015-05-09 18:06:44,null,276,4220000.0,1530000.0,0,0,0,1,1,0,0,1
10000010000001455,10,2015-03-13 18:06:44,null,214,3570000.0,3240000.0,0,0,0,1,1,1,1,1
10000010000001456,10,2015-05-19 18:06:44,null,70,320000.0,1780000.0,0,1,1,0,0,0,0,0
10000010000001457,9,2015-04-11 18:06:44,null,436,1810000.0,4570000.0,1,0,1,1,0,0,0,0
10000010000001458,10,2015-06-06 18:06:44,null,337,870000.0,3260000.0,1,0,1,1,1,1,1,1
10000010000001459,9,2015-05-16 18:06:44,null,227,2410000.0,3500000.0,0,1,0,0,1,0,1,1
10000010000001460,9,2015-04-27 18:06:44,null,155,1780000.0,1750000.0,1,1,0,1,1,1,0,0
10000010000001461,9,2015-03-16 18:06:44,null,220,2270000.0,3820000.0,0,0,0,0,1,1,0,0
10000010000001462,9,2015-04-09 18:06:44,null,240,1560000.0,600000.0,0,1,1,0,1,0,0,1
10000010000001463,9,2015-05-08 18:06:44,null,478,2380000.0,1050000.0,1,0,1,0,1,1,0,0
10000010000001464,9,2015-03-17 18:06:44,null,120,1460000.0,2030000.0,0,1,0,1,1,1,0,0
10000010000001465,10,2015-06-01 18:06:44,null,303,3840000.0,2400000.0,2,0,1,1,1,1,1,1
10000010000001466,10,2015-05-29 18:06:44,null,133,2330000.0,1000000.0,2,0,0,1,1,0,1,1
10000010000001467,9,2015-03-12 18:06:44,null,113,3490000.0,450000.0,2,0,1,0,1,1,1,1
10000010000001468,10,2015-03-12 18:06:44,null,214,1550000.0,1700000.0,2,1,0,0,0,0,0,1
10000010000001469,10,2015-06-06 18:06:44,null,84,4420000.0,4310000.0,2,0,1,1,1,0,1,0
10000010000001470,10,2015-05-12 18:06:44,null,314,3160000.0,2100000.0,0,1,0,0,1,1,1,0
10000010000001471,9,2015-05-30 18:06:44,null,94,4280000.0,4420000.0,0,1,1,1,1,0,1,0
10000010000001472,10,2015-03-23 18:06:44,null,276,3580000.0,2170000.0,2,1,1,0,0,0,1,1
10000010000001473,9,2015-05-17 18:06:44,null,306,2300000.0,3180000.0,1,1,0,1,0,0,0,0
10000010000001474,9,2015-03-29 18:06:44,null,450,3030000.0,4050000.0,2,1,1,1,0,1,1,1
10000010000001475,9,2015-03-16 18:06:44,null,257,2280000.0,1330000.0,0,0,0,1,0,1,1,0
10000010000001476,9,2015-05-19 18:06:44,null,298,4110000.0,4250000.0,0,1,0,1,0,1,1,0
10000010000001477,9,2015-04-06 18:06:44,null,344,510000.0,4480000.0,1,1,0,1,0,0,1,0
10000010000001478,10,2015-03-22 18:06:44,null,43,1230000.0,3520000.0,1,0,1,1,0,1,1,0
10000010000001479,10,2015-05-04 18:06:44,null,445,4470000.0,1700000.0,1,0,1,0,0,0,1,1
10000010000001480,9,2015-03-28 18:06:44,null,40,1280000.0,1590000.0,0,1,0,0,1,1,0,1
10000010000001481,10,2015-04-12 18:06:44,null,196,1900000.0,3660000.0,1,1,1,1,1,0,1,1
10000010000001482,9,2015-05-20 18:06:44,null,261,500000.0,1890000.0,1,0,0,0,0,1,1,0
10000010000001483,10,2015-06-09 18:06:44,null,332,1440000.0,1320000.0,2,1,0,0,1,1,1,1
10000010000001484,10,2015-03-14 18:06:44,null,31,2090000.0,830000.0,0,1,0,0,1,0,1,0
10000010000001485,10,2015-05-13 18:06:44,null,332,3100000.0,380000.0,0,1,0,1,0,1,1,0
10000010000001486,10,2015-05-03 18:06:44,null,429,3070000.0,2390000.0,0,0,1,0,0,0,1,0
10000010000001487,9,2015-05-02 18:06:44,null,241,2270000.0,3460000.0,0,1,0,1,1,1,0,0
10000010000001488,10,2015-04-07 18:06:44,null,185,450000.0,3190000.0,2,0,0,0,1,0,0,1
10000010000001489,10,2015-04-02 18:06:44,null,496,3590000.0,4290000.0,2,0,0,1,0,1,1,1
10000010000001490,10,2015-04-14 18:06:44,null,352,690000.0,3220000.0,2,1,0,1,1,0,1,0
10000010000001491,9,2015-04-25 18:06:44,null,451,400000.0,2390000.0,0,0,1,1,1,1,0,0
10000010000001492,9,2015-03-17 18:06:44,null,336,3810000.0,3890000.0,0,0,0,0,0,1,1,0
10000010000001493,9,2015-04-17 18:06:44,null,419,700000.0,3820000.0,1,1,0,1,0,0,1,1
10000010000001494,10,2015-04-15 18:06:44,null,197,3160000.0,3900000.0,2,0,0,0,0,1,0,1
10000010000001495,9,2015-04-14 18:06:44,null,458,3760000.0,2550000.0,1,1,1,0,1,1,0,1
10000010000001496,10,2015-04-18 18:06:44,null,171,1670000.0,2650000.0,0,0,0,0,0,1,1,1
10000010000001497,9,2015-05-31 18:06:44,null,38,1350000.0,3820000.0,0,0,1,0,1,1,0,0
10000010000001498,9,2015-04-19 18:06:44,null,360,1070000.0,350000.0,2,1,0,1,0,0,0,1
10000010000001499,10,2015-06-02 18:06:44,null,173,2450000.0,2530000.0,0,1,1,0,0,1,1,0
10000010000001500,10,2015-06-06 18:06:44,null,31,610000.0,2810000.0,1,0,0,0,1,0,0,1
10000010000001501,10,2015-03-14 18:06:44,null,161,1850000.0,2940000.0,2,1,1,0,1,0,1,0
10000010000001502,9,2015-06-06 18:06:44,null,290,1810000.0,1510000.0,0,0,1,0,0,1,0,1
10000010000001503,9,2015-04-16 18:06:44,null,396,520000.0,3710000.0,1,1,0,0,1,1,1,0
10000010000001504,9,2015-05-18 18:06:44,null,392,3540000.0,2100000.0,1,0,0,0,1,0,1,0
10000010000001505,9,2015-06-03 18:06:44,null,423,1380000.0,1180000.0,1,0,0,0,1,1,1,1
10000010000001506,9,2015-06-08 18:06:44,null,41,2740000.0,3160000.0,2,1,1,1,0,0,1,0
10000010000001507,9,2015-05-05 18:06:44,null,121,3380000.0,1360000.0,0,1,1,0,0,0,0,0
10000010000001508,10,2015-05-17 18:06:44,null,475,2080000.0,2560000.0,1,1,1,0,0,1,1,1
10000010000001509,10,2015-03-13 18:06:44,null,97,1630000.0,3310000.0,2,0,1,1,0,1,1,1
10000010000001510,9,2015-05-05 18:06:44,null,364,3320000.0,430000.0,1,0,0,0,1,1,1,1
10000010000001511,10,2015-05-28 18:06:44,null,405,2220000.0,2690000.0,0,0,0,1,0,1,1,1
10000010000001512,9,2015-06-07 18:06:44,null,343,2910000.0,3180000.0,1,0,1,0,0,1,0,0
10000010000001513,10,2015-06-07 18:06:44,null,257,1110000.0,1660000.0,0,0,1,1,1,1,0,0
10000010000001514,10,2015-05-02 18:06:44,null,183,700000.0,3690000.0,2,1,0,0,0,0,1,0
10000010000001515,10,2015-03-19 18:06:44,null,310,2940000.0,3370000.0,1,0,1,1,1,1,0,0
