totalLoanAmount,totalLoanNum,rate,financeAmount,due,totalReturnNum,toBeReturnAmoun,occupationYear,carBuyDate,age,carEstimatePrice,personalIncome
-0.4981,-1.2578,1.5093,0.4363,1.4350,-1.2387,-0.4213,1.8962,-0.3224,0.1223,1.3493,0.7190
-0.0649,-0.9254,-0.1771,0.9456,-0.3025,-0.8763,-0.4213,1.1551,0.2269,0.0636,0.3969,0.5689
-0.6885,-1.2578,3.1957,-0.6186,4.0000,-1.2387,-0.4213,-0.4039,-0.3224,-0.1242,-0.6952,-0.5114
-0.3668,-0.2605,-0.1771,-0.3639,-0.3025,-0.1516,-0.4213,-0.6448,0.2269,-0.1125,-0.6825,-0.0312
1.2481,-0.2605,-0.1771,1.8186,-0.3025,-0.1516,-0.4213,1.3600,-0.8732,-0.0420,2.6191,0.4189
-0.3143,-0.5930,-0.1771,-0.1457,-0.3025,-0.5139,-0.4213,-0.9419,-0.8732,-0.0890,-0.0476,-0.3313
-0.5901,-0.5930,-0.1771,-0.6549,-0.3025,-0.5139,-0.4213,-0.0315,-0.3224,0.0284,-0.2698,-0.0312
-0.1174,-0.9254,-0.1771,0.8001,-0.3025,-0.8763,-0.4213,-0.4395,-0.8732,-0.0538,1.4763,-0.4063
2.4036,0.4043,-0.1771,1.9641,-0.3025,0.5732,-0.4213,-0.7913,-0.3224,0.0754,0.8413,4.0000
-0.4325,-0.2605,-0.1771,-0.5094,-0.3025,-0.1516,-0.4213,-0.1600,-1.4224,-0.0068,-0.3651,-0.4814
-0.6820,-1.2578,-0.1771,-0.5822,-0.3025,-1.2387,-0.4213,-0.5315,-0.8732,-0.2181,-0.5555,-0.6614
-0.2224,-0.9254,-0.1771,0.5091,-0.3025,-0.8763,-0.4213,-0.4382,-0.3224,0.0871,1.0318,0.4189
-0.6426,-1.2578,-0.1771,-0.3639,-0.3025,-1.2387,-0.4213,1.1422,-0.3224,-0.1360,-0.1111,-0.4814
0.1715,1.0692,-0.1771,-0.0729,-0.3025,0.2108,1.0278,-0.6023,0.2269,-0.1712,-0.1746,-0.0312
0.2371,-0.5930,-0.1771,0.8729,-0.3025,-0.5139,-0.4213,-0.2126,-0.3224,-0.2299,1.2858,0.2688
-0.5901,-0.9254,-0.1771,-0.5094,-0.3025,-0.8763,-0.4213,-0.0833,-0.3224,0.0402,-0.4285,0.0000
2.2066,1.4016,-0.1771,0.8729,-0.3025,1.6603,-0.4213,-0.0832,0.2269,0.0049,0.5239,0.7190
-0.6032,-0.9254,-0.1771,-0.6549,-0.3025,-0.8763,-0.4213,-0.3973,0.7761,-0.1007,-0.6508,-0.3313
-0.1962,0.4043,-0.1771,-0.4367,-0.3025,0.5732,-0.4213,-0.5466,0.7761,0.1106,-0.4920,-0.1813
-0.2749,1.0692,-0.1771,-0.6186,-0.3025,0.9355,0.1715,1.8668,0.7761,-0.0538,-0.7778,-0.3313
-0.4325,-0.5930,-0.1771,-0.3639,-0.3025,-0.5139,-0.4213,-0.5461,0.2269,-0.0185,-0.4285,0.7190
-0.6820,-1.2578,3.1957,-0.5822,4.0000,-1.2387,-0.4213,-1.1954,-0.8732,-0.1125,-0.4285,-0.4814
-0.3078,2.0664,-0.1771,-0.6913,-0.3025,2.0226,-0.0919,0.4199,0.2269,0.1106,-0.7460,-0.5114
-0.6163,-1.2578,3.1957,-0.2184,3.1725,-1.2387,-0.4213,1.1447,-0.3224,0.0049,-0.1873,0.7190
-0.6885,-1.2578,-0.1771,-0.6186,-0.3025,-1.2387,-0.4213,0.7362,0.7761,-0.1360,-0.6508,-0.6314
-0.4588,-1.2578,-1.8634,0.6546,-0.8817,-1.2387,-0.4213,-1.2138,-1.4224,-0.1712,0.8413,-0.4213
-0.6163,-1.2578,-0.1771,-0.2184,-0.3025,-1.2387,-0.4213,-0.2667,-0.8732,-0.1007,-0.4285,0.7190
-0.4325,0.7367,-0.1771,-0.6549,-0.3025,0.5732,-0.4213,-1.1010,0.7761,-0.0538,-0.8095,-0.5564
0.0467,2.0664,-0.1771,-0.5458,-0.3025,2.0226,0.3033,1.0332,0.7761,-0.1007,-0.6825,-0.1813
1.8784,0.0719,-0.1771,1.9641,-0.3025,0.2108,-0.4213,-0.5594,0.7761,-0.0068,1.1588,1.4692
-0.3143,0.4043,-0.1771,-0.5094,-0.3025,0.5732,-0.4213,-1.1169,-0.8732,-0.1829,-0.6825,-0.0312
0.6914,1.0692,-0.1771,0.0726,-0.3025,0.9355,1.1069,0.1264,-0.3224,-0.0185,-0.3651,-0.3313
0.6310,0.7367,-0.1771,0.1453,-0.3025,0.9355,-0.4213,-0.0033,-0.3224,-0.1007,1.2223,1.4692
-0.5113,-0.5930,-0.1771,-0.5094,-0.3025,-0.5139,-0.4213,-0.4294,-0.8732,0.0049,-0.8095,-0.0312
-0.6557,-1.2578,-0.1771,-0.4367,-0.3025,-1.2387,-0.4213,0.2950,-0.3224,0.0167,-0.4285,-0.0312
-0.5244,-1.2578,-0.1771,0.2908,-0.3025,-1.2387,-0.4213,1.4088,0.2269,-0.0772,0.0159,-0.0312
0.2503,1.7340,-0.1771,-0.2184,-0.3025,1.6603,0.3691,0.0162,0.2269,0.0754,-0.3651,-0.1813
0.6179,2.7313,-0.1771,-0.3639,-0.3025,2.7474,0.6326,-0.3186,0.2269,0.0049,-0.5555,0.0000
-0.1699,0.7367,-0.1771,-0.4367,-0.3025,0.9355,-0.4213,0.2026,0.2269,-0.0538,-0.6190,-0.6314
1.0249,1.4016,-0.1771,0.1453,-0.3025,1.2979,1.5548,-0.3723,-1.4224,-0.2299,0.0794,-0.7064
-0.2487,-0.9254,-0.1771,0.1453,-0.3025,-0.8763,-0.4213,-0.1496,-0.3224,-0.0185,0.7143,-0.4814
-0.6426,-1.2578,-1.8634,-0.3639,-0.8817,-1.2387,-0.4213,-0.5575,-0.8732,-0.1360,0.0794,-0.4063
0.1058,0.0719,-0.1771,-0.0002,-0.3025,0.2108,-0.4213,-0.0016,-0.3224,-0.1125,-0.0476,-0.1813
-0.4719,-0.5930,-0.1771,-0.5822,-0.3025,-0.8763,-0.4213,-0.7991,0.7761,0.0754,0.2064,1.1691
-0.5769,-1.2578,-0.1771,-0.0002,-0.3025,-1.2387,-0.4213,-0.7620,0.2269,-0.1007,-0.3016,2.2193
0.1255,0.0719,-0.1771,0.1453,-0.3025,-0.1516,0.7644,-0.5387,-0.3224,-0.0772,-0.0476,-0.1813
-0.1568,-0.5930,-0.1771,0.1453,-0.3025,-0.5139,-0.4213,0.1674,0.2269,-0.0890,0.1429,0.4189
-0.2487,1.4016,-0.1771,-0.5822,-0.3025,1.2979,0.1057,-0.1667,0.7761,-0.0068,-0.8095,-0.3313
-0.6426,-0.9254,-0.1771,-0.6549,-0.3025,-0.8763,-0.4213,-0.8533,-0.8732,-0.0538,-0.6825,-0.4063
-0.5507,0.7367,-0.1771,-0.8004,-0.3025,0.9355,-0.4213,-1.0009,-0.8732,-0.0420,-0.8413,-0.6764
-0.1699,0.4043,-0.1771,-0.6549,-0.3025,0.5732,-0.4213,-0.1846,0.2269,-0.1829,-0.4285,-0.6614
1.5370,0.4043,-0.1771,1.2366,-0.3025,0.5732,-0.4213,-0.2033,-1.4224,0.0167,1.4763,-0.0312
-0.6820,-1.2578,-0.1771,-0.5822,-0.3025,-1.2387,-0.4213,0.3363,-0.8732,-0.1125,-0.2381,-0.5414
-0.3800,-0.2605,-0.1771,-0.4367,-0.3025,-0.1516,-0.4213,-1.1869,-0.3224,-0.0303,-0.4285,0.8390
0.4866,1.4016,-0.1771,-0.0729,-0.3025,1.6603,-0.4213,-0.4997,0.7761,-0.1007,-0.1746,0.7190
-0.3800,-0.2605,-0.1771,-0.4367,-0.3025,-0.1516,-0.4213,-0.8338,-0.3224,-0.1242,-0.5555,0.4189
-0.2973,0.4043,-0.1771,-0.4367,-0.3025,0.5732,-0.4213,-0.4441,-0.8732,-0.2064,-0.4920,-0.5564
-0.4325,-0.2605,-0.1771,-0.5094,-0.3025,-0.1516,-0.4213,-0.9266,-0.8732,-0.1594,-0.3651,1.9193
-0.6623,-0.5930,1.5093,-0.6913,1.4350,-0.8763,-0.4213,-0.4620,1.3254,-0.0655,-0.7778,-0.0312
0.8280,0.7367,-0.1771,0.5091,-0.3025,0.9355,-0.4213,-0.3503,1.3254,0.0167,-0.0476,4.0000
-0.1896,0.0719,-0.1771,-0.3276,-0.3025,0.2108,-0.4213,1.2453,0.2269,0.0284,-0.4920,-0.6314
-0.5113,-0.2605,-0.1771,-0.6186,-0.3025,-0.1516,-0.4213,0.2631,0.2269,-0.0303,-0.7460,-0.3313
-0.5375,-0.2605,-0.1771,-0.6549,-0.3025,-0.1516,-0.4213,-1.0735,0.7761,0.1458,-0.8095,-0.6914
1.1431,0.4043,-0.1771,0.8001,-0.3025,0.5732,-0.4213,-0.4240,-0.8732,-0.0538,1.4763,-0.4063
0.5260,2.3989,-0.1771,-0.3639,-0.3025,2.3850,0.7644,-0.2198,-0.3224,-0.1477,-0.3016,-0.6314
-0.5638,-0.5930,-0.1771,-0.6186,-0.3025,-0.5139,-0.4213,-0.3673,0.2269,0.0049,-0.6190,-0.1813
0.2371,0.0719,-0.1771,0.1453,-0.3025,0.2108,-0.4213,0.9697,-0.3224,-0.0068,-0.1111,-0.0312
-0.4850,-0.9254,-0.1771,-0.2184,-0.3025,-0.8763,-0.4213,0.5058,-0.8732,-0.0068,0.0159,0.4189
-0.5704,-0.2605,-0.1771,-0.7277,-0.3025,-0.1516,-0.4213,-0.4595,-0.8732,-0.0772,-0.8222,-0.6614
3.1914,0.0719,-1.8634,3.4192,-0.8817,0.2108,-0.4213,-0.9973,-0.8732,-0.0772,4.0000,1.0190
-0.5769,-0.9254,-0.1771,-0.3639,-0.3025,-0.8763,-0.4213,0.0000,1.3254,0.0989,0.0159,-0.0312
-0.4916,1.7340,-0.1771,-0.7277,-0.3025,1.2979,-0.1578,-0.2929,-0.8732,0.0402,-0.7143,-0.5564
-0.6820,-0.9254,-0.1771,-0.5822,-0.3025,-1.2387,-0.4213,-0.4033,0.2269,-0.1712,-0.3651,-0.6314
-0.5769,-0.5930,-0.1771,-0.5822,-0.3025,-0.5139,-0.4213,-1.0156,0.7761,0.0871,-0.6190,-0.6614
-0.5073,-0.2605,-0.1771,-0.5822,-0.3025,-0.1516,-0.4213,-0.6070,-0.3224,-0.1477,-0.6190,-0.6614
-0.6505,-0.2605,-0.1771,-0.7568,-0.3025,-0.1516,-0.4213,0.0607,4.0000,0.0049,-0.8730,0.7190
0.3028,-0.2605,-0.1771,0.5091,-0.3025,-0.1516,-0.4213,-0.7740,-1.4224,0.0519,0.4604,0.5689
-0.6872,-1.2578,-0.1771,-0.6113,-0.3025,-1.2387,-0.4213,-0.9795,0.2269,-0.1477,-0.7714,-0.4814
-0.4194,-1.2578,-0.1771,0.8729,-0.3025,-1.2387,-0.4213,-0.3651,-0.8732,-0.0655,0.5239,-0.6314
0.1190,0.4043,-0.1771,-0.1457,-0.3025,0.5732,-0.4213,1.6021,2.4254,-0.0538,-0.1111,-0.4063
0.7492,1.0692,-0.1771,0.2181,-0.3025,1.2979,-0.4213,-0.1613,0.7761,-0.1007,0.2064,-0.1813
-0.0780,-0.2605,-0.1771,-0.0365,-0.3025,-0.1516,-0.4213,-0.7923,0.0000,-0.0068,0.0000,0.0000
-0.1568,-0.5930,-0.1771,0.1453,-0.3025,-0.5139,-0.4213,-0.1051,0.2269,0.0519,0.5239,-0.6314
-0.0255,-0.5930,-0.1771,0.3636,-0.3025,-0.5139,-0.4213,1.6581,0.0000,-0.4764,0.0000,0.0000
-0.3406,1.7340,-0.1771,-0.6913,-0.3025,1.6603,-0.0590,-0.7918,-0.8732,-0.1360,-0.7460,-0.6164
0.2371,-0.5930,-0.1771,0.8729,-0.3025,-0.5139,-0.4213,-1.0887,-1.4224,-0.1594,0.9683,-0.4814
-0.4325,-0.2605,-0.1771,-0.5094,-0.3025,-0.1516,-0.4213,-0.1417,-1.4224,0.0049,-0.3651,-0.4814
-0.3931,0.4043,-0.1771,-0.3639,-0.3025,0.5732,-0.4213,-0.3642,1.8762,0.1576,-0.4285,-0.4814
1.2481,-0.2605,-0.1771,1.8186,-0.3025,-0.1516,-0.4213,1.3807,-0.8732,-0.0420,2.6191,0.4189
-0.5362,-0.2605,-0.1771,-0.6549,-0.3025,-0.1516,-0.4213,-0.3637,-0.8732,-0.0303,-0.6825,-0.6014
-0.2749,-0.5930,-0.1771,-0.0729,-0.3025,-0.5139,-0.4213,-0.4198,1.3254,-0.1125,-0.2381,-0.1813
-0.4719,-0.5930,-0.1771,-0.4367,-0.3025,-0.5139,-0.4213,-0.7722,-1.4224,-0.1477,-0.4920,-0.6314
-0.6032,-1.2578,-1.8634,-0.1457,-0.8817,-1.2387,-0.4213,-1.0320,-0.8732,-0.0772,0.3334,-0.4814
-0.3668,-0.2605,-0.1771,-0.4367,-0.3025,-0.1516,-0.4213,-0.6234,0.2269,-0.1125,-0.6825,-0.0312
-0.0255,2.0664,-0.1771,-0.5822,-0.3025,2.0226,0.2374,0.5460,0.7761,-0.0303,-0.7460,-0.4814
-0.4981,0.4043,-0.1771,-0.6549,-0.3025,0.5732,-0.4213,-0.4381,0.0000,0.1458,-0.8095,-0.4814
-0.6294,-1.2578,3.1957,-0.2912,4.0000,-1.2387,-0.4213,-0.3448,1.3254,-0.0655,-0.4920,-0.4814
0.4078,-0.2605,-0.1771,0.6546,-0.3025,-0.1516,-0.4213,1.4729,-0.8732,0.0519,0.7143,1.4692
-0.5507,-1.2578,3.1957,0.1453,4.0000,-1.2387,-0.4213,1.8821,0.2269,-0.1947,-0.1111,-0.5564
-0.4981,-0.5930,-0.1771,-0.4367,-0.3025,-0.5139,-0.4213,0.3613,-0.3224,-0.1829,-0.1111,-0.4814
-0.5375,-0.2605,-0.1771,-0.6549,-0.3025,-0.1516,-0.4213,-0.4735,-0.8732,-0.1125,-0.6825,-0.6314
-0.3603,1.4016,-0.1771,-0.6913,-0.3025,1.2979,-0.0261,-0.3430,1.3254,-0.0772,-0.7778,-0.4814
-0.6885,-0.5930,-0.1771,-0.8368,-0.3025,-0.5139,-0.4213,-0.6399,0.2269,-0.1360,-0.8095,-0.7064
-0.3865,0.0719,-0.1771,-0.5458,-0.3025,0.2108,-0.4213,-0.5466,-0.3224,-0.2181,-0.4603,-0.4814
0.9068,0.4043,-0.1771,0.8001,-0.3025,0.5732,-0.4213,-1.0108,-1.4224,-0.1829,0.3969,-0.0312
-0.6294,-0.5930,-0.1771,-0.7277,-0.3025,-0.5139,-0.4213,0.4369,0.2269,-0.1477,-0.7460,-0.6764
-0.3668,-0.2605,1.5093,-0.3639,1.4350,-0.5139,0.2493,2.2369,0.7761,0.2280,-0.5238,-0.4814
1.3663,0.7367,-0.1771,0.7274,-0.3025,0.9355,-0.4213,0.1028,0.7761,-0.0538,0.1429,-0.0312
2.4036,0.4043,-0.1771,1.9641,-0.3025,0.5732,-0.4213,-0.7687,0.2269,0.0754,0.8413,0.4189
-0.7082,-1.2578,-0.1771,-0.7277,-0.3025,-1.2387,-0.4213,-0.6198,0.2269,-0.1712,-0.6825,-0.6614
-0.5113,-0.5930,-0.1771,-0.3639,-0.3025,-0.5139,-0.4213,0.2710,0.7761,-0.1477,-0.4285,-0.4814
-0.5178,0.0719,-0.1771,-0.6913,-0.3025,0.2108,-0.4213,0.0479,0.7761,-0.0303,-0.8095,-0.6614
-0.5507,-0.5930,-0.1771,-0.5822,-0.3025,-0.5139,-0.4213,1.8301,-0.8732,-0.2299,-0.6190,-0.4814
-0.4588,-1.2578,3.1957,0.6546,4.0000,-1.2387,-0.4213,-0.5278,-0.3224,-0.1477,1.3493,-0.0312
0.2371,-0.5930,-0.1771,0.8729,-0.3025,-0.5139,-0.4213,-0.1930,-0.3224,-0.2299,1.2858,0.2688
0.3028,0.0719,-0.1771,0.5091,-0.3025,-0.1516,-0.4213,0.4382,0.2269,0.1223,2.6191,-0.0312
-0.6557,-0.9254,-0.1771,-0.7277,-0.3025,-0.8763,-0.4213,1.6821,0.2269,-0.1829,-0.7460,-0.6314
0.7098,2.0664,-0.1771,-0.1457,-0.3025,2.0226,0.7644,-0.4150,0.0000,0.0167,0.0000,0.0000
-0.6820,-1.2578,-1.8634,-0.5822,-0.8817,-1.2387,-0.4213,-0.1735,-0.3224,-0.1712,-0.4920,-0.5564
0.1715,-0.2605,-0.1771,0.5091,-0.3025,-0.1516,-0.4213,0.8839,0.7761,-0.1360,1.9207,-0.3313
0.4341,0.0719,-0.1771,0.3636,-0.3025,0.2108,-0.4213,-0.5431,0.7761,-0.0538,0.0794,-0.0312
-0.6163,-1.2578,-0.1771,-0.2184,-0.3025,-1.2387,-0.4213,-0.2102,-0.3224,-0.0655,0.7143,-0.0312
2.2066,1.4016,-0.1771,0.8729,-0.3025,1.6603,-0.4213,-0.0619,0.2269,0.0049,0.5239,0.7190
0.3750,1.4016,-0.1771,-0.2184,-0.3025,1.6603,-0.4213,-1.1752,0.2269,-0.0890,-0.3651,-0.6314
0.3028,0.7367,-0.1771,-0.0729,-0.3025,0.9355,-0.4213,-0.8783,-0.8732,-0.1007,0.0794,0.1188
0.1058,0.0719,-0.1771,-0.0002,-0.3025,0.2108,-0.4213,-0.3571,0.7761,-0.1125,-0.1111,0.0000
0.0927,0.4043,-0.1771,-0.0729,-0.3025,0.5732,-0.4213,4.0000,-0.3224,0.1106,-0.2381,-0.1813
-0.4325,-0.5930,-0.1771,-0.3639,-0.3025,-0.5139,-0.4213,-0.5254,-0.8732,-0.0185,-0.4285,-0.4814
-0.3049,0.7367,-0.1771,-0.5822,-0.3025,0.9355,-0.4213,-0.3028,-0.8732,-0.0420,-0.3968,-0.4814
-0.3078,1.7340,-0.1771,-0.6549,-0.3025,1.6603,-0.0261,-1.0814,0.2269,-0.1360,-0.5555,-0.4814
-0.3143,-0.5930,-0.1771,-0.1457,-0.3025,-0.5139,-0.4213,-0.9149,-0.8732,-0.0890,-0.0476,-0.3313
-0.7148,-1.2578,-0.1771,-0.7641,-0.3025,-1.2387,-0.4213,-0.9327,-0.3224,-0.1360,-0.3651,-0.6314
-0.4850,-0.5930,-0.1771,-0.3639,-0.3025,-0.5139,-0.4213,-0.1340,-0.3224,-0.0772,0.4604,-0.3313
0.6704,1.4016,-0.1771,-0.0729,-0.3025,1.2979,1.1596,-0.4314,-0.3224,-0.0185,-0.3016,-0.6314
-0.6951,-1.2578,3.1957,-0.6549,4.0000,-1.2387,-0.4213,-0.4497,0.7761,-0.0068,-0.8095,-0.6314
-0.6032,-0.5930,-0.1771,-0.6913,-0.3025,-0.5139,-0.4213,0.0516,-0.3224,-0.1477,-0.7460,-0.6614
-0.2749,0.7367,-0.1771,-0.5094,-0.3025,0.9355,-0.4213,0.0327,1.3254,0.0636,-0.4285,-0.4814
3.7691,0.7367,-0.1771,2.8372,-0.3025,0.5732,4.0000,1.4990,1.3254,0.0284,1.8572,-0.4063
0.1715,0.7367,-0.1771,-0.2184,-0.3025,0.9355,-0.4213,0.1265,0.7761,0.0871,-0.4285,-0.4814
-0.5638,-0.9254,-0.1771,-0.5094,-0.3025,-1.2387,0.6516,-0.2265,-0.3224,-0.0772,-0.4285,-0.4814
-0.5507,-0.5930,-0.1771,-0.5822,-0.3025,-0.5139,-0.4213,0.7955,0.2269,-0.0185,-0.1111,-0.0312
-0.6951,-1.2578,3.1957,-0.6549,4.0000,-1.2387,-0.4213,-0.3551,0.7761,-0.0420,-0.7460,-0.5564
-0.1962,0.7367,-0.1771,-0.5094,-0.3025,0.9355,-0.4213,-0.4112,-0.8732,0.0167,-0.8095,-0.3313
-0.3078,2.0664,-0.1771,-0.6913,-0.3025,2.0226,-0.0919,0.4425,0.2269,0.1223,-0.7460,-0.5114
4.0000,1.0692,-0.1771,4.0000,-0.3025,1.2979,-0.4213,-0.2253,-0.3224,-0.1477,3.3811,0.7190
-0.3143,0.4043,-0.1771,-0.5094,-0.3025,0.5732,-0.4213,-1.0968,-0.8732,-0.1829,-0.6825,-0.6614
1.7471,1.7340,-0.1771,0.5818,-0.3025,1.6603,1.8183,-0.3723,0.7761,-0.1007,0.2699,-0.0312
-0.4588,-1.2578,-0.1771,0.6546,-0.3025,-1.2387,-0.4213,0.0000,-0.8732,-0.1360,1.1588,1.1691
-0.3275,0.7367,-0.1771,-0.5822,-0.3025,0.9355,-0.4213,2.5046,0.7761,-0.0185,-0.7460,-0.5714
-0.6426,-0.9254,-0.1771,-0.6549,-0.3025,-0.8763,-0.4213,0.3883,0.2269,-0.1712,-0.7460,-0.6914
1.0249,1.4016,-0.1771,0.1453,-0.3025,1.2979,1.5548,-0.3532,-1.4224,-0.2299,0.0794,-0.7064
0.6704,-0.5930,-0.1771,2.6917,-0.3025,-0.8763,2.2135,-1.1516,0.2269,0.2045,1.6667,-0.0312
-0.6820,-1.2578,3.1957,-0.5822,2.3038,-1.2387,-0.4213,1.4661,0.2269,0.1106,-0.6825,-0.4814
-0.6820,-1.2578,-1.8634,-0.5822,-0.8817,-1.2387,-0.4213,0.6113,-0.3224,-0.0655,-0.7460,-0.6314
1.2810,2.0664,-0.1771,0.3636,-0.3025,2.0226,0.8302,-1.0399,0.7761,0.1223,0.4604,-0.6014
0.6179,2.7313,-0.1771,-0.3639,-0.3025,2.7474,0.6326,-0.2979,0.2269,0.0049,-0.5555,0.0000
-0.4850,-0.2605,-0.1771,-0.5822,-0.3025,-0.1516,-0.4213,-0.7430,-0.8732,0.1458,-0.7143,-0.4814
-0.4850,-1.2578,-0.1771,0.5091,-0.3025,-1.2387,-0.4213,-0.6307,-0.8732,-0.1594,2.7461,0.7190
-0.5901,-0.9254,-0.1771,-0.5094,-0.3025,-0.8763,-0.4213,-0.5746,-0.3224,-0.2299,-0.7460,-0.6314
-0.4850,-1.2578,-0.1771,0.5091,-0.3025,-1.2387,-0.4213,-0.3516,2.9747,0.1341,-0.0476,0.7190
0.4603,0.0719,-0.1771,0.5091,-0.3025,-0.1516,1.9500,-0.3704,2.4254,0.2280,0.0794,-0.5264
-0.6820,-1.2578,-0.1771,-0.5822,-0.3025,-1.2387,-0.4213,-1.0387,-0.3224,0.0167,-0.5555,-0.6314
-0.6426,-0.9254,-0.1771,-0.6549,-0.3025,-0.8763,-0.4213,-0.8345,-0.8732,-0.0420,-0.6825,-0.4063
-0.1962,1.4016,-0.1771,-0.5458,-0.3025,1.2979,0.1715,-0.2039,1.8762,-0.0420,-0.6190,-0.5564
-0.3537,0.4043,-0.1771,-0.5822,-0.3025,0.5732,-0.4213,-0.8905,0.7761,-0.1594,-0.6508,-0.7064
-0.1962,0.4043,-0.1771,-0.4367,-0.3025,0.5732,-0.4213,-0.5192,0.7761,0.1106,-0.4920,-0.1813
-0.2408,0.7367,-0.1771,-0.5458,-0.3025,0.9355,-0.4213,0.2241,-0.3224,-0.1242,-0.6190,0.0000
0.3028,-0.2605,-0.1771,0.5091,-0.3025,-0.5139,2.1897,-0.6667,-0.3224,-0.0185,2.2382,0.4189
0.5654,0.4043,-0.1771,0.3636,-0.3025,0.2108,0.8961,-0.3320,0.0000,-0.1477,0.0000,0.0000
-0.6820,-1.2578,3.1957,-0.5822,4.0000,-1.2387,-0.4213,0.3722,0.2269,-0.0890,-0.6190,-0.5564
0.1715,0.7367,-0.1771,-0.1457,-0.3025,0.9355,-0.4213,-0.3691,-1.4224,-0.2064,0.0794,-0.6839
-0.3537,-1.2578,-0.1771,1.2366,-0.3025,-1.2387,-0.4213,-0.0723,0.2269,0.1106,0.5239,-0.5114
-0.6820,-1.2578,1.5093,-0.5822,1.4350,-1.2387,-0.4213,1.7283,0.2269,-0.0655,1.8572,-0.4814
-0.5375,-1.2578,3.1957,0.2181,4.0000,-1.2387,-0.4213,-0.9442,0.2269,-0.1829,0.2064,0.4939
3.1914,0.0719,-0.1771,3.4192,-0.3025,0.2108,-0.4213,-0.9801,-0.8732,-0.0772,4.0000,1.0190
0.5260,2.3989,-0.1771,-0.4367,-0.3025,2.3850,0.7644,-0.2010,-0.3224,-0.1477,-0.3016,-0.6314
1.8784,0.0719,-0.1771,1.9641,-0.3025,0.2108,-0.4213,-0.5339,0.7761,-0.0068,1.1588,1.4692
-0.6294,-0.2605,-0.1771,-0.7277,-0.3025,-0.1516,-0.4213,1.1918,0.7761,-0.0185,-0.8095,-0.6614
-0.2973,0.4043,-0.1771,-0.4731,-0.3025,0.5732,-0.4213,-0.4234,-0.8732,-0.2064,-0.4920,-0.5564
-0.5638,-0.9254,-0.1771,-0.4367,-0.3025,-0.8763,-0.4213,0.2642,1.8762,-0.0420,-0.5555,-0.5564
-0.4719,-0.5930,-0.1771,-0.4367,-0.3025,-0.5139,-0.4213,-0.6826,-0.3224,0.0049,-0.5873,-0.3313
-0.5572,-0.5930,-0.1771,-0.5822,-0.3025,-0.8763,0.1822,3.9210,-0.8732,-0.0068,-0.7460,-0.7064
0.0927,-0.9254,-1.8634,1.3821,-0.7369,-0.8763,-0.4213,0.3936,-0.3224,-0.0068,2.0477,-0.3313
-0.1699,1.0692,-0.1771,-0.5094,-0.3025,1.2979,-0.4213,1.2296,1.8762,0.0636,-0.4285,-0.3313
-0.6294,-0.5930,-0.1771,-0.7277,-0.3025,-0.5139,-0.4213,-0.5332,-0.3224,0.0284,-0.7460,-0.6764
-0.5507,0.7367,-0.1771,-0.8004,-0.3025,0.9355,-0.4213,-0.9789,-0.8732,-0.0420,-0.8413,-0.6764
-0.6032,-0.9254,-0.1771,-0.6549,-0.3025,-0.8763,-0.4213,-1.0161,1.8762,-0.1242,-0.4285,0.0000
-0.5638,-0.5930,-0.1771,-0.6186,-0.3025,-0.5139,-0.4213,-0.3478,0.2269,0.0049,-0.6190,-0.1813
0.3028,-0.9254,-0.1771,1.9641,-0.3025,-0.8763,-0.4213,0.9325,-0.8732,-0.0303,1.2223,1.4692
1.5370,0.4043,-0.1771,1.2366,-0.3025,0.5732,-0.4213,-0.1808,-1.4224,0.0167,1.4763,-0.0312
-0.6163,-1.2578,-1.8634,-0.2184,-0.8817,-1.2387,-0.4213,-0.7558,-0.3224,-0.0068,-0.1111,-0.1813
0.6704,0.4043,-0.1771,0.3636,-0.3025,0.2108,1.9500,-0.2368,1.3254,-0.0303,0.0159,0.7190
-0.2881,-1.2578,-0.1771,1.6004,-0.3025,-1.2387,-0.4213,0.5441,-0.8732,0.1223,2.7461,0.7190
1.4845,-0.5930,-0.1771,3.4192,-0.3025,-0.5139,-0.4213,1.8802,-0.3224,-0.0655,2.7461,0.7190
-0.0780,-0.2605,-0.1771,-0.0729,-0.3025,-0.1516,-0.4213,-0.7735,1.8762,-0.0068,-0.2381,0.4189
-0.4850,-0.9254,-0.1771,-0.2184,-0.3025,-0.8763,-0.4213,0.5259,-0.8732,-0.0068,0.0159,0.4189
-0.5073,-0.2605,-0.1771,-0.5822,-0.3025,-0.1516,-0.4213,-0.5875,-0.3224,-0.1477,-0.6190,-0.6614
0.0402,-0.9254,3.1957,1.2366,4.0000,-0.8763,-0.4213,0.0802,-0.3224,-0.0420,2.9366,1.4692
-0.4194,-1.2578,-0.1771,0.8729,-0.3025,-1.2387,-0.4213,-0.3460,-1.4224,-0.1360,2.1112,0.7190
-0.4916,1.7340,-0.1771,-0.7641,-0.3025,1.2979,-0.1578,-0.2728,0.0000,0.0402,0.0000,0.0000
0.7492,1.0692,-0.1771,0.1453,-0.3025,1.2979,-0.4213,-0.1413,0.7761,-0.1007,0.2064,-0.1813
-0.1568,-0.5930,-0.1771,0.1453,-0.3025,-0.5139,-0.4213,-0.0852,0.2269,0.0519,0.5239,-0.6314
-0.3668,-0.2605,-0.1771,-0.4367,-0.3025,-0.1516,-0.4213,-0.6047,0.2269,-0.1007,-0.6825,-0.6314
