livePlace,totalLoanAmount,creditScore,carRegisterCertHosting,totalLoanNum,rate,financeAmount,houseNum,carTicketHosting,occupation,isDriversLicense,brandModel,due,isGps,totalReturnNum,loanPurpose,toBeReturnAmoun,marryCodition,carSpareKeyHosting,carNum,returnWay,occupationYear,overdueReturnNum,carBuyDate,overdueReturnAmount,gender,age,carEstimatePrice,personalIncome
广东省 佛山,1140000.00,170,1,8,20.00,150000.00,1,1,佛山**钢铁公司,1,宝马,30,1,8,0,0.00,1,1,1,0,160309880000,0,1259596800000,0,0,32,200000.0,40000.0
广东省 广州,450000.00,162,1,3,20.00,150000.00,1,1,广州市***冷气维修公司,1,凯迪拉克,30,1,3,0,0.00,1,1,1,0,168258710000,0,1291132800000,0,0,45,250000.0,10000.0
广东省 广州,290000.00,155,1,4,20.00,70000.00,1,1, 广州**医疗机械公司,1,丰田,30,1,4,0,0.00,1,1,1,0,94645942000,0,1291132800000,0,1,32,60000.0,10000.0
广东省 佛山,210000.00,152,1,3,20.00,70000.00,-9,1,佛山市**贸易有限公司,1,本田,30,1,3,0,0.00,1,1,1,0,73564368000,0,1385827200000,0,0,28,90000.0,10000.0
广东省 佛山,161000.00,160,1,4,20.00,38000.00,1,1,**粉体经营部,1,东风日产,30,1,4,0,0.00,1,1,1,0,131452430000,0,1354291200000,0,0,39,60000.0,12000.0
广东省 广州,1520000.00,175,1,4,20.00,380000.00,1,1,广州**电子商务有限公司,1,宝马,30,1,4,0,0.00,1,1,1,0,378656999000,0,1354291200000,0,1,37,580000.0,80000.0
广东省 广州,880000.00,175,1,4,20.00,220000.00,1,1,广东**电子商务有限公司,1,-9,30,1,4,-9,0.00,1,1,1,0,391617030000,0,1354291200000,0,0,45,280000.0,100000.0
广东省 广州,360000.00,162,1,3,20.00,120000.00,1,1,广州**安防有限公司,1,宝马,30,1,3,0,0.00,1,1,1,0,123517855000,0,1228060800000,0,1,31,130000.0,40000.0
湖南省 怀化,240000.00,160,1,4,20.00,60000.00,-9,1,上海**纺织有限公司,1,别克,30,0,4,0,0.00,1,1,1,0,52410708000,0,1354291200000,0,0,27,110000.0,20000.0
广东省 广州,1200000.00,150,1,7,20.00,200000.00,1,1,广东**建设工程有限公司,1,奥迪,30,1,7,0,0.00,1,1,1,0,134069449000,0,1228060800000,0,0,42,160000.0,80000.0
广东省 佛山,400000.00,152,0,1,24.00,400000.00,1,1,惠州**工程总公司佛山分公司,1,斯洛伐克大众-途锐,180,0,1,0,0.00,1,1,1,0,176059885000,0,1322668800000,0,0,36,400000.0,100000.0
广东省 佛山,400000.00,155,0,1,20.00,400000.00,1,1,佛山市***家具布艺有限公司,1,梅赛德斯-奔驰,30,0,1,0,0.00,1,1,1,0,397060276000,0,1291132800000,0,0,46,700000.0,150000.0
广东省 佛山,140000.00,155,1,2,20.00,70000.00,1,1, 广州**电子工程有限公司,1,江淮,30,0,2,0,0.00,1,1,1,0,670603336000,0,1385827200000,0,0,61,55000.0,30000.0
广东省 广州,1810000.00,167,0,8,18.00,230000.00,1,1,广州**贸易有限公司,1,奥迪,7,0,8,-9,0.00,0,1,1,3,94757767000,0,1354291200000,0,1,39,450000.0,100000.0
广东省 佛山,540000.00,152,1,3,20.00,180000.00,1,1,佛山**运输有限公司,1,奥迪,30,1,3,0,0.00,1,1,1,0,128960993000,0,1291132800000,0,1,41,200000.0,90000.0
广东省 广州,660000.00,160,1,11,20.00,60000.00,-9,1, 广州**汽车用品有限公司,1,一大众-宝来,30,1,10,0,61000.00,1,1,1,0,94833059000,0,1228060800000,0,1,41,48000.0,30000.0
广东省 佛山,80000.00,157,1,2,20.00,40000.00,1,1,佛山市**国际旅行社,1,丰田,30,1,2,0,0.00,1,1,1,0,73751483000,0,1322668800000,0,0,44,50000.0,5000.0
广东省 广州,750000.00,155,1,3,20.00,250000.00,-9,1,广州市***装饰有限公司,1,奔驰,30,1,3,0,0.00,0,1,1,0,29006963000,0,1385827200000,0,0,27,320000.0,50000.0
广东省 佛山,240000.00,150,1,4,20.00,60000.00,1,1,佛山***家具有限公司,1,东风悦达起亚,30,1,4,0,0.00,1,1,1,0,163247353000,0,1385827200000,0,1,41,110000.0,20000.0
广东省 广州,130000.00,152,1,3,20.00,50000.00,-9,1,广州***酒业公司,1,大众高尔夫,30,1,3,0,0.00,3,1,1,0,39608966000,0,1259596800000,0,1,48,70000.0,8000.0
广东省 佛山,500000.00,162,1,5,20.00,100000.00,1,1,佛山**不锈钢有限公司,1,丰田,30,1,5,0,0.00,1,1,1,0,129047496000,0,1322668800000,0,0,23,200000.0,10000.0
广东省 佛山,190000.00,160,1,3,20.00,50000.00,1,1,广东**旅行社高明部,1,丰田,30,1,3,0,0.00,1,1,1,0,97522341000,0,1259596800000,0,0,27,100000.0,20000.0
广东省 佛山,160000.00,155,1,4,20.00,35000.00,1,1,佛山市禅城**企业咨询服务部,1,大众,30,1,4,0,0.00,1,1,1,0,115839170000,0,1354291200000,0,0,31,60000.0,10000.0
广东省 广州,200000.00,162,0,1,24.00,200000.00,1,1,广州**服饰公司,1,梅赛德斯-奔驰,120,1,1,0,0.00,1,0,1,0,181589734000,0,1228060800000,0,0,32,150000.0,100000.0
广东省 佛山,800000.00,150,1,4,20.00,200000.00,1,1,佛山**金属贸易有限公司,1,本田艾力绅,30,1,4,0,0.00,1,1,1,0,73924394000,0,1385827200000,0,0,45,240000.0,70000.0
广东省 佛山,375000.00,155,1,8,20.00,50000.00,1,1,佛山**五金店,1,丰田牌,30,1,7,0,40666.67,1,1,1,0,418403665000,0,1228060800000,0,0,53,80000.0,20000.0
广东省 汕尾,90000.00,150,1,2,24.00,50000.00,1,1,广州天河**废品回收站,1,别克,120,1,2,0,0.00,1,1,1,0,297272531000,0,1259596800000,0,0,39,110000.0,8000.0
广东省 广州,500000.00,177,0,2,20.00,250000.00,1,0,广州**服饰有限公司,1,-9,30,0,2,0,0.00,1,0,1,0,178998386000,0,-9,0,0,36,-9,-9
广东省 佛山,140000.00,155,1,3,20.00,70000.00,1,1, 佛山市***服装公司,1,北京现代,30,1,2,0,0.00,1,1,1,0,58113069000,0,1385827200000,0,0,39,90000.0,10000.0
广东省 佛山,180000.00,154,0,3,20.00,50000.00,-9,1,佛山***针织厂,1,丰田,30,1,3,0,0.00,1,1,1,0,221322755000,0,1259596800000,0,0,28,100000.0,20000.0
广东省 广州,98000.00,155,1,3,20.00,30000.00,1,1,佛山市**酒店,1,东风悦达起亚,30,1,3,0,0.00,1,1,1,0,87143653000,0,1354291200000,0,0,28,60000.0,7000.0
未填,90000.00,157,1,3,20.00,30000.00,1,1,佛山市**汽修公司,1,本田,30,1,3,1,0.00,0,1,1,0,244910258000,0,1291132800000,0,0,28,50000.0,7000.0
广东省 广州,160000.00,157,1,2,24.00,80000.00,1,1,广州**事业单位,1,大众,270,1,1,0,87301.35,1,1,1,0,42475488000,0,1322668800000,0,0,43,130000.0,15000.0
广东省 广州,700000.00,160,1,4,20.00,200000.00,-9,1,广州市***货运代理有限公司,1,宝马,30,1,4,0,0.00,1,1,1,0,308154567000,0,1259596800000,0,1,29,470000.0,30000.0
广东省 佛山,175000.00,157,1,5,20.00,35000.00,1,1,佛山**塑料厂,1,马自达,30,1,5,0,0.00,1,1,1,0,189873015000,0,1259596800000,0,1,39,40000.0,8000.0
广东省 佛山,45000.00,152,1,3,20.00,15000.00,-9,1,佛山市***纸业有限公司,1,名爵,30,1,3,0,0.00,0,1,1,0,92586632000,0,1291132800000,0,1,29,40000.0,5000.0
广东省 广州,650000.00,160,1,5,20.00,130000.00,1,1,广州旧汽车配件公司,1,丰田,30,1,5,0,0.00,0,1,1,0,184527104000,0,1322668800000,0,0,31,160000.0,40000.0
广东省 佛山,660000.00,155,1,6,20.00,110000.00,1,1,佛山**文化传播有限公司,1,宝马,30,1,6,0,0.00,0,1,1,0,410808775000,0,1164902400000,0,0,36,150000.0,25000.0
广东省 佛山,160000.00,155,0,2,20.00,80000.00,1,1, 佛山市**摄影有限公司,1,-9,30,0,2,0,0.00,1,1,1,0,147720832000,0,-9,0,0,30,140000.0,10000.0
广东省 佛山,100000.00,157,1,2,20.00,50000.00,1,1,佛山**化工加工公司,1,-9,30,1,2,0,0.00,3,1,1,0,413400897000,0,-9,0,0,47,80000.0,10000.0
广东省 佛山,105000.00,150,1,3,20.00,35000.00,-9,1,佛山市**光电科技有限公司,1,马自达,30,1,3,0,0.00,0,1,1,0,100546546000,0,1322668800000,0,0,26,60000.0,6000.0
广东省 佛山,806000.00,157,0,10,20.00,90000.00,1,1,佛山**服饰有限公司,1,大众新甲壳虫,30,1,9,0,0.00,1,1,1,0,276690750000,0,1259596800000,0,1,42,90000.0,20000.0
广东省 广州,380000.00,152,0,4,20.00,100000.00,-9,1,广州**出租公司,1,-9,30,1,4,0,0.00,1,1,1,0,329240138000,0,-9,0,0,31,170000.0,20000.0
广东省 广州,200000.00,152,0,8,20.00,30000.00,1,1,广州**维修工程公司,1,-9,30,1,8,0,0.00,1,1,1,0,610817759000,0,-9,0,0,39,65000.0,8500.0
广东省 佛山,400000.00,182,0,1,18.00,400000.00,1,1,佛山市**电子有限公司,1,奥迪,10,0,1,0,0.00,1,1,1,3,118942578000,0,1354291200000,0,0,33,500000.0,100000.0
广东省 广州,560000.00,157,0,5,20.00,120000.00,1,1,广州**金融企业服务公司,1,-9,30,1,5,0,0.00,1,1,1,0,37474173000,0,-9,0,0,52,110000.0,50000.0
广东省 广州,830000.00,160,0,11,20.00,80000.00,1,0,广州**玻璃工艺厂,1,-9,30,0,10,0,61000.00,1,0,1,0,105903012000,0,-9,0,0,37,-9,-9
广东省 广州,900000.00,160,1,5,20.00,180000.00,-9,1,广州**机电设备公司,1,傲虎,30,1,5,0,0.00,1,1,1,0,105978579000,0,1259596800000,0,0,36,180000.0,50000.0
广东省 佛山,855000.00,160,1,9,20.00,100000.00,1,1,佛山**童装公司,1,本田,30,1,9,0,0.00,1,1,1,0,16381824000,0,1291132800000,0,1,33,110000.0,10000.0
广东省 佛山,280000.00,155,1,4,20.00,70000.00,1,1,佛山市**贸易有限公司,1,东风悦达起亚,30,1,4,0,0.00,3,1,1,0,16381875000,0,1322668800000,0,0,38,100000.0,30000.0
广东省 广州,160000.00,157,1,4,20.00,40000.00,1,1,广州市海珠区***日用百货,1,荣威,30,0,4,0,0.00,1,1,1,0,32279530000,0,1259596800000,0,0,53,40000.0,6000.0
广东省 广州,240000.00,155,1,7,20.00,40000.00,1,1, 广州**鞋业有限公司,1,荣威,30,1,6,0,0.00,1,1,1,0,29601164000,0,1259596800000,0,0,36,40000.0,15000.0
广东省 广州,700000.00,155,1,8,20.00,120000.00,1,1,广州**信息科技有限公司,1,丰田,30,1,5,0,111833.33,1,1,1,0,100719242000,0,1291132800000,0,0,26,140000.0,50000.0
广东省 广州,460000.00,157,0,5,20.00,110000.00,1,1,广州**服装加工厂,1,丰田,30,1,4,0,81333.33,1,1,1,0,255807301000,0,1291132800000,0,0,39,120000.0,80000.0
广东省 佛山,640000.00,155,1,6,20.00,100000.00,1,1,佛山**建筑工程有限公司,1,本田,30,1,6,0,0.00,1,1,1,0,792343801000,0,1322668800000,0,0,50,130000.0,40000.0
广东省 广州,400000.00,157,0,5,20.00,80000.00,-9,1,广州**电器销售有限公司,1,北京现代,30,0,5,0,0.00,1,1,1,0,40228260000,0,1385827200000,0,0,32,120000.0,10000.0
广东省 广州,480000.00,152,1,4,20.00,120000.00,1,1,广州**事业单位,1,本田奥德赛,30,1,4,0,0.00,3,1,1,0,503083784000,0,1228060800000,0,0,41,110000.0,20000.0
广东省 广州,330000.00,155,0,3,20.00,110000.00,1,1, 广州市**皮具科技有限公司,1,凌志,30,0,3,0,0.00,1,1,1,0,53285419000,0,1354291200000,0,0,33,160000.0,30000.0
广东省 广州,240000.00,150,1,3,20.00,80000.00,1,1, 广州**鞋厂,1,东风,30,0,3,0,0.00,1,1,1,0,108495058000,0,1354291200000,0,0,39,100000.0,20000.0
广东省 广州,200000.00,157,1,4,20.00,50000.00,1,1,广州**汽车美容公司,1,本田思域,30,1,4,0,0.00,0,1,1,0,42917494000,0,1164902400000,0,0,25,40000.0,10000.0
广东省 佛山,335000.00,160,1,10,20.00,35000.00,-9,1,佛山**贸易有限公司,1,大众,30,1,9,0,30500.00,1,1,1,0,29698377000,0,1291132800000,0,0,29,80000.0,20000.0
广东省 广州,4550000.00,167,1,10,20.00,550000.00,1,1,广州**投资有限公司,1,奥迪,30,1,9,0,355833.33,1,1,1,0,324311422000,0,1322668800000,0,0,46,600000.0,150000.0
广东省 广州,110000.00,160,1,3,20.00,35000.00,1,1,佛山市**汽车销售服务有限公司,1,东风悦达起亚,30,1,3,0,0.00,0,1,1,0,190218696000,0,1322668800000,0,0,28,50000.0,8000.0
广东省 广州,1000000.00,155,1,10,20.00,100000.00,1,1,广州**保险代理有限公司,1,马自达,30,1,10,0,0.00,3,1,1,0,174331767000,0,1291132800000,0,1,38,80000.0,20000.0
广东省 广州,605000.00,157,1,11,20.00,55000.00,1,1,广州**食品贸易公司,1,东风轩逸,30,1,10,0,55916.67,1,1,1,0,332184608000,0,1259596800000,0,0,32,60000.0,10000.0
广东省 广州,3440000.00,287,1,7,20.00,520000.00,1,1,广州**招标代理公司,1,奔驰,30,1,6,0,427000.00,3,1,1,0,395332153000,0,1228060800000,0,1,43,460000.0,50000.0
广东省 广州,700000.00,160,1,7,20.00,100000.00,1,1, 广州**装饰工程有限公司,1,东风,30,1,7,0,0.00,3,1,1,0,200845795000,0,1259596800000,0,1,48,100000.0,20000.0
广东省 广州,210000.00,157,0,3,22.00,70000.00,1,1,广州**建筑机械设备租赁公司,1,本田思威,90,1,3,0,0.00,1,1,1,0,90351131000,0,1322668800000,0,0,33,125000.0,50000.0
广东省 佛山,1350000.00,182,0,3,20.00,500000.00,1,0,**机械公司,1,宝马,30,1,3,0,0.00,1,0,1,0,19492110000,0,1291132800000,0,0,58,430000.0,100000.0
广东省 佛山,120000.00,162,0,2,20.00,60000.00,-9,0,佛山市**珠宝有限公司,1,-9,30,0,2,0,0.00,1,0,1,0,53620280000,0,-9,0,1,31,-9,-9
江西省 抚州,70000.00,157,0,2,20.00,40000.00,-9,0,广东省**工具批发部,1,-9,30,0,2,0,0.00,1,0,1,0,211473101000,0,-9,0,0,43,-9,-9
广东省 佛山,1100000.00,167,1,4,20.00,290000.00,1,1,佛山**食品公司,1,宝马,30,1,4,0,0.00,1,1,1,0,156274313000,0,1385827200000,0,0,42,400000.0,50000.0
广东省 广州,1050000.00,160,1,7,20.00,150000.00,1,1,广州**机电公司,1,路虎牌,30,1,7,0,0.00,1,1,1,0,185207513000,0,1322668800000,0,1,32,360000.0,150000.0
广东省 广州,180000.00,155,1,4,20.00,45000.00,1,1,广州市-皮具厂,1,福克斯牌,30,1,4,0,0.00,0,1,1,0,222186819000,0,1291132800000,0,1,38,50000.0,30000.0
广东省 佛山,155000.00,155,1,4,20.00,40000.00,1,1,佛山**窗帘经营部,1,比亚迪牌,30,1,4,0,0.00,1,1,1,0,74875268000,0,1354291200000,0,0,36,50000.0,6000.0
广东省 广州,550000.00,202,0,1,20.00,550000.00,1,0,广州**工艺品有限公司,1,奥迪,15,0,1,0,0.00,1,0,1,3,64334768000,0,1354291200000,0,0,29,500000.0,100000.0
广东省 广州,60000.00,152,1,1,20.00,60000.00,1,1,广州**五金公司,1,东风-骊威,30,1,1,0,0.00,0,1,1,0,374607526000,0,1322668800000,0,0,31,50000.0,10000.0
广东省 广州,90000.00,152,1,1,24.00,90000.00,1,1,广州**鞋业公司,1,雷诺科雷傲,270,1,1,0,0.00,1,1,1,0,422041174000,0,1291132800000,0,0,45,110000.0,60000.0
广东省 广州,600000.00,160,1,4,20.00,150000.00,1,1,广州**净化工程有限公司,1,奔驰,30,1,4,0,0.00,1,1,1,0,103905029000,0,1291132800000,0,1,32,290000.0,-9
广东省 广州,980000.00,155,1,7,20.00,140000.00,1,1,广州**汽车用品公司,1,奔驰,30,1,7,0,0.00,0,1,1,0,222273068000,0,1291132800000,0,0,43,150000.0,50000.0
广西区 钦州,700000.00,152,0,2,22.00,350000.00,1,0,广州市***休闲会所,1,-9,90,0,2,0,0.00,1,0,1,0,38154763000,0,-9,0,0,34,-9,-9
广东省 佛山,540000.00,152,0,3,20.00,180000.00,1,0,佛山市**珠宝有限公司,1,-9,30,0,3,0,0.00,1,0,1,0,53803723000,0,-9,0,0,39,-9,-9
重庆 重庆市,40000.00,152,0,1,24.00,40000.00,1,0,佛山市**家具厂,1,-9,180,0,1,0,0.00,0,0,1,0,224865208000,0,-9,0,0,21,-9,-9
广东省 佛山,1350000.00,160,1,9,20.00,150000.00,1,1,佛山市**服装店,1,丰田,30,1,8,0,152500.00,0,1,1,0,132859741000,0,1385827200000,0,1,21,180000.0,5000.0
广东省 广州,425000.00,158,1,5,20.00,85000.00,1,1,广州市**玻纤有限公司,1,奥德赛,30,1,5,1,0.00,0,1,1,0,361474166000,0,1291132800000,0,0,43,90000.0,10000.0
广东省 广州,750000.00,155,1,5,20.00,150000.00,1,1,广州**电子有限公司,1,本田,30,1,5,0,0.00,0,1,1,0,322237750000,0,1322668800000,0,0,40,150000.0,50000.0
广东省 广州,2900000.00,177,0,8,20.00,400000.00,1,0,广州**皮鞋公司,1,-9,30,0,7,0,279583.33,1,0,1,0,174840014000,0,-9,0,0,42,-9,200000.0
广东省 广州,440000.00,160,1,7,20.00,70000.00,1,1,广州**科技有限公司,1,大众朗逸,30,1,7,0,0.00,1,1,1,0,214421383000,0,1291132800000,0,0,36,70000.0,10000.0
广东省 广州,320000.00,162,1,7,20.00,50000.00,1,1,广州**铁道公司,1,雪佛兰,30,1,7,0,0.00,1,1,1,0,537903016000,0,1259596800000,0,0,39,50000.0,14000.0
广东省 佛山,800000.00,152,1,8,22.00,110000.00,1,1,佛山**家具有限公司,1,福特,90,1,7,0,91500.00,0,1,1,0,88191568000,0,1385827200000,0,1,26,130000.0,18000.0
广东省 广州,60000.00,150,0,1,20.00,60000.00,1,1,广东省**建筑工地,1,东风日产,15,0,1,0,0.00,1,1,1,3,643139070000,0,1291132800000,0,0,47,90000.0,20000.0
广东省 广州,1480000.00,150,1,12,20.00,130000.00,1,1,广州**服装公司,1,克莱斯勒,30,1,11,0,111833.33,1,1,1,0,151338572000,0,1228060800000,0,0,42,110000.0,130000.0
广东省 佛山,240000.00,157,0,2,20.00,120000.00,1,1,佛山一药店,1,东风日产,30,1,2,0,0.00,1,1,1,0,161879413000,0,1385827200000,0,0,29,160000.0,40000.0
广东省 佛山,960000.00,152,1,8,22.00,120000.00,1,1,佛山**金属回收公司,1,宝马牌,90,0,7,0,122000.00,1,1,1,0,127751511000,0,1322668800000,0,0,32,200000.0,30000.0
广东省 广州,900000.00,150,1,6,20.00,160000.00,1,1,广州**鞋业商行,1,宝马523,30,1,5,0,142333.33,0,1,1,0,133032520000,0,1291132800000,0,0,25,360000.0,100000.0
广东省 佛山,376000.00,152,0,8,22.00,70000.00,1,1,佛山**铝业有限公司,1,北京现代,90,1,7,0,38633.33,0,1,1,0,48706152000,0,1354291200000,0,0,23,100000.0,25000.0
广东省 佛山,480000.00,157,0,8,22.00,60000.00,1,0,佛山**服饰有限公司,1,-9,90,0,7,0,61000.00,1,0,1,0,248635781000,0,-9,0,0,47,-9,30000.0
广东省 广州,800000.00,167,0,4,20.00,200000.00,1,1,广州**皮具有限公司,1,路虎揽胜运动,30,0,3,0,201500.00,1,1,1,0,88353137000,0,1322668800000,0,0,39,520000.0,80000.0
广东省 广州,100000.00,152,1,2,22.00,50000.00,1,1,广州市番禺区机关单位,1,丰田,90,1,2,0,0.00,1,1,1,0,143477736000,0,1354291200000,0,0,28,65000.0,8000.0
广东省 佛山,810000.00,164,0,5,20.00,170000.00,1,1,佛山**幼儿园,1,英菲尼迪G25牌,30,1,5,0,0.00,0,1,1,0,348773877000,0,1291132800000,0,1,35,170000.0,6000.0
广东省 佛山,80000.00,152,0,2,22.00,40000.00,-9,1,佛山**服装印花工艺厂,1,福克斯,120,1,1,0,7141.03,1,1,1,0,225135728000,0,1259596800000,0,0,40,40000.0,10000.0
广东省 佛山,75000.00,152,0,1,24.00,75000.00,1,1,佛山市南海**粮油购销部,1,东风本田,270,1,1,0,0.00,1,1,1,0,151436595000,0,1291132800000,0,0,43,90000.0,30000.0
广东省 佛山,2400000.00,180,1,6,20.00,400000.00,1,1,佛山市*茶行,1,丰田,30,1,6,0,0.00,1,1,1,0,75393022000,0,1291132800000,0,1,47,300000.0,80000.0
广东省 广州,650000.00,165,1,2,20.00,250000.00,1,1,广州**服装有限公司,1,途锐,30,1,2,0,0.00,1,1,1,0,346257194000,0,1259596800000,0,0,52,430000.0,230000.0
广东省 广州,35000.00,150,0,1,20.00,35000.00,1,0,广州市**礼品包装厂,1,-9,30,0,1,0,0.00,1,0,1,0,304094079000,0,-9,0,0,31,-9,-9
广东省 佛山,70000.00,152,1,1,24.00,70000.00,1,1,佛山市**陶瓷有限公司,1,东风本田,270,1,1,0,0.00,1,1,1,0,35908544000,0,1385827200000,0,0,28,100000.0,13000.0
广东省 广州,420000.00,152,1,2,20.00,210000.00,1,1,广州市**服装有限公司,1,宝马,30,1,2,0,0.00,1,1,1,0,62184577000,0,1322668800000,0,0,33,250000.0,100000.0
广东省 佛山,700000.00,160,1,7,20.00,100000.00,1,1,佛山市**咖啡店,1,丰田,30,1,7,0,0.00,0,1,1,0,130613405000,0,1385827200000,0,1,23,180000.0,6500.0
广东省 广州,420000.00,155,1,6,20.00,70000.00,1,1,增城**制衣厂,1,日产天籁,30,1,6,0,0.00,1,1,1,0,109520911000,0,1259596800000,0,0,50,90000.0,40000.0
广东省 广州,120000.00,150,1,2,20.00,60000.00,1,1,广东省**产业联合会,1,日产骐达牌,30,1,2,0,0.00,1,1,1,0,167495352000,0,1322668800000,0,1,31,70000.0,5000.0
广东省 佛山,675000.00,157,0,7,22.00,140000.00,1,0,佛山**工程有限公司,1,-9,90,0,6,0,86416.67,0,0,1,0,25453790000,0,-9,0,0,24,-9,-9
广东省 佛山,650000.00,160,1,5,20.00,130000.00,1,1,佛山**品牌策划公司,1,宝马,30,1,5,0,0.00,1,1,1,0,133378180000,0,1259596800000,0,1,31,150000.0,-9
广东省 广州,350000.00,150,0,7,20.00,50000.00,1,0,广州**电子科技有限公司,1,-9,30,0,6,0,50833.33,0,0,1,0,107173841000,0,-9,0,0,28,-9,-9
广东省 广州,240000.00,160,0,5,20.00,50000.00,1,0,广州**帽业公司,1,-9,30,0,5,0,0.00,1,0,1,0,120220263000,0,-9,0,0,32,-9,-9
广东省 广州,3000000.00,185,1,5,20.00,600000.00,1,1,广州**广告公司,1,奔驰,30,1,5,0,0.00,1,1,1,0,44029912000,0,1354291200000,0,0,34,800000.0,120000.0
广东省 中山市,1110000.00,160,1,11,20.00,110000.00,1,1,中山**电器制造厂,1,丰田牌,30,1,10,0,91500.00,1,1,1,0,125576966000,0,1322668800000,0,0,42,110000.0,10000.0
广东省 广州,150000.00,150,1,3,20.00,50000.00,1,1,广州**美食公司,1,丰田,30,1,3,0,0.00,1,1,1,0,359720983000,0,1322668800000,0,0,45,170000.0,18000.0
广东省 广州,2250000.00,185,1,9,20.00,250000.00,1,1,广州**物流有限公司,1,丰田,30,1,9,0,0.00,1,1,1,0,175444228000,0,1291132800000,0,0,41,250000.0,100000.0
广东省 佛山,450000.00,152,0,8,20.00,70000.00,1,0,佛山**卫浴有限公司,1,-9,90,0,7,0,50833.33,1,0,1,2,9901855000,0,-9,0,1,32,-9,-9
广东省 广州,300000.00,157,1,2,20.00,200000.00,1,1,广州**工程建设公司,1,奥迪,30,1,2,0,0.00,1,1,1,0,133551489000,0,1228060800000,0,0,34,160000.0,80000.0
广东省 佛山,70000.00,152,0,1,20.00,70000.00,1,1,佛山市禅城区***修理厂,1,丰田,30,0,1,0,0.00,1,1,1,0,49225139000,0,1385827200000,0,0,36,140000.0,15000.0
广东省 广州,100000.00,150,1,2,20.00,50000.00,1,1,广州**服装辅料行,1,本田雅阁,30,1,2,0,0.00,1,1,1,0,99337158000,0,1196438400000,0,1,39,85000.0,13000.0
广东省 佛山,170000.00,157,0,4,20.00,50000.00,1,1, 佛山**水电设备安装有限公司,1,丰田,90,1,4,0,0.00,1,1,1,2,391282772000,0,1322668800000,0,0,47,60000.0,8000.0
广东省 佛山,2350000.00,214,0,4,20.00,600000.00,1,1,佛山**服装公司,1,梅赛德斯-奔驰,30,0,4,0,0.00,0,1,1,0,194020344000,0,1322668800000,0,0,0,600000.0,100000.0
广东省 佛山,800000.00,222,0,2,18.00,400000.00,1,0,佛山市**塑料有限公司,1,-9,15,0,2,0,0.00,1,0,1,3,283444461000,0,-9,0,0,58,-9,-9
广东省 佛山,1440000.00,172,0,6,20.00,240000.00,1,1,佛山**贸易有限公司,1,-9,30,0,6,0,0.00,1,1,1,0,125688576000,0,1354291200000,0,1,36,400000.0,25000.0
广东省 佛山,240000.00,157,0,10,20.00,30000.00,1,1,佛山**棋牌室,1,起亚,30,1,9,0,16266.67,1,1,1,0,107371891000,0,1322668800000,0,0,24,50000.0,8000.0
广东省 佛山,700000.00,217,0,1,20.00,700000.00,1,1,佛山市***布艺公司,1,梅赛德斯-奔驰,30,0,1,0,0.00,1,1,1,0,399220196000,0,1291132800000,0,0,46,700000.0,150000.0
广东省 广州,600000.00,162,1,6,20.00,100000.00,1,1,广州**贸易有限公司,1,东风日产,30,1,6,0,0.00,1,1,1,0,102187969000,0,1354291200000,0,1,50,70000.0,30000.0
广东省 广州,500000.00,182,0,2,20.00,250000.00,1,1,佛山市**羊庄,1,梅赛德斯-奔驰,90,1,2,0,0.00,1,1,1,2,20541348000,0,1259596800000,0,0,43,280000.0,100000.0
广东省 佛山,535000.00,150,1,3,20.00,180000.00,1,1, 广东**贸易有限公司,0,宝马,30,0,3,0,0.00,1,1,1,0,-9,0,1196438400000,0,0,45,200000.0,40000.0
广东省 佛山,80000.00,157,0,1,20.00,80000.00,1,1,佛山市三水区**建材商行,1,丰田,30,0,1,0,0.00,1,1,1,0,41769011000,0,1354291200000,0,0,44,140000.0,38000.0
广东省 广州,800000.00,200,1,2,20.00,400000.00,1,1,广州**贸易公司,1,奥迪,30,1,2,0,0.00,0,1,1,0,315239370000,0,1354291200000,0,0,38,360000.0,150000.0
广东省 佛山,1260000.00,152,1,6,20.00,240000.00,-9,1,佛山**陶瓷有限公司,1,奔驰,30,1,6,0,0.00,0,1,1,0,41783402000,0,1385827200000,0,0,25,230000.0,50000.0
广东省 佛山,350000.00,172,0,1,20.00,350000.00,1,1,佛山市**金属材料厂,1,宝马,30,0,1,0,0.00,1,1,1,0,260126963000,0,1354291200000,0,0,51,600000.0,100000.0
广东省 广州,640000.00,152,0,2,18.00,320000.00,1,1,广州**服装有限公司,1,梅赛德斯奔驰,15,0,2,0,0.00,0,1,1,3,238959072000,0,1322668800000,0,0,40,490000.0,30000.0
广东省 广州,520000.00,170,1,2,20.00,260000.00,1,1,广州**金属制品有限公司,1,奔驰,30,1,2,0,0.00,1,1,1,0,352204269000,0,1291132800000,0,1,47,230000.0,90000.0
广东省 广州,400000.00,170,1,2,20.00,200000.00,1,1,广州**地毯经营部,1,宝马牌,30,1,2,0,0.00,1,1,1,0,126023346000,0,1322668800000,0,1,49,330000.0,80000.0
广东省 佛山,35000.00,150,0,1,20.00,35000.00,1,0,深圳**装饰有限公司佛山分公司,1,-9,30,0,1,0,0.00,1,0,1,0,62865189000,0,-9,0,0,30,-9,-9
广东省 佛山,970000.00,160,1,12,20.00,70000.00,1,1,佛山**户外用品有限公司,1,长安福特马自达-蒙迪欧,30,1,11,0,91500.00,1,1,1,0,154891870000,0,1322668800000,0,0,28,120000.0,10000.0
