livePlace,totalLoanAmount,totalLoanNum,rate,financeAmount,houseNum,occupation,brandModel,due,totalReturnNum,toBeReturnAmoun,carNum,occupationYear,overdueReturnNum,carBuyDate,overdueReturnAmount,age,carEstimatePrice,personalIncome
广东省 广州,2250000.00,9,20.00,250000.00,1,广州**物流有限公司,丰田,30,9,0.00,1,171556167000,0,1291132800000,0,41,250000.0,100000.0
广东省 佛山,855000.00,9,20.00,100000.00,1,佛山**童装公司,本田,30,9,0.00,1,13800644000,0,1291132800000,0,33,110000.0,10000.0
广东省 佛山,800000.00,7,20.00,120000.00,-9,佛山市**酒楼,本田,30,7,0.00,1,55877614000,0,1354291200000,0,32,180000.0,60000.0
广东省 佛山,650000.00,5,20.00,130000.00,1,佛山**品牌策划公司,宝马,30,5,0.00,1,129724220000,0,1259596800000,0,31,150000.0,-9
广东省 佛山,640000.00,6,20.00,120000.00,1,佛山**建筑工程有限公司,本田,30,6,0.00,1,789737437000,0,1322668800000,0,50,130000.0,40000.0
广东省 广州,240000.00,3,20.00,80000.00,1, 广州**鞋厂,东风,30,3,0.00,1,105877858000,0,1354291200000,0,39,100000.0,20000.0
广东省 广州,337200.00,7,20.00,50000.00,-9,广州市***箱包厂,丰田,30,7,0.00,1,137428151000,0,1354291200000,0,37,105000.0,20000.0
广东省 佛山,335000.00,10,20.00,40000.00,-9,佛山**贸易有限公司,大众,30,9,30500.00,1,27095364000,0,1291132800000,0,29,80000.0,20000.0
广东省 广州,330000.00,3,20.00,110000.00,1, 广州市**皮具科技有限公司,丰田,30,3,0.00,1,50693470000,0,1354291200000,0,33,160000.0,30000.0
广东省 佛山,25000.00,1,20.00,25000.00,1, 佛山***资源回收公司,本田,30,1,0.00,1,48162626000,0,1322668800000,0,29,110000.0,10000.0
广东省 佛山,200000.00,3,20.00,80000.00,1,佛山**无机材料厂,丰田,30,3,0.00,1,161346653000,0,1322668800000,0,34,240000.0,30000.0
广东省 广州,1080000.00,9,20.00,120000.00,1,广州**材料公司,北京现代,30,8,122000.00,1,119197871000,0,1322668800000,0,39,120000.0,10000.0
广东省 佛山,40000.00,1,24.00,40000.00,1,佛山**装饰设计有限公司,本田,180,1,0.00,1,116605890000,0,1259596800000,0,40,40000.0,10000.0
广东省 广州,110000.00,3,20.00,35000.00,1,佛山市**汽车销售服务有限公司,东风,30,3,0.00,1,187637381000,0,1322668800000,0,28,50000.0,8000.0
广东省 佛山,360000.00,7,20.00,60000.00,-9,佛山**家具厂,本田,30,7,0.00,1,184958999000,0,1228060800000,0,46,100000.0,20000.0
广东省 广州,3440000.00,7,20.00,520000.00,1,广州**招标代理公司,奔驰,30,6,427000.00,1,392725791000,0,1228060800000,0,43,460000.0,25000.0
广东省 广州,700000.00,7,20.00,100000.00,1, 广州**装饰工程有限公司,东风,30,7,0.00,1,198253813000,0,1259596800000,0,48,100000.0,20000.0
广东省 佛山,140000.00,2,20.00,60000.00,1,佛山**玻璃制品厂,本田,30,1,82800.00,1,148228311000,0,1322668800000,0,34,100000.0,20000.0
广东省 广州,150000.00,3,20.00,50000.00,1,广州**生物科技有限公司,沃尔沃,30,3,0.00,1,293045377000,0,1291132800000,0,39,150000.0,50000.0
广东省 佛山,40000.00,1,24.00,40000.00,-9,佛山市**机械加工部,别克,270,1,0.00,1,130008599000,0,1259596800000,0,37,50000.0,15000.0
广东省 广州,420000.00,7,20.00,60000.00,1,广州**家用电器商行,一佳星,30,7,0.00,1,122066930000,0,1354291200000,0,42,40000.0,30000.0
广东省 广州,335000.00,11,20.00,35000.00,1,广州**拍卖公司,长城,30,10,25416.67,1,243027800000,0,1291132800000,0,51,50000.0,18000.0
广东省 广州,7100000.00,8,20.00,1000000.00,1,广州**皮具有限公司,保时捷-帕纳美拉,30,8,0.00,1,148401348000,0,1322668800000,0,28,700000.0,100000.0
广东省 广州,330000.00,6,20.00,60000.00,-9, 广州市**海鲜店,大众,30,6,0.00,1,24920952000,0,1354291200000,0,25,60000.0,8000.0
广东省 深圳,1900000.00,10,20.00,210000.00,1,深圳**配件公司,大众,30,9,172833.33,1,127578528000,0,1259596800000,0,32,210000.0,50000.0
广东省 佛山,220000.00,1,20.00,220000.00,-9,佛山禅城区**百货公司,宝马,30,1,0.00,1,-9,0,1354291200000,0,29,350000.0,130000.0
广东省 广州,320000.00,7,20.00,50000.00,1,广州**铁道公司,雪佛兰,30,7,0.00,1,535224533000,0,1259596800000,0,39,50000.0,14000.0
广东省 广州,80000.00,2,20.00,40000.00,1,**五金厂,本田-锋范,30,2,0.00,1,235348842000,0,1291132800000,0,26,50000.0,6000.0
广东省 佛山,1350000.00,9,20.00,150000.00,1,佛山市**服装店,丰田,30,8,152500.00,1,130286457000,0,1385827200000,0,21,180000.0,5000.0
广东省 佛山,1080000.00,3,20.00,500000.00,1,佛山**机械有限公司,宝马,30,2,203333.33,1,17145047000,0,1291132800000,0,58,430000.0,50000.0
广东省 广州,50000.00,1,24.00,50000.00,1,广州**科技公司,广传祺,120,1,0.00,1,388074656000,0,1291132800000,0,50,60000.0,20000.0
广东省 佛山,50000.00,1,18.00,50000.00,1,佛山**铝材贸易公司,福特,10,1,0.00,1,266941939000,0,1322668800000,0,35,50000.0,10000.0
广东省 佛山,1545000.00,11,20.00,180000.00,1,佛山**房产投资公司,奥迪,30,10,96583.33,1,32981441000,0,1259596800000,0,51,240000.0,12000.0
广东省 广州,1040000.00,13,20.00,80000.00,-9,广州**建筑公司,北京现代,30,12,81333.33,1,138119458000,0,1291132800000,0,41,80000.0,-9
广东省 佛山,200000.00,4,20.00,50000.00,1,佛山**五金购销部,广本田-飞度,30,4,0.00,1,75047479000,0,1354291200000,0,53,55000.0,20000.0
广东省 广州,200000.00,1,20.00,200000.00,1,广州**皮革公司,梅赛德斯-奔驰,30,1,0.00,1,90955852000,0,1354291200000,0,27,600000.0,100000.0
广东省 广州,120000.00,2,20.00,60000.00,-9,广州市**五金公司,东风-骊威,30,2,0.00,1,98904664000,0,1322668800000,0,21,50000.0,10000.0
广东省 广州,200000.00,1,20.00,200000.00,1,广东**网络科技股份有限公司,宝马,30,1,0.00,1,130501825000,0,1133366400000,0,52,160000.0,100000.0
广东省 广州,920000.00,5,20.00,200000.00,1,广州**皮具有限公司,梅赛德斯-奔驰,30,4,183000.00,1,127837840000,0,1164902400000,0,60,180000.0,17000.0
广东省 佛山,50000.00,1,20.00,50000.00,-9,佛山***服装店,名爵,30,1,0.00,1,33143496000,0,1322668800000,0,42,80000.0,10000.0
广东省 广州,80000.00,2,20.00,40000.00,1,广州**服装批发市场,吉利,30,2,0.00,1,62087591000,0,1354291200000,0,37,60000.0,25000.0
广东省 广州,420000.00,9,20.00,55000.00,-9,**汽车玻璃公司,长安福特,30,8,45750.00,1,151435861000,0,1196438400000,0,37,70000.0,15000.0
广东省 佛山,300000.00,6,20.00,50000.00,1,广东**陶瓷公司,东风本田-思域,30,6,0.00,1,54149507000,0,1259596800000,0,27,65000.0,5000.0
广东省 广州,420000.00,6,20.00,70000.00,1,增城**制衣厂,日产天籁,30,6,0.00,1,106756235000,0,1259596800000,0,50,90000.0,40000.0
广东省 佛山,386000.00,7,20.00,55000.00,1,佛山**国有股份公司,奔驰精灵,30,7,0.00,1,212077854000,0,1322668800000,0,30,70000.0,-9
广东省 广州,800000.00,4,20.00,200000.00,1,广州**皮具有限公司,路虎揽胜运动,30,3,201500.00,1,85858259000,0,1322668800000,0,39,520000.0,80000.0
广东省 广州,1000000.00,6,20.00,180000.00,1,广州**电子科技公司,-9,30,5,101666.67,1,133281018000,0,-9,0,28,-9,-9
广东省 佛山,50000.00,1,24.00,50000.00,-9,佛山***服装店,长安福特-福克斯,180,1,0.00,1,233073070000,0,1291132800000,0,33,70000.0,15000.0
广东省 佛山,700000.00,7,20.00,110000.00,1,佛山市**咖啡店,丰田,30,7,0.00,1,128021477000,0,1385827200000,0,23,180000.0,6500.0
广东省 广州,300000.00,1,20.00,300000.00,1,广州**手袋有限公司,雷克萨斯,30,1,0.00,1,170087465000,0,1291132800000,0,50,250000.0,18000.0
广东省 广州,50000.00,1,22.00,50000.00,1,广州市**制衣厂,宝马,90,1,0.00,1,425226719000,0,1291132800000,0,35,460000.0,20000.0
广东省 广州,160000.00,1,24.00,160000.00,1,广州**电子产品公司,奥迪,180,1,0.00,1,46535606000,0,1291132800000,0,25,200000.0,85000.0
广东省 广州,3000000.00,5,20.00,600000.00,1,广州**广告公司,奔驰,30,5,0.00,1,41448654000,0,1354291200000,0,34,800000.0,120000.0
广东省 佛山,970000.00,12,20.00,70000.00,1,佛山**户外用品有限公司,长安福特马自达-蒙迪欧,30,11,91500.00,1,151842650000,0,1322668800000,0,28,120000.0,10000.0
广东省 广州,2000000.00,5,20.00,400000.00,1,广州**修理厂,丰田,30,5,0.00,1,104682624000,0,1259596800000,0,40,350000.0,150000.0
广东省 佛山,90000.00,4,20.00,30000.00,1,佛山市**房地产公司,东风悦达起亚,30,4,0.00,1,349205475000,0,1259596800000,0,39,40000.0,8000.0
广东省 佛山,343000.00,6,20.00,65000.00,1,广州**汽车配件有限公司,东风日产,30,6,0.00,1,120331916000,0,1354291200000,0,23,90000.0,15000.0
广东省 佛山,140000.00,2,20.00,70000.00,1,佛山**有机硅厂,丰田,30,2,0.00,1,217765891000,0,1196438400000,0,37,80000.0,15000.0
广东省 广州,210000.00,3,20.00,70000.00,1,佛山**机电设备有限公司,名爵,30,3,0.00,1,83601111000,0,1322668800000,0,41,75000.0,30000.0
广东省 佛山,145000.00,3,20.00,50000.00,1,佛山**卫生管理处,比亚迪,30,2,46575.00,1,735921276000,0,1354291200000,0,40,50000.0,5000.0
广东省 广州,640000.00,2,18.00,320000.00,1,广州**服装有限公司,梅赛德斯奔驰,15,2,0.00,1,236097355000,0,1322668800000,0,40,490000.0,30000.0
广东省 佛山,440000.00,8,20.00,60000.00,1,佛山**家具公司,丰田,30,8,0.00,1,354562220000,0,1196438400000,0,46,100000.0,30000.0
广东省 佛山,90000.00,3,20.00,30000.00,1,佛山市**机电厂,骊威,30,3,0.00,1,104779838000,0,1322668800000,0,43,50000.0,7000.0
广东省 佛山,150000.00,7,20.00,20000.00,1, 佛山**票务中心,中华,30,7,0.00,1,41621459000,0,1354291200000,0,37,35000.0,7000.0
广东省 佛山,110000.00,2,20.00,40000.00,1,佛山**银行,奥迪,30,2,0.00,1,36353465000,0,1196438400000,0,30,100000.0,-9
未填,140000.00,3,20.00,45000.00,-9,广州**金属工艺品有限公司,马自达,30,3,0.00,1,131049271000,0,1291132800000,0,41,70000.0,40000.0
广东省 广州,800000.00,2,20.00,400000.00,1,广州**贸易公司,奥迪,30,2,0.00,1,312460226000,0,1354291200000,0,38,360000.0,150000.0
广东省 佛山,1740000.00,6,20.00,300000.00,-9,佛山**冷冻食品公司,宝马,30,6,0.00,1,154708266000,0,1385827200000,0,42,400000.0,50000.0
广东省 佛山,100000.00,1,18.00,100000.00,1,佛山市**电器有限公司,梅赛德斯-奔驰,10,1,0.00,1,73233111000,0,1322668800000,0,40,150000.0,40000.0
广东省 肇庆,1080000.00,6,20.00,180000.00,1,高要市**五金厂,宝马,30,5,183000.00,1,146770192000,0,1228060800000,0,38,170000.0,100000.0
广东省 佛山,350000.00,1,20.00,350000.00,1,佛山市**金属材料厂,宝马,30,1,0.00,1,257423451000,0,1354291200000,0,51,600000.0,100000.0
广东省 佛山,1700000.00,3,20.00,600000.00,1,佛山**服装公司,梅赛德斯-奔驰,30,3,0.00,1,446740223000,0,1322668800000,0,35,600000.0,100000.0
广东省 佛山,510000.00,4,20.00,120000.00,1,佛山市南海区**磨具厂,日产风雅,30,4,0.00,1,70727402000,0,1196438400000,0,40,130000.0,80000.0
广东省 梅州,200000.00,2,20.00,100000.00,-9,广州市***通讯公司,宝马,30,2,0.00,1,254845842000,0,1354291200000,0,40,170000.0,80000.0
广东省 佛山,183000.00,4,20.00,50000.00,1,***蔬菜专营合作社,马自达牌,30,4,0.00,1,97079485000,0,1322668800000,0,28,70000.0,8000.0
广东省 中山市,600000.00,2,24.00,300000.00,1,中山市大涌镇**制衣加工厂,卡宴,180,2,0.00,1,191687518000,0,1322668800000,0,37,630000.0,150000.0
未填,250000.00,1,20.00,250000.00,1,广州市**环保科技公司,宝马,30,1,0.00,1,131304569000,0,1385827200000,0,29,500000.0,100000.0
广东省 佛山,195000.00,10,20.00,25000.00,1,佛山**市场鱼档,-9,30,8,20333.33,1,141672582000,0,-9,0,44,-9,-9
广东省 佛山,1140000.00,8,20.00,150000.00,1,佛山**钢铁公司,宝马,30,8,0.00,1,160309880000,0,1259596800000,0,32,200000.0,40000.0
广东省 广州,450000.00,3,20.00,150000.00,1,广州市***冷气维修公司,凯迪拉克,30,3,0.00,1,168258710000,0,1291132800000,0,45,250000.0,10000.0
广东省 广州,290000.00,4,20.00,70000.00,1, 广州**医疗机械公司,丰田,30,4,0.00,1,94645942000,0,1291132800000,0,32,60000.0,10000.0
广东省 佛山,210000.00,3,20.00,70000.00,-9,佛山市**贸易有限公司,本田,30,3,0.00,1,73564368000,0,1385827200000,0,28,90000.0,10000.0
广东省 佛山,161000.00,4,20.00,38000.00,1,**粉体经营部,东风日产,30,4,0.00,1,131452430000,0,1354291200000,0,39,60000.0,12000.0
广东省 广州,1520000.00,4,20.00,380000.00,1,广州**电子商务有限公司,宝马,30,4,0.00,1,378656999000,0,1354291200000,0,37,580000.0,80000.0
广东省 广州,880000.00,4,20.00,220000.00,1,广东**电子商务有限公司,-9,30,4,0.00,1,391617030000,0,1354291200000,0,45,280000.0,100000.0
广东省 广州,360000.00,3,20.00,120000.00,1,广州**安防有限公司,宝马,30,3,0.00,1,123517855000,0,1228060800000,0,31,130000.0,40000.0
湖南省 怀化,240000.00,4,20.00,60000.00,-9,上海**纺织有限公司,别克,30,4,0.00,1,52410708000,0,1354291200000,0,27,110000.0,20000.0
广东省 广州,1200000.00,7,20.00,200000.00,1,广东**建设工程有限公司,奥迪,30,7,0.00,1,134069449000,0,1228060800000,0,42,160000.0,80000.0
广东省 佛山,400000.00,1,24.00,400000.00,1,惠州**工程总公司佛山分公司,斯洛伐克大众-途锐,180,1,0.00,1,176059885000,0,1322668800000,0,36,400000.0,100000.0
广东省 佛山,400000.00,1,20.00,400000.00,1,佛山市***家具布艺有限公司,梅赛德斯-奔驰,30,1,0.00,1,397060276000,0,1291132800000,0,46,700000.0,150000.0
广东省 佛山,140000.00,2,20.00,70000.00,1, 广州**电子工程有限公司,江淮,30,2,0.00,1,670603336000,0,1385827200000,0,61,55000.0,30000.0
广东省 广州,1810000.00,8,18.00,230000.00,1,广州**贸易有限公司,奥迪,7,8,0.00,1,94757767000,0,1354291200000,0,39,450000.0,100000.0
广东省 佛山,540000.00,3,20.00,180000.00,1,佛山**运输有限公司,奥迪,30,3,0.00,1,128960993000,0,1291132800000,0,41,200000.0,90000.0
广东省 广州,660000.00,11,20.00,60000.00,-9, 广州**汽车用品有限公司,一大众-宝来,30,10,61000.00,1,94833059000,0,1228060800000,0,41,48000.0,30000.0
广东省 佛山,80000.00,2,20.00,40000.00,1,佛山市**国际旅行社,丰田,30,2,0.00,1,73751483000,0,1322668800000,0,44,50000.0,5000.0
广东省 广州,750000.00,3,20.00,250000.00,-9,广州市***装饰有限公司,奔驰,30,3,0.00,1,29006963000,0,1385827200000,0,27,320000.0,50000.0
广东省 佛山,240000.00,4,20.00,60000.00,1,佛山***家具有限公司,东风悦达起亚,30,4,0.00,1,163247353000,0,1385827200000,0,41,110000.0,20000.0
广东省 广州,130000.00,3,20.00,50000.00,-9,广州***酒业公司,大众高尔夫,30,3,0.00,1,39608966000,0,1259596800000,0,48,70000.0,8000.0
广东省 佛山,500000.00,5,20.00,100000.00,1,佛山**不锈钢有限公司,丰田,30,5,0.00,1,129047496000,0,1322668800000,0,23,200000.0,10000.0
广东省 佛山,190000.00,3,20.00,50000.00,1,广东**旅行社高明部,丰田,30,3,0.00,1,97522341000,0,1259596800000,0,27,100000.0,20000.0
广东省 佛山,160000.00,4,20.00,35000.00,1,佛山市禅城**企业咨询服务部,大众,30,4,0.00,1,115839170000,0,1354291200000,0,31,60000.0,10000.0
广东省 广州,200000.00,1,24.00,200000.00,1,广州**服饰公司,梅赛德斯-奔驰,120,1,0.00,1,181589734000,0,1228060800000,0,32,150000.0,100000.0
广东省 佛山,800000.00,4,20.00,200000.00,1,佛山**金属贸易有限公司,本田艾力绅,30,4,0.00,1,73924394000,0,1385827200000,0,45,240000.0,70000.0
广东省 佛山,375000.00,8,20.00,50000.00,1,佛山**五金店,丰田牌,30,7,40666.67,1,418403665000,0,1228060800000,0,53,80000.0,20000.0
广东省 汕尾,90000.00,2,24.00,50000.00,1,广州天河**废品回收站,别克,120,2,0.00,1,297272531000,0,1259596800000,0,39,110000.0,8000.0
广东省 广州,500000.00,2,20.00,250000.00,1,广州**服饰有限公司,-9,30,2,0.00,1,178998386000,0,-9,0,36,-9,-9
广东省 佛山,140000.00,3,20.00,70000.00,1, 佛山市***服装公司,北京现代,30,2,0.00,1,58113069000,0,1385827200000,0,39,90000.0,10000.0
广东省 佛山,180000.00,3,20.00,50000.00,-9,佛山***针织厂,丰田,30,3,0.00,1,221322755000,0,1259596800000,0,28,100000.0,20000.0
广东省 广州,98000.00,3,20.00,30000.00,1,佛山市**酒店,东风悦达起亚,30,3,0.00,1,87143653000,0,1354291200000,0,28,60000.0,7000.0
未填,90000.00,3,20.00,30000.00,1,佛山市**汽修公司,本田,30,3,0.00,1,244910258000,0,1291132800000,0,28,50000.0,7000.0
广东省 广州,160000.00,2,24.00,80000.00,1,广州**事业单位,大众,270,1,87301.35,1,42475488000,0,1322668800000,0,43,130000.0,15000.0
广东省 广州,700000.00,4,20.00,200000.00,-9,广州市***货运代理有限公司,宝马,30,4,0.00,1,308154567000,0,1259596800000,0,29,470000.0,30000.0
广东省 佛山,175000.00,5,20.00,35000.00,1,佛山**塑料厂,马自达,30,5,0.00,1,189873015000,0,1259596800000,0,39,40000.0,8000.0
广东省 佛山,45000.00,3,20.00,15000.00,-9,佛山市***纸业有限公司,名爵,30,3,0.00,1,92586632000,0,1291132800000,0,29,40000.0,5000.0
广东省 广州,650000.00,5,20.00,130000.00,1,广州旧汽车配件公司,丰田,30,5,0.00,1,184527104000,0,1322668800000,0,31,160000.0,40000.0
广东省 佛山,660000.00,6,20.00,110000.00,1,佛山**文化传播有限公司,宝马,30,6,0.00,1,410808775000,0,1164902400000,0,36,150000.0,25000.0
广东省 佛山,160000.00,2,20.00,80000.00,1, 佛山市**摄影有限公司,-9,30,2,0.00,1,147720832000,0,-9,0,30,140000.0,10000.0
广东省 佛山,100000.00,2,20.00,50000.00,1,佛山**化工加工公司,-9,30,2,0.00,1,413400897000,0,-9,0,47,80000.0,10000.0
广东省 佛山,105000.00,3,20.00,35000.00,-9,佛山市**光电科技有限公司,马自达,30,3,0.00,1,100546546000,0,1322668800000,0,26,60000.0,6000.0
广东省 佛山,806000.00,10,20.00,90000.00,1,佛山**服饰有限公司,大众新甲壳虫,30,9,0.00,1,276690750000,0,1259596800000,0,42,90000.0,20000.0
广东省 广州,380000.00,4,20.00,100000.00,-9,广州**出租公司,-9,30,4,0.00,1,329240138000,0,-9,0,31,170000.0,20000.0
广东省 广州,200000.00,8,20.00,30000.00,1,广州**维修工程公司,-9,30,8,0.00,1,610817759000,0,-9,0,39,65000.0,8500.0
广东省 佛山,400000.00,1,18.00,400000.00,1,佛山市**电子有限公司,奥迪,10,1,0.00,1,118942578000,0,1354291200000,0,33,500000.0,100000.0
广东省 广州,560000.00,5,20.00,120000.00,1,广州**金融企业服务公司,-9,30,5,0.00,1,37474173000,0,-9,0,52,110000.0,50000.0
广东省 广州,830000.00,11,20.00,80000.00,1,广州**玻璃工艺厂,-9,30,10,61000.00,1,105903012000,0,-9,0,37,-9,-9
广东省 广州,900000.00,5,20.00,180000.00,-9,广州**机电设备公司,傲虎,30,5,0.00,1,105978579000,0,1259596800000,0,36,180000.0,50000.0
广东省 佛山,855000.00,9,20.00,100000.00,1,佛山**童装公司,本田,30,9,0.00,1,16381824000,0,1291132800000,0,33,110000.0,10000.0
广东省 佛山,280000.00,4,20.00,70000.00,1,佛山市**贸易有限公司,东风悦达起亚,30,4,0.00,1,16381875000,0,1322668800000,0,38,100000.0,30000.0
广东省 广州,160000.00,4,20.00,40000.00,1,广州市海珠区***日用百货,荣威,30,4,0.00,1,32279530000,0,1259596800000,0,53,40000.0,6000.0
广东省 广州,240000.00,7,20.00,40000.00,1, 广州**鞋业有限公司,荣威,30,6,0.00,1,29601164000,0,1259596800000,0,36,40000.0,15000.0
广东省 广州,700000.00,8,20.00,120000.00,1,广州**信息科技有限公司,丰田,30,5,111833.33,1,100719242000,0,1291132800000,0,26,140000.0,50000.0
广东省 广州,460000.00,5,20.00,110000.00,1,广州**服装加工厂,丰田,30,4,81333.33,1,255807301000,0,1291132800000,0,39,120000.0,80000.0
广东省 佛山,640000.00,6,20.00,100000.00,1,佛山**建筑工程有限公司,本田,30,6,0.00,1,792343801000,0,1322668800000,0,50,130000.0,40000.0
广东省 广州,400000.00,5,20.00,80000.00,-9,广州**电器销售有限公司,北京现代,30,5,0.00,1,40228260000,0,1385827200000,0,32,120000.0,10000.0
广东省 广州,480000.00,4,20.00,120000.00,1,广州**事业单位,本田奥德赛,30,4,0.00,1,503083784000,0,1228060800000,0,41,110000.0,20000.0
广东省 广州,330000.00,3,20.00,110000.00,1, 广州市**皮具科技有限公司,凌志,30,3,0.00,1,53285419000,0,1354291200000,0,33,160000.0,30000.0
广东省 广州,240000.00,3,20.00,80000.00,1, 广州**鞋厂,东风,30,3,0.00,1,108495058000,0,1354291200000,0,39,100000.0,20000.0
广东省 广州,200000.00,4,20.00,50000.00,1,广州**汽车美容公司,本田思域,30,4,0.00,1,42917494000,0,1164902400000,0,25,40000.0,10000.0
广东省 佛山,335000.00,10,20.00,35000.00,-9,佛山**贸易有限公司,大众,30,9,30500.00,1,29698377000,0,1291132800000,0,29,80000.0,20000.0
广东省 广州,4550000.00,10,20.00,550000.00,1,广州**投资有限公司,奥迪,30,9,355833.33,1,324311422000,0,1322668800000,0,46,600000.0,150000.0
广东省 广州,110000.00,3,20.00,35000.00,1,佛山市**汽车销售服务有限公司,东风悦达起亚,30,3,0.00,1,190218696000,0,1322668800000,0,28,50000.0,8000.0
广东省 广州,1000000.00,10,20.00,100000.00,1,广州**保险代理有限公司,马自达,30,10,0.00,1,174331767000,0,1291132800000,0,38,80000.0,20000.0
广东省 广州,605000.00,11,20.00,55000.00,1,广州**食品贸易公司,东风轩逸,30,10,55916.67,1,332184608000,0,1259596800000,0,32,60000.0,10000.0
广东省 广州,3440000.00,7,20.00,520000.00,1,广州**招标代理公司,奔驰,30,6,427000.00,1,395332153000,0,1228060800000,0,43,460000.0,50000.0
广东省 广州,700000.00,7,20.00,100000.00,1, 广州**装饰工程有限公司,东风,30,7,0.00,1,200845795000,0,1259596800000,0,48,100000.0,20000.0
广东省 广州,210000.00,3,22.00,70000.00,1,广州**建筑机械设备租赁公司,本田思威,90,3,0.00,1,90351131000,0,1322668800000,0,33,125000.0,50000.0
广东省 佛山,1350000.00,3,20.00,500000.00,1,**机械公司,宝马,30,3,0.00,1,19492110000,0,1291132800000,0,58,430000.0,100000.0
广东省 佛山,120000.00,2,20.00,60000.00,-9,佛山市**珠宝有限公司,-9,30,2,0.00,1,53620280000,0,-9,0,31,-9,-9
江西省 抚州,70000.00,2,20.00,40000.00,-9,广东省**工具批发部,-9,30,2,0.00,1,211473101000,0,-9,0,43,-9,-9
广东省 佛山,1100000.00,4,20.00,290000.00,1,佛山**食品公司,宝马,30,4,0.00,1,156274313000,0,1385827200000,0,42,400000.0,50000.0
广东省 广州,1050000.00,7,20.00,150000.00,1,广州**机电公司,路虎牌,30,7,0.00,1,185207513000,0,1322668800000,0,32,360000.0,150000.0
广东省 广州,180000.00,4,20.00,45000.00,1,广州市-皮具厂,福克斯牌,30,4,0.00,1,222186819000,0,1291132800000,0,38,50000.0,30000.0
广东省 佛山,155000.00,4,20.00,40000.00,1,佛山**窗帘经营部,比亚迪牌,30,4,0.00,1,74875268000,0,1354291200000,0,36,50000.0,6000.0
广东省 广州,550000.00,1,20.00,550000.00,1,广州**工艺品有限公司,奥迪,15,1,0.00,1,64334768000,0,1354291200000,0,29,500000.0,100000.0
广东省 广州,60000.00,1,20.00,60000.00,1,广州**五金公司,东风-骊威,30,1,0.00,1,374607526000,0,1322668800000,0,31,50000.0,10000.0
广东省 广州,90000.00,1,24.00,90000.00,1,广州**鞋业公司,雷诺科雷傲,270,1,0.00,1,422041174000,0,1291132800000,0,45,110000.0,60000.0
广东省 广州,600000.00,4,20.00,150000.00,1,广州**净化工程有限公司,奔驰,30,4,0.00,1,103905029000,0,1291132800000,0,32,290000.0,-9
广东省 广州,980000.00,7,20.00,140000.00,1,广州**汽车用品公司,奔驰,30,7,0.00,1,222273068000,0,1291132800000,0,43,150000.0,50000.0
广西区 钦州,700000.00,2,22.00,350000.00,1,广州市***休闲会所,-9,90,2,0.00,1,38154763000,0,-9,0,34,-9,-9
广东省 佛山,540000.00,3,20.00,180000.00,1,佛山市**珠宝有限公司,-9,30,3,0.00,1,53803723000,0,-9,0,39,-9,-9
重庆 重庆市,40000.00,1,24.00,40000.00,1,佛山市**家具厂,-9,180,1,0.00,1,224865208000,0,-9,0,21,-9,-9
广东省 佛山,1350000.00,9,20.00,150000.00,1,佛山市**服装店,丰田,30,8,152500.00,1,132859741000,0,1385827200000,0,21,180000.0,5000.0
广东省 广州,425000.00,5,20.00,85000.00,1,广州市**玻纤有限公司,奥德赛,30,5,0.00,1,361474166000,0,1291132800000,0,43,90000.0,10000.0
广东省 广州,750000.00,5,20.00,150000.00,1,广州**电子有限公司,本田,30,5,0.00,1,322237750000,0,1322668800000,0,40,150000.0,50000.0
广东省 广州,2900000.00,8,20.00,400000.00,1,广州**皮鞋公司,-9,30,7,279583.33,1,174840014000,0,-9,0,42,-9,200000.0
广东省 广州,440000.00,7,20.00,70000.00,1,广州**科技有限公司,大众朗逸,30,7,0.00,1,214421383000,0,1291132800000,0,36,70000.0,10000.0
广东省 广州,320000.00,7,20.00,50000.00,1,广州**铁道公司,雪佛兰,30,7,0.00,1,537903016000,0,1259596800000,0,39,50000.0,14000.0
广东省 佛山,800000.00,8,22.00,110000.00,1,佛山**家具有限公司,福特,90,7,91500.00,1,88191568000,0,1385827200000,0,26,130000.0,18000.0
广东省 广州,60000.00,1,20.00,60000.00,1,广东省**建筑工地,东风日产,15,1,0.00,1,643139070000,0,1291132800000,0,47,90000.0,20000.0
广东省 广州,1480000.00,12,20.00,130000.00,1,广州**服装公司,克莱斯勒,30,11,111833.33,1,151338572000,0,1228060800000,0,42,110000.0,130000.0
广东省 佛山,240000.00,2,20.00,120000.00,1,佛山一药店,东风日产,30,2,0.00,1,161879413000,0,1385827200000,0,29,160000.0,40000.0
广东省 佛山,960000.00,8,22.00,120000.00,1,佛山**金属回收公司,宝马牌,90,7,122000.00,1,127751511000,0,1322668800000,0,32,200000.0,30000.0
广东省 广州,900000.00,6,20.00,160000.00,1,广州**鞋业商行,宝马523,30,5,142333.33,1,133032520000,0,1291132800000,0,25,360000.0,100000.0
广东省 佛山,376000.00,8,22.00,70000.00,1,佛山**铝业有限公司,北京现代,90,7,38633.33,1,48706152000,0,1354291200000,0,23,100000.0,25000.0
广东省 佛山,480000.00,8,22.00,60000.00,1,佛山**服饰有限公司,-9,90,7,61000.00,1,248635781000,0,-9,0,47,-9,30000.0
广东省 广州,800000.00,4,20.00,200000.00,1,广州**皮具有限公司,路虎揽胜运动,30,3,201500.00,1,88353137000,0,1322668800000,0,39,520000.0,80000.0
